Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNS_M_R
1874,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1875,Cropland,Water,Wetland,Water,Wetland,Built-up,Water,Wetland
1876,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1877,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1878,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1879,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1880,Cropland,Water,Wetland,Water,Wetland,Water,Water,Forest
1881,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1882,Cropland,Water,Water,Water,Water,Water,Water,Grassland
1883,Cropland,Water,Water,Water,Water,Water,Water,Wetland
1884,Cropland,Water,Water,Water,Water,Water,Water,Water
1885,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1886,Cropland,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1887,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1888,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1889,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
1890,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1891,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1892,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1893,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1894,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1895,Cropland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1896,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1897,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1898,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1899,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1900,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1901,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1902,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1903,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1904,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1905,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1906,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1907,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1908,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1909,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1910,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1911,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1912,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1913,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1914,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1915,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1916,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1917,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1918,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1919,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1920,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1921,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1922,Cropland,Forest,Water,Water,Water,Water,Water,Water
1923,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1924,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1925,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1926,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
1927,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1928,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1929,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1930,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1931,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1932,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1933,Cropland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1934,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1935,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1936,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1937,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1938,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1939,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1940,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1941,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1942,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1943,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1944,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1945,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1946,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1947,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1948,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1949,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1950,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1951,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1952,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1953,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1954,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1955,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1956,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1957,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1958,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1959,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1960,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1961,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1962,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1963,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1964,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1965,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1966,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1967,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1968,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1969,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1970,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1971,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1972,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1973,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1974,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1975,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1976,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1977,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1978,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1979,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1980,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1981,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1982,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1983,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1984,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1985,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1986,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1987,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1988,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1989,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
1990,Wetland,NULL,Water,NULL,Water,Water,Water,Water
1991,Wetland,NULL,Water,Water,Water,NULL,Water,Forest
1992,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1993,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1994,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1995,Wetland,NULL,Water,Water,Water,Wetland,Forest,Grassland
1996,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
1997,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
1998,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
1999,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
2000,Wetland,NULL,Water,Water,Water,Water,Water,Water
2001,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2002,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2003,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2004,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2005,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2006,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2007,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2008,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2009,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2010,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2011,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2012,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2013,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2014,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2015,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2016,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2017,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2018,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2019,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2020,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2021,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
2022,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2023,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2024,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2025,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2026,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2027,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2028,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2029,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2030,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2031,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2032,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
2033,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
2034,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
2035,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
2036,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
2037,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2038,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
2039,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
2040,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
2041,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
2042,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
2043,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
2044,Wetland,Wetland,Water,Water,Water,Water,Water,Water
2045,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2046,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2047,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2048,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2049,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2050,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2051,Wetland,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2052,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2053,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2054,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2055,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
2056,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2057,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2058,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2059,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2060,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2061,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2062,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2063,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2064,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2065,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2066,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2067,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2068,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
2069,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2070,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2071,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
2072,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
2073,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
2074,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
2075,Wetland,Water,Water,NULL,Water,Water,Water,Water
2076,Wetland,Water,Water,NULL,Water,Water,Water,Forest
2077,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
2078,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
2079,Wetland,Water,Water,Water,Water,NULL,Wetland,Wetland
2080,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
2081,Wetland,Water,Water,Water,Water,NULL,Water,Forest
2082,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
2083,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
2084,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
2085,Wetland,Water,Water,Water,Water,Wetland,Water,Water
2086,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
2087,Wetland,Water,Water,Water,Water,Water,Wetland,Wetland
2088,Wetland,Water,Water,Water,Water,Water,Wetland,Water
2089,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
2090,Wetland,Water,Water,Water,Water,Water,Water,Grassland
2091,Wetland,Water,Water,Water,Water,Water,Water,Wetland
2092,Wetland,Water,Water,Water,Water,Water,Water,Water
2093,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2094,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2095,Wetland,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
2096,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2097,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2098,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2099,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
2100,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2101,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2102,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2103,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2104,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2105,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2106,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2107,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2108,Wetland,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2109,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2110,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2111,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2112,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
2113,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2114,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2115,Wetland,Forest,Water,Water,Water,Grassland,Forest,Grassland
2116,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2117,Wetland,Forest,Water,Water,Water,Wetland,Wetland,Water
2118,Wetland,Forest,Water,Water,Water,Wetland,Water,Water
2119,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
2120,Wetland,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
2121,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2122,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2123,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2124,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2125,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2126,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2127,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
2128,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2129,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2130,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2131,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2132,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2133,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2134,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2135,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2136,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2137,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
2138,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2139,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2140,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2141,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2142,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2143,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
2144,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
2145,Bareland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2146,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
2147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2155,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2157,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2162,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
2163,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2164,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
2165,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2166,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
2167,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2168,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2169,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2170,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2171,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2172,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2173,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2174,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2175,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2176,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2177,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2178,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2179,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
2180,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2181,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
2182,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2183,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2184,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2185,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2186,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2187,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2188,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2189,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2190,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2191,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2192,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2193,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2194,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2195,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
2196,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
