Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLT_M_R
5462,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
5463,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5464,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5465,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5466,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5467,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5468,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5469,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
5470,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
5471,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
5472,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
5473,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
5474,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5475,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5476,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5477,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
5478,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
5479,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5480,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
5481,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5482,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5483,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5484,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5485,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
5486,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
5487,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5488,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5489,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5490,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5491,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5492,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5493,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5494,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5495,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
5496,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
5497,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5498,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5499,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5500,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5501,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5502,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5503,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5504,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
5505,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
5506,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5507,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5508,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5509,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
5510,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5511,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5512,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5513,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
5514,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5515,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5516,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5517,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5518,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5519,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5520,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5521,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5522,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5523,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5524,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5525,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
5526,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5527,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5528,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5529,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5530,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5531,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
5532,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
5533,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
5534,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
5535,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5536,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5537,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5538,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5539,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5540,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
5541,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5542,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5543,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5544,Water,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5545,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5546,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5547,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5548,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5549,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
5550,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
5551,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5552,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5553,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5554,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5555,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5556,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5557,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5558,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5559,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
5560,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
5561,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5562,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5563,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5564,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5565,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5566,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
5567,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5568,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
5569,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
5570,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5571,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
5572,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
5573,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5574,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5575,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5576,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5577,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5578,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5579,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5580,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
5581,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
5582,Water,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
5583,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5584,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
5585,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5586,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
5587,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5588,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
5589,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
5590,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
5591,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
5592,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
5593,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
5594,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
5595,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5596,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
5597,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
5598,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
5599,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
5600,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
5601,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
5602,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
5603,Water,Water,Wetland,Water,Wetland,Water,Water,Water
5604,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
5605,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
5606,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
5607,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
5608,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5609,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5610,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
5611,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
5612,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
5613,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
5614,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,Grassland
5615,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5616,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5617,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
5618,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5619,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5620,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5621,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5622,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5623,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
5624,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5625,Water,Water,Bareland,NULL,Non_Wetland,Cropland,Water,Water
5626,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5627,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
5628,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5629,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5630,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
5631,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5632,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5633,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Water
5634,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
5635,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
5636,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
5637,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5638,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5639,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
5640,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5641,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5642,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5643,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5644,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5645,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
5646,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5647,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5648,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5649,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5650,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5651,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5652,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5653,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5654,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5655,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5656,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
5657,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
5658,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
5659,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
5660,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
5661,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5662,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5663,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
5664,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5665,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
5666,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
5667,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
5668,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5669,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5670,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
5671,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
5672,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
5673,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
5674,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5675,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5676,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
5677,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5678,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
5679,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5680,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5681,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5682,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5683,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5684,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5685,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5686,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
5687,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5688,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5689,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5690,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
5691,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5692,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5693,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
5694,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
5695,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
5696,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5697,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5698,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5699,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
5700,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
5701,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
5702,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
5703,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
5704,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
5705,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5706,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
5707,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5708,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
5709,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
5710,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
5711,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5712,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
5713,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
5714,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
5715,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
5716,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
5717,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
5718,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5719,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
5720,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
5721,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
5722,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5723,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5724,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
5725,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
5726,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5727,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5728,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
5729,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5730,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5731,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5732,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5733,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5734,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5735,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5736,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
5737,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5738,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5739,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5740,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
5741,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5742,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5743,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5744,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5745,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
5746,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5747,Water,Water,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
5748,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
5749,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
5750,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
5751,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
5752,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
5753,Water,Water,Water,NULL,Water,NULL,Water,Water
5754,Water,Water,Water,NULL,Water,NULL,Water,Forest
5755,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
5756,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
5757,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
5758,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
5759,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
5760,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
5761,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
5762,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
5763,Water,Water,Water,NULL,Water,Wetland,Water,Water
5764,Water,Water,Water,NULL,Water,Wetland,Water,Forest
5765,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
5766,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
5767,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
5768,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
5769,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
5770,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
5771,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
5772,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
5773,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
5774,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
5775,Water,Water,Water,NULL,Water,Bareland,Water,Water
5776,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
5777,Water,Water,Water,NULL,Water,Bareland,Forest,Water
5778,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
5779,Water,Water,Water,NULL,Water,Water,NULL,Water
5780,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
5781,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
5782,Water,Water,Water,NULL,Water,Water,Grassland,Water
5783,Water,Water,Water,NULL,Water,Water,Grassland,Forest
5784,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
5785,Water,Water,Water,NULL,Water,Water,Wetland,Water
5786,Water,Water,Water,NULL,Water,Water,Wetland,Forest
5787,Water,Water,Water,NULL,Water,Water,Bareland,Grassland
5788,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
5789,Water,Water,Water,NULL,Water,Water,Bareland,Water
5790,Water,Water,Water,NULL,Water,Water,Bareland,Forest
5791,Water,Water,Water,NULL,Water,Water,Water,Grassland
5792,Water,Water,Water,NULL,Water,Water,Water,Bareland
5793,Water,Water,Water,NULL,Water,Water,Water,Water
5794,Water,Water,Water,NULL,Water,Water,Water,Forest
5795,Water,Water,Water,NULL,Water,Water,Forest,Water
5796,Water,Water,Water,NULL,Water,Water,Forest,Forest
5797,Water,Water,Water,NULL,Water,Forest,Grassland,Grassland
