Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMD_M_R
5276,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5277,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5278,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5279,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5280,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5281,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5282,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5283,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5284,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5285,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5286,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5287,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5288,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5289,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5290,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5291,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5292,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5293,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5294,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5295,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5296,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
5297,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5298,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5299,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5300,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5301,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5302,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5303,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5304,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5305,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5306,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5307,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5308,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5309,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5310,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5311,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5312,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5313,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5314,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5315,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5316,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5317,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5318,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5319,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5320,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5321,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5322,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5323,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5324,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5325,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5326,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5327,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5328,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5329,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5330,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5331,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5332,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5333,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5334,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5335,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5336,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5337,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5338,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5339,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5340,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5341,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5342,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5343,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5344,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5345,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5346,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5347,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5348,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5349,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5350,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5351,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5352,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5353,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5354,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5355,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5356,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5357,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5358,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5359,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5360,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5361,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5362,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5363,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5364,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5365,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5366,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5367,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5368,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5369,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5370,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5371,Cropland,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
5372,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5373,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5374,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5375,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5376,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5377,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
5378,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5379,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5380,Cropland,Forest,Water,NULL,Water,Shrubland,Water,Grassland
5381,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5382,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5383,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5384,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5385,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5386,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5387,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5388,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5389,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5390,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5391,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5392,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5393,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5394,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5395,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5396,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5397,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5398,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5399,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5400,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5401,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5402,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5403,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5404,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5405,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5406,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5407,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
5408,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
5409,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
5410,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5411,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5412,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5413,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5414,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5415,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
5416,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5417,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5418,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5419,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5420,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
5421,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5422,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5423,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5424,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5425,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5426,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5427,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5428,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5429,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5430,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5431,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5432,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
5433,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5434,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5435,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
5436,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5437,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
5438,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
5439,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5440,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5441,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5442,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5443,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
5444,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5445,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
5446,Wetland,NULL,Water,Non_Water,Water,Wetland,Shrubland,Water
5447,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
5448,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
5449,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Water
5450,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
5451,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
5452,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
5453,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5454,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5455,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5456,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5457,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5458,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5459,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
5460,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5461,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5462,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5463,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5464,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5465,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5466,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5467,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5468,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5469,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5470,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
5471,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5472,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
5473,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
5474,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
5475,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
5476,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5477,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5478,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5479,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5480,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5481,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
5482,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5483,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5484,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5485,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5486,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
5487,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
5488,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5489,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5490,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
5491,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
5492,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5493,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
5494,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
5495,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
5496,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5497,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5498,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5499,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5500,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
5501,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
5502,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5503,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
5504,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
5505,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,Water,NULL
5506,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
5507,Wetland,Water,Water,Water,Water,Water,Water,Water
5508,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5509,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5510,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5511,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
5512,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5513,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5514,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5515,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5516,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5517,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5518,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5519,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5520,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
5521,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5522,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5524,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5525,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5526,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5527,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5528,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5529,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5530,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5531,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5532,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5533,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5534,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5535,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5536,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5537,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5538,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5539,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5540,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5541,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5542,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5543,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5544,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5545,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5546,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5547,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5548,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5549,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5550,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5551,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5552,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5553,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5554,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5555,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
5556,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5557,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
5558,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5559,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5560,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5561,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5562,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
5563,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5564,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5565,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5566,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5567,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5568,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5569,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5570,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5571,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5572,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5573,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5574,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5575,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5576,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5577,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5578,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5579,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
5580,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
5581,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5582,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5583,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
5584,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
5585,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5586,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5587,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5588,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5589,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5590,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5591,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5592,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
5593,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5594,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
