Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXQ_M_R
6973,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6974,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
6975,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
6976,Cropland,Forest,Water,NULL,Water,NULL,Forest,Cropland
6977,Cropland,Forest,Water,NULL,Water,Grassland,NULL,Grassland
6978,Cropland,Forest,Water,NULL,Water,Bareland,Water,Bareland
6979,Cropland,Forest,Water,NULL,Water,Bareland,Forest,Forest
6980,Cropland,Forest,Water,Water,Water,Wetland,Wetland,Forest
6981,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6982,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6983,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6984,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6985,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
6986,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6987,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6988,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6989,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6990,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6991,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6992,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
6993,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6994,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6995,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6996,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6997,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
6998,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6999,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7000,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7001,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7002,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7003,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7004,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7005,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7006,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7007,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7008,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7009,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7010,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
7011,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
7012,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7013,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7014,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7015,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7016,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7017,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7018,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7019,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7020,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7021,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
7022,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7023,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7024,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7025,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
7026,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7027,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7028,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7029,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7030,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7031,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7032,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7033,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
7034,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7035,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
7036,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7037,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7038,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7039,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7040,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
7041,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
7042,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
7043,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
7044,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7045,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
7046,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7047,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7048,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7049,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7050,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
7051,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
7052,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7053,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7054,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7055,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
7056,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7057,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
7058,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7059,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
7060,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
7061,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
7062,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7063,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
7064,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
7065,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
7066,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
7067,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7068,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7069,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
7070,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
7071,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7072,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
7073,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
7074,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
7075,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
7076,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
7077,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7078,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
7079,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
7080,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
7081,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
7082,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7083,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Bareland
7084,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
7085,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7086,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
7087,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
7088,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
7089,Wetland,NULL,Water,NULL,Water,Grassland,Water,Wetland
7090,Wetland,NULL,Water,NULL,Water,Grassland,Water,Water
7091,Wetland,NULL,Water,NULL,Water,Grassland,Water,Forest
7092,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
7093,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
7094,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
7095,Wetland,NULL,Water,NULL,Water,Water,Water,Water
7096,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
7097,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
7098,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
7099,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
7100,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
7101,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
7102,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
7103,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
7104,Wetland,NULL,Water,Water,Water,Grassland,Water,Water
7105,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
7106,Wetland,NULL,Water,Water,Water,Bareland,Water,Bareland
7107,Wetland,NULL,Water,Water,Water,Bareland,Water,Forest
7108,Wetland,NULL,Water,Water,Water,Water,Water,Water
7109,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7110,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7111,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
7112,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7113,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7114,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7115,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7116,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
7117,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7118,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
7119,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7120,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7121,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7122,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7123,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
7124,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7125,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
7126,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7127,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7128,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7129,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7130,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
7131,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
7132,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
7133,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
7134,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
7135,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
7136,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
7137,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7138,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7139,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7140,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
7141,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
7142,Wetland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
7143,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
7144,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7145,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
7146,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7147,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
7148,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7149,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
7150,Wetland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
7151,Wetland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Water
7152,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
7153,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
7154,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7155,Wetland,Cropland,Wetland,Water,Wetland,Water,NULL,Water
7156,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
7157,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
7158,Wetland,Cropland,Water,NULL,Water,Grassland,Water,Water
7159,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
7160,Wetland,Cropland,Water,Non_Water,Water,Grassland,Water,Water
7161,Wetland,Cropland,Water,Non_Water,Water,Wetland,NULL,Wetland
7162,Wetland,Cropland,Water,Non_Water,Water,Wetland,NULL,Water
7163,Wetland,Cropland,Water,Water,Water,Grassland,NULL,Wetland
7164,Wetland,Cropland,Water,Water,Water,Grassland,Water,Wetland
7165,Wetland,Cropland,Water,Water,Water,Grassland,Water,Water
7166,Wetland,Cropland,Water,Water,Water,Wetland,NULL,Wetland
7167,Wetland,Cropland,Water,Water,Water,Wetland,NULL,Water
7168,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
7169,Wetland,Cropland,Water,Water,Water,Water,Water,Water
7170,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7171,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
7172,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7173,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Water
7174,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7175,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7176,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7177,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7178,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7179,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
7180,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
7181,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
7182,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
7183,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7184,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7185,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7186,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7187,Wetland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
7188,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
7189,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
7190,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
7191,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
7192,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
7193,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
7194,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7195,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
7196,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
7197,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7198,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7199,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
7200,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7201,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7202,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
7203,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7204,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
7205,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
7206,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7207,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7208,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
7209,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7210,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
7211,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
7212,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7213,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7214,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7215,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
7216,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
7217,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7218,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7219,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
7220,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7221,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
7222,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
7223,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
7224,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7225,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7226,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7227,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
7228,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7229,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
7230,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7231,Wetland,Water,Water,NULL,Water,Bareland,Water,Bareland
7232,Wetland,Water,Water,NULL,Water,Water,Water,Water
7233,Wetland,Water,Water,Water,Water,NULL,NULL,Water
7234,Wetland,Water,Water,Water,Water,Bareland,Water,Water
7235,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7236,Wetland,Water,Water,Water,Water,Water,Water,Water
7237,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7238,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
7239,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7240,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7241,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
7242,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
7243,Wetland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
7244,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
7245,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
7246,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7247,Wetland,Forest,Wetland,Water,Wetland,Wetland,NULL,Wetland
7248,Wetland,Forest,Water,Water,Water,Wetland,NULL,Wetland
7249,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7250,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7251,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7252,Wetland,Forest,Forest,Water,Non_Wetland,Wetland,NULL,Water
7253,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7254,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7255,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
7256,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7257,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7258,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7259,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
7260,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7261,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7262,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7263,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7264,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7265,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7266,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7267,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
7268,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7269,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7270,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7271,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7272,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7273,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7274,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7275,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7276,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7277,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7278,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7279,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7280,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7281,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7282,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7283,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7284,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7285,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7286,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7287,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7288,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7289,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7290,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7291,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7292,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7293,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7294,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7295,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7296,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7297,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7298,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7299,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7300,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7301,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7302,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7303,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7304,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7305,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7306,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7307,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7308,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7309,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7310,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7311,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7312,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7313,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7314,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
