Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBB_M_R
3791,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3792,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3793,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3794,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3795,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3796,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3797,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3798,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
3799,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3800,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
3801,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3802,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3803,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3804,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3805,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3806,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3807,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3808,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3809,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
3810,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3811,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
3812,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3813,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3814,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3815,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3816,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3817,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3818,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3819,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3820,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3821,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3822,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
3823,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3824,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3825,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3826,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3827,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3828,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3829,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3830,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3831,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3832,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3833,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3834,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3835,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3836,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3837,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
3838,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3839,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3840,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
3841,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3842,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
3843,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
3844,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3845,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
3846,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3847,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3848,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3849,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
3850,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3851,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3852,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
3853,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3854,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
3855,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3856,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
3857,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3858,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Built-up
3859,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
3860,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3861,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3862,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3863,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3864,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3865,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
3866,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3867,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3868,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3869,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3870,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3871,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3872,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3873,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3874,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
3875,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
3876,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
3877,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3878,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3879,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3880,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3881,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3882,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3883,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
3884,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3885,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3886,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3887,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3888,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3889,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3890,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
3891,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3892,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3893,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3894,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3895,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
3896,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3897,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
3898,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3899,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3900,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
3901,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3902,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3903,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3904,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3905,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3906,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
3907,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3908,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3909,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3910,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3911,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3912,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3913,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3914,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3915,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3916,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3917,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
3918,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3919,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3920,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
3921,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3922,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3923,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
3924,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3925,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
3926,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3927,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3928,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3929,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3930,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3931,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3932,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3933,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3934,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
3935,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
3936,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3937,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
3938,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3939,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
3940,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
3941,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3942,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3943,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3944,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
3945,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3946,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
3947,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
3948,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3949,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
3950,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
3951,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
3952,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
3953,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3954,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
3955,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
3956,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
3957,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3958,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3959,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3960,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,NULL
3961,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3962,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3963,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3964,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3965,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
3966,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
3967,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
3968,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3969,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3970,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3971,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
3972,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
3973,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
3974,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3975,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
3976,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
3977,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3978,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3979,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3980,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3981,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3982,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3983,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3984,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
3985,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3986,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3987,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3988,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Water
3989,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
3990,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3991,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
3992,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
3993,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
3994,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Water
3995,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Water
3996,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
3997,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3998,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3999,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4000,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
4001,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4002,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4003,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
4004,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4005,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
4006,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
4007,Water,NULL,Grassland,Water,Non_Wetland,Forest,Water,Water
4008,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4009,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4010,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4011,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4012,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4013,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4014,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4015,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4016,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4017,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4018,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4019,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4020,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4021,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4022,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4023,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
4024,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4025,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4026,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4027,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4028,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4029,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4030,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4031,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4032,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4033,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4034,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
4035,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4036,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4037,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4038,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4039,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4040,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4041,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
4042,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4043,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
4044,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4045,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4046,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4047,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4048,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4049,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4050,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
4051,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4052,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
4053,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4054,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
4055,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
4056,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4057,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4058,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4059,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4060,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
4061,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
4062,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4063,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4064,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4065,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
4066,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4067,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4068,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4069,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4070,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4071,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
4072,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4073,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4074,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4075,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4076,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4077,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
4078,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4079,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
4080,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4081,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
4082,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
4083,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
4084,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4085,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4086,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
4087,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4088,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4089,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4090,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4091,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4092,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4093,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4094,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4095,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4096,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4097,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
4098,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4099,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
4100,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4101,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4102,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4103,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4104,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
4105,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4106,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
4107,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4108,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
4109,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
4110,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4111,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
4112,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4113,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4114,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
4115,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4116,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
4117,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4118,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
4119,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4120,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4121,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,NULL
4122,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
4123,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
4124,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4125,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
4126,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
