Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHM_M_R
4762,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Grassland
4763,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Wetland
4764,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
4765,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
4766,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
4767,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
4768,Wetland,Water,Water,Water,Water,Wetland,Water,Water
4769,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
4770,Wetland,Water,Water,Water,Water,Bareland,Water,Water
4771,Wetland,Water,Water,Water,Water,Bareland,Water,Forest
4772,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4773,Wetland,Water,Water,Water,Water,Water,Water,Water
4774,Wetland,Water,Water,Water,Water,Forest,Water,Water
4775,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4776,Wetland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4777,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
4778,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4779,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4780,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4781,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4782,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4783,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4784,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4785,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4786,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4787,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4788,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
4789,Wetland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
4790,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4791,Wetland,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4792,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4793,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4794,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4795,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4796,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4797,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4798,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4799,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4800,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4801,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4802,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4803,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4804,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4805,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4806,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4807,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4808,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4809,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4810,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4811,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4812,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4813,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4814,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4815,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4816,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4817,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4818,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4819,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4820,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4821,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4822,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4823,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4824,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4825,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4826,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4827,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4828,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4829,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4830,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4831,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4832,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4833,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4834,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
4835,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4836,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4837,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4838,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4839,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4840,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4841,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4842,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4843,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4844,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4845,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4846,Bareland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
4847,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4848,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4849,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4850,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4851,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4852,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4853,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4854,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4855,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4856,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4857,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4858,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4859,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4860,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4861,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4862,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4863,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4864,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4865,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4866,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4869,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4870,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4871,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4872,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4873,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4874,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4875,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4876,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4877,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4878,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4879,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4880,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4881,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4882,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4883,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4884,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4885,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4886,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4887,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4888,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4889,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4890,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4891,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4892,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4893,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4894,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4895,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4896,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4897,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4898,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4899,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4900,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4901,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4902,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4903,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4904,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4905,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4906,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4907,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4908,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4909,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4910,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4911,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4912,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4913,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4914,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4915,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4916,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4917,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4918,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4919,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4920,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4921,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4922,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
4924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4927,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4928,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4929,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4930,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4931,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4932,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4933,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4934,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4935,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4936,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4937,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4938,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4939,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4940,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4941,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4942,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4943,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4944,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4945,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4946,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4947,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4948,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4949,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4950,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4951,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4952,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4953,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4954,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4955,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4956,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4957,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4958,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4959,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4960,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4961,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4962,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4963,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4964,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4965,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4966,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4967,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4968,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4969,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4970,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4971,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4972,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4973,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4974,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4975,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4976,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4977,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4978,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4979,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4980,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4981,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4982,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4983,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4984,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4985,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4986,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4987,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4988,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4989,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4990,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4991,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4992,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4993,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4994,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4995,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4996,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4997,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4998,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4999,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5000,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5001,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5002,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5003,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5004,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5005,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5006,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5007,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5008,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5009,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5010,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5011,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5012,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5013,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5014,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5015,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5016,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5017,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5018,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5019,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
5020,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5021,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5022,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5023,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5024,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5025,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5026,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5027,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5028,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
5029,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
5030,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5031,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5032,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5033,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5034,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5035,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5036,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5037,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5038,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5039,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5040,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5041,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5042,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5043,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5044,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5045,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
5046,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5047,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5048,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5049,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5050,Bareland,NULL,Water,NULL,Water,NULL,Shrubland,NULL
5051,Bareland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
5052,Bareland,NULL,Water,NULL,Water,NULL,Bareland,Grassland
5053,Bareland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5054,Bareland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
5055,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
5056,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
5057,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
5058,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
5059,Bareland,NULL,Water,NULL,Water,Bareland,Water,Built-up
5060,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
5061,Bareland,NULL,Water,NULL,Water,Water,Shrubland,Grassland
5062,Bareland,NULL,Water,Water,Water,NULL,Water,Water
5063,Bareland,NULL,Water,Water,Water,Shrubland,Water,Water
5064,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
5065,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5066,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5067,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5068,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5069,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5070,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5071,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5072,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5073,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5074,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5075,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5076,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5077,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5078,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5079,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5080,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5081,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5082,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5083,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
