Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMQ_M_R
9070,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9071,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9072,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9073,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9074,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9075,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9076,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
9077,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9078,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9079,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
9080,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
9081,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9082,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9083,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9084,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9085,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9086,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9087,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9088,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9089,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9090,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9091,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9092,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9093,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
9094,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
9095,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9096,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
9097,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9098,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9099,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9100,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9101,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
9102,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9103,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
9104,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9105,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
9106,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
9107,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9108,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
9109,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9110,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
9111,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
9112,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
9113,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9114,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9115,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9116,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9117,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9118,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Water
9119,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9120,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
9121,Bareland,Built-up,Wetland,NULL,NULL,Bareland,Built-up,Bareland
9122,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9123,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
9124,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
9125,Bareland,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9126,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
9127,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
9128,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
9129,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9130,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9131,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9132,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9133,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9134,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9135,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9136,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9137,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9138,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9139,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
9140,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
9141,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
9142,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9143,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
9144,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9145,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
9146,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
9147,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
9148,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
9149,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
9150,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
9151,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9152,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
9153,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
9154,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
9155,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
9156,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9157,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
9158,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
9159,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
9160,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
9161,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
9162,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
9163,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9164,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
9165,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9166,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9167,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
9168,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
9169,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9170,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
9171,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9172,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9173,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
9174,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9175,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9176,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
9177,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9178,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9179,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9180,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
9181,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9182,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9183,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
9184,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
9185,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
9186,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
9187,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9188,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9189,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9190,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9191,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
9192,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
9193,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
9194,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
9195,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
9196,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
9197,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Cropland
9198,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
9199,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
9200,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
9201,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
9202,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
9203,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
9204,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9205,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
9206,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9207,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
9208,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
9209,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9210,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
9211,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9212,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9213,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
9214,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
9215,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
9216,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9217,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
9218,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
9219,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
9220,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
9221,Bareland,Built-up,Water,NULL,Water,NULL,Water,Water
9222,Bareland,Built-up,Water,NULL,Water,Cropland,Water,Cropland
9223,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
9224,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
9225,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
9226,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Water
9227,Bareland,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
9228,Bareland,Built-up,Water,NULL,Water,Water,Water,Grassland
9229,Bareland,Built-up,Water,NULL,Water,Water,Water,Built-up
9230,Bareland,Built-up,Water,NULL,Water,Water,Water,Water
9231,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9232,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9233,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9234,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
9235,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
9236,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9237,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
9238,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
9239,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9240,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Built-up
9241,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
9242,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9243,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
9244,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
9245,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9246,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9247,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9248,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9249,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9250,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9251,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9252,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9253,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
9254,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9255,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9256,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9257,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9258,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9259,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9260,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9261,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9262,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9263,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9264,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9265,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9266,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9267,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9268,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9269,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
9270,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9271,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9272,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9273,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9274,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9275,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9276,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9277,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
9278,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9279,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9280,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
9281,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Water
9282,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9283,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9284,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9285,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9286,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9287,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
9288,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9289,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
9290,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9291,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
9292,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9293,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9294,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
9295,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
9296,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9297,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9298,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9299,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9300,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9301,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9302,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9303,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9304,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9305,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9306,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9307,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
9308,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
9309,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
9310,Bareland,Water,Cropland,Water,Non_Wetland,Cropland,NULL,Water
9311,Bareland,Water,Cropland,Water,Non_Wetland,Cropland,Water,Water
9312,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
9313,Bareland,Water,Wetland,NULL,NULL,Bareland,Bareland,Bareland
9314,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
9315,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9316,Bareland,Water,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
9317,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
9318,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
9319,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
9320,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
9321,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9322,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
9323,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
9324,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Bareland
9325,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
9326,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9327,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9328,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9329,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
9330,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
9331,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
9332,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
9333,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
9334,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9335,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9336,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9337,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9338,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9339,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
9340,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9341,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9342,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9343,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9344,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
9345,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
9346,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
9347,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
9348,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
9349,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
9350,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9351,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
9352,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9353,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9354,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9355,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9356,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9357,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9358,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9359,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
9360,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
9361,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
9362,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
9363,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
9364,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
9365,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
9366,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Cropland
9367,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
9368,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
9369,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9370,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
9371,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
9372,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
9373,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
9374,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
9375,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
9376,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
9377,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
9378,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
9379,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
9380,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
9381,Bareland,Water,Water,NULL,Water,NULL,NULL,Built-up
9382,Bareland,Water,Water,NULL,Water,Water,Water,Water
9383,Bareland,Water,Water,Water,NULL,Bareland,Water,Bareland
9384,Bareland,Water,Water,Water,Water,Bareland,Bareland,Water
