Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRQ_M_R
9938,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9939,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9940,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9941,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9942,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
9943,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
9944,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9945,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9946,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9947,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
9948,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
9949,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9950,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9951,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9952,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
9953,Bareland,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
9954,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9955,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
9956,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
9957,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
9958,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
9959,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
9960,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9961,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
9962,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
9963,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
9964,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
9965,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
9966,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
9967,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
9968,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
9969,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9970,Bareland,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9971,Bareland,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
9972,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
9973,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
9974,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
9975,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
9976,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
9977,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9978,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9979,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9980,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9981,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
9982,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
9983,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9984,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9985,Bareland,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
9986,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
9987,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
9988,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9989,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9990,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9991,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
9992,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
9993,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Wetland
9994,Bareland,Water,Water,NULL,Water,Wetland,Bareland,Grassland
9995,Bareland,Water,Water,NULL,Water,Water,Bareland,Water
9996,Bareland,Water,Water,NULL,Water,Water,Water,Water
9997,Bareland,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
9998,Bareland,Water,Water,Non_Water,Water,Water,Grassland,Wetland
9999,Bareland,Water,Water,Water,Water,Wetland,Bareland,Water
10000,Bareland,Water,Water,Water,Water,Wetland,Water,Water
10001,Bareland,Water,Water,Water,Water,Bareland,Water,Water
10002,Bareland,Water,Water,Water,Water,Water,Grassland,Water
10003,Bareland,Water,Water,Water,Water,Water,Bareland,Water
10004,Bareland,Water,Water,Water,Water,Water,Water,Wetland
10005,Bareland,Water,Water,Water,Water,Water,Water,Bareland
10006,Bareland,Water,Water,Water,Water,Water,Water,Water
10007,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
10008,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10009,Bareland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10010,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10011,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
10012,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10013,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10014,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
10015,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10016,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
10017,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10018,Bareland,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10019,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
10020,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
10021,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
10022,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10023,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10024,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
10025,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10026,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10027,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10028,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10029,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10030,Bareland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10031,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10032,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
10033,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10034,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10035,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10036,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10037,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10038,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10039,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10040,Bareland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
10041,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10042,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10043,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10044,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
10045,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10046,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
10047,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10048,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10049,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10050,Bareland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10051,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10052,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10053,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10054,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10055,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10056,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10057,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10058,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10059,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10060,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10061,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10062,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10063,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10064,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10065,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10066,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10067,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10068,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10069,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10070,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10071,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10072,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10073,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10074,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10075,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10076,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10077,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10078,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10079,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10080,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10081,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10082,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10083,Water,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10084,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10085,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10086,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
10087,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
10088,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10089,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10090,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
10091,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10092,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10093,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10094,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10095,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10096,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10097,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10098,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10099,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10100,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10101,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10102,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
10103,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10104,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
10105,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10106,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10107,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
10108,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
10109,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
10110,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10111,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10112,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
10113,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10114,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10115,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10116,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
10117,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10118,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10119,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10120,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
10121,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
10122,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10123,Water,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
10124,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
10125,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10126,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
10127,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10128,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
10129,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
10130,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10131,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10132,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
10133,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
10134,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
10135,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10136,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
10137,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10138,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
10139,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10140,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
10141,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
10142,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
10143,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
10144,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
10145,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
10146,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10147,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
10148,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
10149,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10150,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10151,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
10152,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10153,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
10154,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
10155,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10156,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
10157,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
10158,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
10159,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
10160,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
10161,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
10162,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
10163,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10164,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
10165,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
10166,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
10167,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
10168,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10169,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
10170,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10171,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
10172,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
10173,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
10174,Water,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10175,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
10176,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10177,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10178,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10179,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10180,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10181,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10182,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10183,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10184,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10185,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10186,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10187,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10188,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10189,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
10190,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
10191,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10192,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
10193,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10194,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
10195,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10196,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
10197,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
10198,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
10199,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
10200,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
10201,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
10202,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
10203,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
10204,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
10205,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10206,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
10207,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
10208,Water,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
10209,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10210,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
10211,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
10212,Water,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Water
10213,Water,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
10214,Water,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Bareland
10215,Water,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
10216,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
10217,Water,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
10218,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
10219,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
10220,Water,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
10221,Water,NULL,NULL,Water,Non_Wetland,Wetland,Bareland,Bareland
10222,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
10223,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10224,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
10225,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
10226,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
10227,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10228,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
10229,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
10230,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
10231,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
10232,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
10233,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
10234,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
10235,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
10236,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
10237,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
10238,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
10239,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
10240,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10241,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10242,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10243,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10244,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
10245,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
10246,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
10247,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10248,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10249,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10250,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
10251,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10252,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10253,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10254,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10255,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
10256,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10257,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10258,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10259,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10260,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10261,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
10262,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
