Value,AFRICA_2024_DynamicWorld_2024_37PBP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBP_M_R,AFRICA_2024_GSW_Yearly_2021_37PBP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBP_M_R,AFRICA_2024_WorldCover_2021_37PBP_M_R
2131,Water,Water,Water,NULL,Water,NULL
2132,Water,Water,Water,NULL,Water,Grassland
2133,Water,Water,Water,NULL,Water,Cropland
2134,Water,Water,Water,NULL,Water,Wetland
2135,Water,Water,Water,NULL,Water,Bareland
2136,Water,Water,Water,NULL,Water,Water
2137,Water,Water,Water,NULL,Water,Forest
2138,Water,Water,Water,Non_Water,Water,Grassland
2139,Water,Water,Water,Non_Water,Water,Cropland
2140,Water,Water,Water,Non_Water,Water,Wetland
2141,Water,Water,Water,Non_Water,Water,Bareland
2142,Water,Water,Water,Non_Water,Water,Water
2143,Water,Water,Water,Non_Water,Water,Forest
2144,Water,Water,Water,Water,Water,NULL
2145,Water,Water,Water,Water,Water,Grassland
2146,Water,Water,Water,Water,Water,Cropland
2147,Water,Water,Water,Water,Water,Wetland
2148,Water,Water,Water,Water,Water,Bareland
2149,Water,Water,Water,Water,Water,Water
2150,Water,Water,Water,Water,Water,Forest
2151,Water,Water,Forest,NULL,Non_Wetland,NULL
2152,Water,Water,Forest,NULL,Non_Wetland,Grassland
2153,Water,Water,Forest,NULL,Non_Wetland,Cropland
2154,Water,Water,Forest,NULL,Non_Wetland,Wetland
2155,Water,Water,Forest,NULL,Non_Wetland,Bareland
2156,Water,Water,Forest,NULL,Non_Wetland,Water
2157,Water,Water,Forest,NULL,Non_Wetland,Forest
2158,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2159,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2160,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2161,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2162,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2163,Water,Water,Forest,Non_Water,Non_Wetland,Water
2164,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2165,Water,Water,Forest,Water,Non_Wetland,NULL
2166,Water,Water,Forest,Water,Non_Wetland,Grassland
2167,Water,Water,Forest,Water,Non_Wetland,Cropland
2168,Water,Water,Forest,Water,Non_Wetland,Wetland
2169,Water,Water,Forest,Water,Non_Wetland,Bareland
2170,Water,Water,Forest,Water,Non_Wetland,Water
2171,Water,Water,Forest,Water,Non_Wetland,Forest
2172,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2173,Water,Forest,NULL,NULL,Non_Wetland,Cropland
2174,Water,Forest,NULL,NULL,Non_Wetland,Wetland
2175,Water,Forest,NULL,NULL,Non_Wetland,Forest
2176,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
2177,Water,Forest,NULL,Water,Non_Wetland,Grassland
2178,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2179,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2180,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2181,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2182,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2183,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2184,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
2185,Water,Forest,Grassland,Water,Non_Wetland,Forest
2186,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2187,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
2188,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2189,Water,Forest,Cropland,Water,Non_Wetland,Cropland
2190,Water,Forest,Wetland,NULL,Wetland,Wetland
2191,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2192,Water,Forest,Wetland,Water,Wetland,Cropland
2193,Water,Forest,Wetland,Water,Wetland,Wetland
2194,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2195,Water,Forest,Water,NULL,Water,Grassland
2196,Water,Forest,Water,NULL,Water,Forest
2197,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2198,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2199,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2200,Water,Forest,Forest,NULL,Non_Wetland,Forest
2201,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
2202,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2203,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2204,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2205,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2206,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2207,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2208,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2209,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2210,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2211,Forest,NULL,NULL,Water,Non_Wetland,NULL
2212,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2213,Forest,NULL,NULL,Water,Non_Wetland,Forest
2214,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2221,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2222,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2223,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2224,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2225,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2226,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2227,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2228,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2229,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2230,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2231,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2232,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2233,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2234,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2235,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2236,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2237,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2238,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2239,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2240,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2241,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2242,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2243,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2244,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2245,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2246,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2247,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2248,Forest,NULL,Wetland,NULL,Wetland,NULL
2249,Forest,NULL,Wetland,NULL,Wetland,Grassland
2250,Forest,NULL,Wetland,NULL,Wetland,Cropland
2251,Forest,NULL,Wetland,NULL,Wetland,Wetland
2252,Forest,NULL,Wetland,NULL,Wetland,Forest
2253,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2254,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2255,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2256,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2257,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2258,Forest,NULL,Wetland,Water,Wetland,NULL
2259,Forest,NULL,Wetland,Water,Wetland,Cropland
2260,Forest,NULL,Wetland,Water,Wetland,Wetland
2261,Forest,NULL,Wetland,Water,Wetland,Forest
2262,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2263,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2264,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2265,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2266,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2267,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2268,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2269,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2270,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2271,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2272,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2273,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2274,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2275,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2276,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2277,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2278,Forest,NULL,Bareland,Water,Non_Wetland,Water
2279,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2280,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2281,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2282,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2283,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2284,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2285,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2286,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2287,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2288,Forest,NULL,Water,NULL,Water,Grassland
2289,Forest,NULL,Water,NULL,Water,Forest
2290,Forest,NULL,Water,Non_Water,Water,Forest
2291,Forest,NULL,Water,Water,Water,Grassland
2292,Forest,NULL,Water,Water,Water,Forest
2293,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2294,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2295,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2296,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2297,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2298,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2299,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2300,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2301,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2302,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2303,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2304,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2305,Forest,NULL,Forest,Water,Non_Wetland,NULL
2306,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2307,Forest,NULL,Forest,Water,Non_Wetland,Forest
2308,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2309,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2310,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2311,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2312,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2313,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2314,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2315,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2316,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2317,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2318,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2319,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2320,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2328,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2329,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2330,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2331,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2332,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2333,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2334,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2335,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2336,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2337,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2338,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2339,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2340,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2341,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2342,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2343,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2344,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2345,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2346,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland
2347,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2348,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2349,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2350,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2351,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2352,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2353,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2354,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2355,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2356,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2357,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2358,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2359,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
2360,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2361,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2362,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2363,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2364,Forest,Cropland,Wetland,NULL,Wetland,NULL
2365,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2366,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2367,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2368,Forest,Cropland,Wetland,NULL,Wetland,Water
2369,Forest,Cropland,Wetland,NULL,Wetland,Forest
2370,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2371,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2372,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2373,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2374,Forest,Cropland,Wetland,Water,Wetland,NULL
2375,Forest,Cropland,Wetland,Water,Wetland,Cropland
2376,Forest,Cropland,Wetland,Water,Wetland,Wetland
2377,Forest,Cropland,Wetland,Water,Wetland,Water
2378,Forest,Cropland,Wetland,Water,Wetland,Forest
2379,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2380,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2381,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2382,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2383,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2384,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2385,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2386,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2387,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2388,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2389,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2390,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
2391,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2392,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2393,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2394,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2395,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2396,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2397,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2398,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2399,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2400,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2401,Forest,Cropland,Water,NULL,Water,Grassland
2402,Forest,Cropland,Water,NULL,Water,Cropland
2403,Forest,Cropland,Water,NULL,Water,Water
2404,Forest,Cropland,Water,NULL,Water,Forest
2405,Forest,Cropland,Water,Water,Water,Cropland
2406,Forest,Cropland,Water,Water,Water,Wetland
2407,Forest,Cropland,Water,Water,Water,Water
2408,Forest,Cropland,Water,Water,Water,Forest
2409,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2410,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2411,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2412,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2413,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2414,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2415,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2416,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2417,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2418,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2419,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2420,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2421,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2422,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2423,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
2424,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2425,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2426,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2427,Forest,Wetland,NULL,Water,Non_Wetland,Cropland
2428,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2429,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2430,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2431,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2432,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2433,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2434,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2435,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2436,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2437,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2438,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2439,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2440,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2441,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2442,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2443,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2444,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2445,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2446,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2447,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2448,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
2449,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2450,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2451,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2452,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2453,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2454,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2455,Forest,Wetland,Wetland,NULL,Wetland,NULL
2456,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2457,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2458,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2459,Forest,Wetland,Wetland,NULL,Wetland,Forest
2460,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2461,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
2462,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2463,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2464,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2465,Forest,Wetland,Wetland,Water,Wetland,NULL
2466,Forest,Wetland,Wetland,Water,Wetland,Cropland
2467,Forest,Wetland,Wetland,Water,Wetland,Wetland
2468,Forest,Wetland,Wetland,Water,Wetland,Forest
2469,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2470,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2471,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
2472,Forest,Wetland,Water,NULL,Water,Wetland
2473,Forest,Wetland,Water,NULL,Water,Water
2474,Forest,Wetland,Water,Non_Water,Water,Forest
2475,Forest,Wetland,Water,Water,Water,Wetland
2476,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2477,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2478,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2479,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2480,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2481,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
2482,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2483,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2484,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2485,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
2486,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2487,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2488,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2489,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2490,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2491,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2492,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2493,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2494,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2495,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2498,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2499,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2500,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2501,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2502,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2503,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2504,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2505,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2506,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2507,Forest,Built-up,Grassland,Water,Non_Wetland,NULL
2508,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2509,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2510,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2511,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2512,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2513,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2514,Forest,Built-up,Wetland,NULL,Wetland,NULL
2515,Forest,Built-up,Wetland,NULL,Wetland,Cropland
2516,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2517,Forest,Built-up,Wetland,NULL,Wetland,Forest
2518,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2519,Forest,Built-up,Wetland,Water,Wetland,Forest
2520,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2521,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2522,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2523,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2524,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2525,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2526,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2527,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2528,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2529,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2530,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2531,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2532,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2533,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2534,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2535,Forest,Water,NULL,NULL,Non_Wetland,NULL
2536,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2537,Forest,Water,NULL,NULL,Non_Wetland,Cropland
2538,Forest,Water,NULL,NULL,Non_Wetland,Forest
2539,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2540,Forest,Water,NULL,Water,Non_Wetland,Forest
2541,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2542,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2543,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2544,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2545,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2546,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2547,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2548,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2549,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2550,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2551,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2552,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2553,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
2554,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2555,Forest,Water,Grassland,Water,Non_Wetland,Cropland
2556,Forest,Water,Grassland,Water,Non_Wetland,Forest
2557,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2558,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
2559,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2560,Forest,Water,Cropland,Water,Non_Wetland,Forest
2561,Forest,Water,Wetland,NULL,Wetland,Cropland
