Value,AFRICA_2024_DynamicWorld_2024_36PXV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,AFRICA_2024_WorldCover_2021_36PXV_M_R
1306,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1307,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1308,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1309,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1310,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1311,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1312,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1313,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL
1314,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1315,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1316,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1317,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1318,Cropland,Water,Cropland,Non_Water,Non_Wetland,Built-up
1319,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water
1320,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1321,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1322,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1323,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1324,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1325,Cropland,Water,Cropland,Water,Non_Wetland,Water
1326,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1327,Cropland,Water,Wetland,NULL,Wetland,Grassland
1328,Cropland,Water,Wetland,NULL,Wetland,Cropland
1329,Cropland,Water,Wetland,NULL,Wetland,Bareland
1330,Cropland,Water,Wetland,NULL,Wetland,Water
1331,Cropland,Water,Wetland,NULL,Wetland,Forest
1332,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1333,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1334,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1335,Cropland,Water,Wetland,Water,Wetland,Grassland
1336,Cropland,Water,Wetland,Water,Wetland,Cropland
1337,Cropland,Water,Wetland,Water,Wetland,Wetland
1338,Cropland,Water,Wetland,Water,Wetland,Bareland
1339,Cropland,Water,Wetland,Water,Wetland,Water
1340,Cropland,Water,Wetland,Water,Wetland,Forest
1341,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1342,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1343,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1344,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1345,Cropland,Water,Water,NULL,Water,Grassland
1346,Cropland,Water,Water,NULL,Water,Cropland
1347,Cropland,Water,Water,NULL,Water,Bareland
1348,Cropland,Water,Water,NULL,Water,Water
1349,Cropland,Water,Water,Non_Water,Water,Grassland
1350,Cropland,Water,Water,Water,Water,Grassland
1351,Cropland,Water,Water,Water,Water,Cropland
1352,Cropland,Water,Water,Water,Water,Wetland
1353,Cropland,Water,Water,Water,Water,Bareland
1354,Cropland,Water,Water,Water,Water,Water
1355,Cropland,Water,Water,Water,Water,Forest
1356,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1357,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1358,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1359,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1360,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
1361,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1362,Cropland,Water,Forest,Non_Water,Non_Wetland,Water
1363,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1364,Cropland,Water,Forest,Water,Non_Wetland,Grassland
1365,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1366,Cropland,Water,Forest,Water,Non_Wetland,Bareland
1367,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1368,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1369,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1370,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1371,Cropland,Forest,NULL,Water,Non_Wetland,Cropland
1372,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1373,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1374,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1375,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1376,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1377,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1378,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1379,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1380,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1381,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1382,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1383,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1384,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1385,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1386,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1387,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1388,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1389,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1390,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1391,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1392,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1393,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1394,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1395,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1396,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1397,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1398,Cropland,Forest,Cropland,Water,Non_Wetland,Water
1399,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1400,Cropland,Forest,Wetland,NULL,Wetland,NULL
1401,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1402,Cropland,Forest,Wetland,NULL,Wetland,Forest
1403,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
1404,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
1405,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1406,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1407,Cropland,Forest,Wetland,Water,Wetland,Grassland
1408,Cropland,Forest,Wetland,Water,Wetland,Cropland
1409,Cropland,Forest,Wetland,Water,Wetland,Forest
1410,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1411,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1412,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1413,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1414,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1415,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1416,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1417,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1418,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1419,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1420,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1421,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1422,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1423,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1424,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1425,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1426,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1427,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1428,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1429,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1430,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1431,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1432,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1433,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1434,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1435,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1436,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1437,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1438,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1439,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1440,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1441,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1442,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1443,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1444,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1445,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1446,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1447,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1448,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1449,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1450,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1451,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1452,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1453,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1454,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1455,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1456,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1457,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1458,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1459,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1460,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1461,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1462,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1463,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1464,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1465,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1466,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1467,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1468,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1469,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1470,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1471,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1472,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1473,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1474,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1475,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1476,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1477,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1478,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1479,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1480,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
1481,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1482,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1483,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1484,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1485,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1486,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1487,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1488,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1489,Wetland,NULL,Wetland,NULL,Wetland,NULL
1490,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1491,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1492,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1493,Wetland,NULL,Wetland,NULL,Wetland,Water
1494,Wetland,NULL,Wetland,NULL,Wetland,Forest
1495,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1496,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1497,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1498,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1499,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1500,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1501,Wetland,NULL,Wetland,Water,Wetland,Grassland
1502,Wetland,NULL,Wetland,Water,Wetland,Cropland
1503,Wetland,NULL,Wetland,Water,Wetland,Wetland
1504,Wetland,NULL,Wetland,Water,Wetland,Bareland
1505,Wetland,NULL,Wetland,Water,Wetland,Water
1506,Wetland,NULL,Wetland,Water,Wetland,Forest
1507,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1508,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1509,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1510,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1511,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1512,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1513,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1514,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1515,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1516,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1517,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1518,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1519,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1520,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1521,Wetland,NULL,Water,NULL,Water,Grassland
1522,Wetland,NULL,Water,NULL,Water,Cropland
1523,Wetland,NULL,Water,NULL,Water,Wetland
1524,Wetland,NULL,Water,NULL,Water,Forest
1525,Wetland,NULL,Water,Non_Water,Water,NULL
1526,Wetland,NULL,Water,Non_Water,Water,Grassland
1527,Wetland,NULL,Water,Non_Water,Water,Wetland
1528,Wetland,NULL,Water,Non_Water,Water,Forest
1529,Wetland,NULL,Water,Water,Water,Grassland
1530,Wetland,NULL,Water,Water,Water,Cropland
1531,Wetland,NULL,Water,Water,Water,Wetland
1532,Wetland,NULL,Water,Water,Water,Water
1533,Wetland,NULL,Water,Water,Water,Forest
1534,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1535,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1536,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1537,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1538,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1539,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1540,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1541,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1542,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1543,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1544,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1545,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1546,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1547,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1548,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1549,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1550,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1551,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1552,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1553,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1554,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1555,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1556,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1557,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1558,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1559,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1560,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1561,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1562,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1563,Wetland,Cropland,NULL,Water,Non_Wetland,Water
1564,Wetland,Cropland,NULL,Water,Non_Wetland,Forest
1565,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1566,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1567,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1568,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1569,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1570,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1571,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1572,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1573,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1574,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1575,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1576,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1577,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1578,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
1579,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1580,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1581,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1582,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1583,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1584,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1585,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1586,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1587,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1588,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1589,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1590,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1591,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1592,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1593,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1594,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1595,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1596,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1597,Wetland,Cropland,Grassland,Water,Non_Wetland,Bareland
1598,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1599,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1600,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1601,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1602,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1603,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1604,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1605,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1606,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1607,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1608,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1609,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1610,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1611,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1612,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1613,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1614,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
1615,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1616,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1617,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1618,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1619,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1620,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1621,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1622,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1623,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1624,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1625,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1626,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1627,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1628,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1629,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1630,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1631,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1632,Wetland,Cropland,Wetland,Water,Wetland,NULL
1633,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1634,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1635,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1636,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1637,Wetland,Cropland,Wetland,Water,Wetland,Water
1638,Wetland,Cropland,Wetland,Water,Wetland,Forest
1639,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1640,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1641,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1642,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1643,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1644,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1645,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1646,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1647,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1648,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1649,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
1650,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1651,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
1652,Wetland,Cropland,Water,NULL,Water,Grassland
1653,Wetland,Cropland,Water,NULL,Water,Cropland
1654,Wetland,Cropland,Water,NULL,Water,Forest
1655,Wetland,Cropland,Water,Non_Water,Water,Grassland
1656,Wetland,Cropland,Water,Non_Water,Water,Cropland
1657,Wetland,Cropland,Water,Non_Water,Water,Wetland
1658,Wetland,Cropland,Water,Water,Water,Grassland
1659,Wetland,Cropland,Water,Water,Water,Cropland
1660,Wetland,Cropland,Water,Water,Water,Wetland
1661,Wetland,Cropland,Water,Water,Water,Bareland
1662,Wetland,Cropland,Water,Water,Water,Water
1663,Wetland,Cropland,Water,Water,Water,Forest
1664,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1665,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1666,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1667,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1668,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1669,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1670,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1671,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1672,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1673,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1674,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1675,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1676,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1677,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1678,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1679,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1680,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1681,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1682,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1683,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1684,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1685,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1686,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1687,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1688,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1689,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
1690,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1691,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1692,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1693,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1694,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1695,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1696,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1697,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1698,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1699,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1700,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1701,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1702,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1703,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1704,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1705,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1706,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1707,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1708,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
