Value,AFRICA_2024_DynamicWorld_2024_36PYR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYR_M_R,AFRICA_2024_GSW_Yearly_2021_36PYR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYR_M_R,AFRICA_2024_WorldCover_2021_36PYR_M_R
2156,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2157,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2158,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2159,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2160,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2161,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2162,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2163,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2164,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2165,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2166,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2167,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2168,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2169,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2170,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2171,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2172,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2173,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2174,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2175,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2176,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2177,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2178,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2179,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2180,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2181,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2182,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2183,Forest,Forest,Cropland,Water,Non_Wetland,Water
2184,Forest,Forest,Wetland,NULL,Wetland,NULL
2185,Forest,Forest,Wetland,NULL,Wetland,Grassland
2186,Forest,Forest,Wetland,NULL,Wetland,Cropland
2187,Forest,Forest,Wetland,NULL,Wetland,Wetland
2188,Forest,Forest,Wetland,NULL,Wetland,Water
2189,Forest,Forest,Wetland,NULL,Wetland,Forest
2190,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2191,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2192,Forest,Forest,Wetland,Water,Wetland,Forest
2193,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2194,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2195,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2196,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2197,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2198,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2199,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2200,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2201,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2202,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2203,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2204,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2205,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2206,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2207,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2208,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2209,Forest,Forest,Bareland,Water,Non_Wetland,Water
2210,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2211,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2212,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2213,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2214,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2215,Forest,Forest,Built-up,NULL,Non_Wetland,Water
2216,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2217,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2218,Forest,Forest,Water,NULL,Water,Grassland
2219,Forest,Forest,Water,NULL,Water,Forest
2220,Forest,Forest,Water,Non_Water,Water,Forest
2221,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2222,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2223,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2224,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2225,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2226,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2227,Forest,Forest,Forest,NULL,Non_Wetland,Water
2228,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2229,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2230,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2231,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2232,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2233,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2234,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2235,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2236,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2237,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2238,Forest,Forest,Forest,Water,Non_Wetland,Water
2239,Forest,Forest,Forest,Water,Non_Wetland,Forest
