Value,AFRICA_2024_DynamicWorld_2024_37PCN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCN_M_R,AFRICA_2024_GSW_Yearly_2021_37PCN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCN_M_R,AFRICA_2024_WorldCover_2021_37PCN_M_R
2123,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2124,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
2125,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2126,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
2127,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2128,Water,Wetland,Bareland,Water,Non_Wetland,Water
2129,Water,Wetland,Water,NULL,Water,Cropland
2130,Water,Wetland,Water,NULL,Water,Wetland
2131,Water,Wetland,Water,NULL,Water,Water
2132,Water,Wetland,Water,NULL,Water,Forest
2133,Water,Wetland,Water,Non_Water,Water,Wetland
2134,Water,Wetland,Water,Non_Water,Water,Water
2135,Water,Wetland,Water,Non_Water,Water,Forest
2136,Water,Wetland,Water,Water,Water,Cropland
2137,Water,Wetland,Water,Water,Water,Wetland
2138,Water,Wetland,Water,Water,Water,Water
2139,Water,Wetland,Water,Water,Water,Forest
2140,Water,Wetland,Forest,NULL,Non_Wetland,NULL
2141,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2142,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
2143,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2144,Water,Wetland,Forest,NULL,Non_Wetland,Water
2145,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2146,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2147,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2148,Water,Wetland,Forest,Water,Non_Wetland,Cropland
2149,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2150,Water,Wetland,Forest,Water,Non_Wetland,Water
2151,Water,Wetland,Forest,Water,Non_Wetland,Forest
2152,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2153,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2154,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2155,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2156,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
2157,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2158,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2159,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2160,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
2161,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2162,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2163,Water,Built-up,Cropland,Water,Non_Wetland,Wetland
2164,Water,Built-up,Wetland,NULL,Wetland,Cropland
2165,Water,Built-up,Wetland,NULL,Wetland,Forest
2166,Water,Built-up,Wetland,Non_Water,Wetland,Water
2167,Water,Built-up,Wetland,Non_Water,Wetland,Forest
2168,Water,Built-up,Wetland,Water,Wetland,Cropland
2169,Water,Built-up,Wetland,Water,Wetland,Bareland
2170,Water,Built-up,Wetland,Water,Wetland,Built-up
2171,Water,Built-up,Wetland,Water,Wetland,Water
2172,Water,Built-up,Wetland,Water,Wetland,Forest
2173,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2174,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2175,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2176,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2177,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2178,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2179,Water,Built-up,Water,NULL,Water,Forest
2180,Water,Built-up,Water,Non_Water,Water,Forest
2181,Water,Built-up,Water,Water,Water,Bareland
2182,Water,Built-up,Water,Water,Water,Water
2183,Water,Built-up,Water,Water,Water,Forest
2184,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2185,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2186,Water,Built-up,Forest,Water,Non_Wetland,Cropland
2187,Water,Water,NULL,NULL,Non_Wetland,NULL
2188,Water,Water,NULL,NULL,Non_Wetland,Grassland
2189,Water,Water,NULL,NULL,Non_Wetland,Cropland
2190,Water,Water,NULL,NULL,Non_Wetland,Wetland
2191,Water,Water,NULL,NULL,Non_Wetland,Bareland
2192,Water,Water,NULL,NULL,Non_Wetland,Water
2193,Water,Water,NULL,NULL,Non_Wetland,Forest
2194,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2195,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2196,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2197,Water,Water,NULL,Water,Non_Wetland,NULL
2198,Water,Water,NULL,Water,Non_Wetland,Grassland
2199,Water,Water,NULL,Water,Non_Wetland,Cropland
2200,Water,Water,NULL,Water,Non_Wetland,Wetland
2201,Water,Water,NULL,Water,Non_Wetland,Bareland
2202,Water,Water,NULL,Water,Non_Wetland,Water
2203,Water,Water,NULL,Water,Non_Wetland,Forest
2204,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2205,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2206,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2207,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2208,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2209,Water,Water,Shrubland,NULL,Non_Wetland,Water
2210,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2211,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2212,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2213,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2214,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2215,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2216,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2217,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2218,Water,Water,Shrubland,Water,Non_Wetland,NULL
2219,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2220,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2221,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2222,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2223,Water,Water,Shrubland,Water,Non_Wetland,Water
2224,Water,Water,Shrubland,Water,Non_Wetland,Forest
2225,Water,Water,Grassland,NULL,Non_Wetland,NULL
2226,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2227,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2228,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2229,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2230,Water,Water,Grassland,NULL,Non_Wetland,Water
2231,Water,Water,Grassland,NULL,Non_Wetland,Forest
2232,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2233,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2234,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2235,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2236,Water,Water,Grassland,Water,Non_Wetland,Grassland
2237,Water,Water,Grassland,Water,Non_Wetland,Cropland
2238,Water,Water,Grassland,Water,Non_Wetland,Wetland
2239,Water,Water,Grassland,Water,Non_Wetland,Bareland
2240,Water,Water,Grassland,Water,Non_Wetland,Water
2241,Water,Water,Grassland,Water,Non_Wetland,Forest
2242,Water,Water,Cropland,NULL,Non_Wetland,NULL
2243,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2244,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2245,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2246,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2247,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2248,Water,Water,Cropland,NULL,Non_Wetland,Water
2249,Water,Water,Cropland,NULL,Non_Wetland,Forest
2250,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
2251,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2252,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2253,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2254,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2255,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2256,Water,Water,Cropland,Water,Non_Wetland,NULL
2257,Water,Water,Cropland,Water,Non_Wetland,Grassland
2258,Water,Water,Cropland,Water,Non_Wetland,Cropland
2259,Water,Water,Cropland,Water,Non_Wetland,Wetland
2260,Water,Water,Cropland,Water,Non_Wetland,Bareland
2261,Water,Water,Cropland,Water,Non_Wetland,Water
2262,Water,Water,Cropland,Water,Non_Wetland,Forest
2263,Water,Water,Wetland,NULL,Wetland,NULL
2264,Water,Water,Wetland,NULL,Wetland,Grassland
2265,Water,Water,Wetland,NULL,Wetland,Cropland
2266,Water,Water,Wetland,NULL,Wetland,Wetland
2267,Water,Water,Wetland,NULL,Wetland,Bareland
2268,Water,Water,Wetland,NULL,Wetland,Water
2269,Water,Water,Wetland,NULL,Wetland,Forest
2270,Water,Water,Wetland,Non_Water,Wetland,NULL
2271,Water,Water,Wetland,Non_Water,Wetland,Grassland
2272,Water,Water,Wetland,Non_Water,Wetland,Cropland
2273,Water,Water,Wetland,Non_Water,Wetland,Wetland
2274,Water,Water,Wetland,Non_Water,Wetland,Bareland
2275,Water,Water,Wetland,Non_Water,Wetland,Water
2276,Water,Water,Wetland,Non_Water,Wetland,Forest
2277,Water,Water,Wetland,Water,Wetland,NULL
2278,Water,Water,Wetland,Water,Wetland,Grassland
2279,Water,Water,Wetland,Water,Wetland,Cropland
2280,Water,Water,Wetland,Water,Wetland,Wetland
2281,Water,Water,Wetland,Water,Wetland,Bareland
2282,Water,Water,Wetland,Water,Wetland,Water
2283,Water,Water,Wetland,Water,Wetland,Forest
2284,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2285,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2286,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
2287,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
2288,Water,Water,Bareland,NULL,Non_Wetland,NULL
2289,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2290,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2291,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2292,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2293,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2294,Water,Water,Bareland,NULL,Non_Wetland,Water
2295,Water,Water,Bareland,NULL,Non_Wetland,Forest
2296,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2297,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2298,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2299,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2300,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2301,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2302,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2303,Water,Water,Bareland,Water,Non_Wetland,NULL
2304,Water,Water,Bareland,Water,Non_Wetland,Grassland
2305,Water,Water,Bareland,Water,Non_Wetland,Cropland
2306,Water,Water,Bareland,Water,Non_Wetland,Wetland
2307,Water,Water,Bareland,Water,Non_Wetland,Bareland
2308,Water,Water,Bareland,Water,Non_Wetland,Water
2309,Water,Water,Bareland,Water,Non_Wetland,Forest
2310,Water,Water,Built-up,NULL,Non_Wetland,NULL
2311,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2312,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2313,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2314,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2315,Water,Water,Built-up,NULL,Non_Wetland,Water
2316,Water,Water,Built-up,NULL,Non_Wetland,Forest
2317,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
2318,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2319,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2320,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2321,Water,Water,Built-up,Water,Non_Wetland,NULL
2322,Water,Water,Built-up,Water,Non_Wetland,Grassland
2323,Water,Water,Built-up,Water,Non_Wetland,Cropland
2324,Water,Water,Built-up,Water,Non_Wetland,Wetland
2325,Water,Water,Built-up,Water,Non_Wetland,Bareland
2326,Water,Water,Built-up,Water,Non_Wetland,Water
2327,Water,Water,Built-up,Water,Non_Wetland,Forest
2328,Water,Water,Water,NULL,Water,NULL
2329,Water,Water,Water,NULL,Water,Grassland
2330,Water,Water,Water,NULL,Water,Cropland
2331,Water,Water,Water,NULL,Water,Wetland
2332,Water,Water,Water,NULL,Water,Bareland
2333,Water,Water,Water,NULL,Water,Water
2334,Water,Water,Water,NULL,Water,Forest
2335,Water,Water,Water,Non_Water,Water,Cropland
2336,Water,Water,Water,Non_Water,Water,Wetland
2337,Water,Water,Water,Non_Water,Water,Bareland
2338,Water,Water,Water,Non_Water,Water,Water
2339,Water,Water,Water,Non_Water,Water,Forest
2340,Water,Water,Water,Water,Water,NULL
2341,Water,Water,Water,Water,Water,Grassland
2342,Water,Water,Water,Water,Water,Cropland
2343,Water,Water,Water,Water,Water,Wetland
2344,Water,Water,Water,Water,Water,Bareland
2345,Water,Water,Water,Water,Water,Water
2346,Water,Water,Water,Water,Water,Forest
2347,Water,Water,Forest,NULL,Non_Wetland,NULL
2348,Water,Water,Forest,NULL,Non_Wetland,Grassland
2349,Water,Water,Forest,NULL,Non_Wetland,Cropland
2350,Water,Water,Forest,NULL,Non_Wetland,Wetland
2351,Water,Water,Forest,NULL,Non_Wetland,Bareland
2352,Water,Water,Forest,NULL,Non_Wetland,Water
2353,Water,Water,Forest,NULL,Non_Wetland,Forest
2354,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2355,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2356,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2357,Water,Water,Forest,Non_Water,Non_Wetland,Water
2358,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2359,Water,Water,Forest,Water,Non_Wetland,NULL
2360,Water,Water,Forest,Water,Non_Wetland,Grassland
2361,Water,Water,Forest,Water,Non_Wetland,Cropland
2362,Water,Water,Forest,Water,Non_Wetland,Wetland
2363,Water,Water,Forest,Water,Non_Wetland,Water
2364,Water,Water,Forest,Water,Non_Wetland,Forest
2365,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2366,Water,Forest,NULL,NULL,Non_Wetland,Cropland
2367,Water,Forest,NULL,NULL,Non_Wetland,Wetland
2368,Water,Forest,NULL,NULL,Non_Wetland,Forest
2369,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
2370,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2371,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2372,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2373,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2374,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2375,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2376,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2377,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2378,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2379,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
2380,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
2381,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2382,Water,Forest,Wetland,NULL,Wetland,Wetland
2383,Water,Forest,Wetland,NULL,Wetland,Forest
2384,Water,Forest,Wetland,Non_Water,Wetland,Forest
2385,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2386,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
2387,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2388,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2389,Water,Forest,Water,NULL,Water,Grassland
2390,Water,Forest,Water,NULL,Water,Forest
2391,Water,Forest,Water,Non_Water,Water,Wetland
2392,Water,Forest,Water,Water,Water,Forest
2393,Water,Forest,Forest,NULL,Non_Wetland,NULL
2394,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2395,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2396,Water,Forest,Forest,NULL,Non_Wetland,Forest
2397,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
2398,Water,Forest,Forest,Water,Non_Wetland,Forest
2399,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2400,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Built-up
2401,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Built-up
2402,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland
2403,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2404,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2405,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2406,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2407,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2408,Forest,NULL,NULL,NULL,Non_Wetland,Water
2409,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2410,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2411,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2412,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2413,Forest,NULL,NULL,Water,Non_Wetland,NULL
2414,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2415,Forest,NULL,NULL,Water,Non_Wetland,Forest
2416,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2417,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2418,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2419,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2420,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2421,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2422,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2423,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2424,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2425,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2426,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2427,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2428,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2429,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2430,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2431,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2432,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2433,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2434,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2435,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2436,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2437,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2438,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2439,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2441,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2442,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2443,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2444,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2445,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2446,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2447,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2450,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2451,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2452,Forest,NULL,Wetland,NULL,Wetland,NULL
2453,Forest,NULL,Wetland,NULL,Wetland,Grassland
2454,Forest,NULL,Wetland,NULL,Wetland,Cropland
2455,Forest,NULL,Wetland,NULL,Wetland,Wetland
2456,Forest,NULL,Wetland,NULL,Wetland,Forest
2457,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2458,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2459,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2460,Forest,NULL,Wetland,Water,Wetland,NULL
2461,Forest,NULL,Wetland,Water,Wetland,Cropland
2462,Forest,NULL,Wetland,Water,Wetland,Wetland
2463,Forest,NULL,Wetland,Water,Wetland,Water
2464,Forest,NULL,Wetland,Water,Wetland,Forest
2465,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2466,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2467,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2468,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2469,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2470,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2471,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2472,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2473,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2474,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2475,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2476,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2477,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2478,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2479,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2480,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2481,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2482,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2483,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2484,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2485,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2486,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2487,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2488,Forest,NULL,Built-up,NULL,Non_Wetland,Water
2489,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2490,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2491,Forest,NULL,Built-up,Water,Non_Wetland,NULL
2492,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2493,Forest,NULL,Built-up,Water,Non_Wetland,Cropland
2494,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2495,Forest,NULL,Water,NULL,Water,NULL
2496,Forest,NULL,Water,NULL,Water,Grassland
2497,Forest,NULL,Water,NULL,Water,Cropland
2498,Forest,NULL,Water,NULL,Water,Water
2499,Forest,NULL,Water,NULL,Water,Forest
2500,Forest,NULL,Water,Non_Water,Water,Wetland
2501,Forest,NULL,Water,Water,Water,Grassland
2502,Forest,NULL,Water,Water,Water,Wetland
2503,Forest,NULL,Water,Water,Water,Water
2504,Forest,NULL,Water,Water,Water,Forest
2505,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2506,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2507,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2508,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2509,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2510,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2511,Forest,NULL,Forest,NULL,Non_Wetland,Water
2512,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2513,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2514,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2515,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2516,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2517,Forest,NULL,Forest,Water,Non_Wetland,NULL
2518,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2519,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2520,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2521,Forest,NULL,Forest,Water,Non_Wetland,Water
2522,Forest,NULL,Forest,Water,Non_Wetland,Forest
2523,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2524,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2525,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2526,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2527,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2528,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2529,Forest,Cropland,NULL,NULL,Non_Wetland,Water
2530,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2531,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2532,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2533,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2534,Forest,Cropland,NULL,Water,Non_Wetland,NULL
2535,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2536,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2537,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
2538,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2539,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2540,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2541,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2542,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2543,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2544,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2545,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2546,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2547,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2548,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2549,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2550,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2551,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2552,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2553,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2554,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2555,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2556,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2557,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2558,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2559,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2560,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2561,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2562,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2563,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2564,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2565,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2566,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2567,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2568,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2569,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
