Value,AFRICA_2024_DynamicWorld_2024_37PEL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEL_M_R,AFRICA_2024_GSW_Yearly_2021_37PEL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEL_M_R,AFRICA_2024_WorldCover_2021_37PEL_M_R
2114,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2115,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2116,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2117,Forest,Cropland,Wetland,NULL,Wetland,Forest
2118,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2119,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2120,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2121,Forest,Cropland,Wetland,Water,Wetland,NULL
2122,Forest,Cropland,Wetland,Water,Wetland,Grassland
2123,Forest,Cropland,Wetland,Water,Wetland,Cropland
2124,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2125,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2126,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2127,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2128,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2129,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2130,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2131,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2132,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2133,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2134,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2135,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2136,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2137,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2138,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2139,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2140,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2141,Forest,Cropland,Bareland,Water,Non_Wetland,NULL
2142,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2143,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2144,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2145,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2146,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2147,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2148,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2149,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
2150,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2151,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2152,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2153,Forest,Cropland,Built-up,Water,Non_Wetland,Grassland
2154,Forest,Cropland,Water,NULL,Water,NULL
2155,Forest,Cropland,Water,NULL,Water,Grassland
2156,Forest,Cropland,Water,NULL,Water,Forest
2157,Forest,Cropland,Water,Water,Water,Grassland
2158,Forest,Cropland,Water,Water,Water,Forest
2159,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2160,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2161,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2162,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2163,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2164,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2165,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2166,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2167,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2168,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2169,Forest,Cropland,Forest,Water,Non_Wetland,NULL
2170,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2171,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2172,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2173,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2174,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2175,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2176,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2177,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2178,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2179,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2180,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2181,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2182,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2183,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2184,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
2185,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2186,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2187,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2188,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2189,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
2190,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2191,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2192,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2193,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2194,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
2195,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2196,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2197,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2204,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2205,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2206,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2207,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2208,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2209,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2210,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2211,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2212,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2213,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2214,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2215,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2216,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2217,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2218,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2219,Forest,Built-up,Wetland,NULL,Wetland,NULL
2220,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2221,Forest,Built-up,Wetland,NULL,Wetland,Forest
2222,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2223,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2224,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2225,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2226,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2227,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2228,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2229,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
2230,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2231,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2232,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2233,Forest,Built-up,Bareland,Water,Non_Wetland,Grassland
2234,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2235,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2236,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2237,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2238,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2239,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2240,Forest,Built-up,Water,NULL,Water,Grassland
2241,Forest,Built-up,Water,Water,Water,Grassland
2242,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2243,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2244,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2245,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2246,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2247,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2248,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2249,Forest,Water,NULL,NULL,Non_Wetland,NULL
2250,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2251,Forest,Water,NULL,NULL,Non_Wetland,Cropland
2252,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2253,Forest,Water,NULL,NULL,Non_Wetland,Forest
2254,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2255,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2256,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2257,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2258,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2259,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2260,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2261,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2262,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL
2263,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2264,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2265,Forest,Water,Grassland,Water,Non_Wetland,Cropland
2266,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2267,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2268,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2269,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2270,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2271,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
2272,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2273,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2274,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2275,Forest,Water,Cropland,Water,Non_Wetland,Cropland
2276,Forest,Water,Wetland,NULL,Wetland,NULL
2277,Forest,Water,Wetland,NULL,Wetland,Wetland
2278,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2279,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2280,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2281,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2282,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2283,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2284,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
2285,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2286,Forest,Water,Built-up,NULL,Non_Wetland,NULL
2287,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2288,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2289,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2290,Forest,Water,Water,NULL,Water,Grassland
2291,Forest,Water,Water,NULL,Water,Forest
2292,Forest,Water,Forest,NULL,Non_Wetland,NULL
2293,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2294,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2295,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2296,Forest,Water,Forest,NULL,Non_Wetland,Forest
2297,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2298,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2299,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2300,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2301,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2302,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2303,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2304,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2305,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2306,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2307,Forest,Forest,NULL,Water,Non_Wetland,Forest
2308,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2309,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2310,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2311,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2312,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2313,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2314,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2315,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2316,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2317,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2318,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2319,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2320,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2321,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2322,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2323,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2324,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2325,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2326,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2327,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2328,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2329,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2330,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2331,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2332,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2333,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2334,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2335,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2336,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2337,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2338,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2339,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2340,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2341,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2342,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2343,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2344,Forest,Forest,Wetland,NULL,Wetland,NULL
2345,Forest,Forest,Wetland,NULL,Wetland,Grassland
2346,Forest,Forest,Wetland,NULL,Wetland,Wetland
2347,Forest,Forest,Wetland,NULL,Wetland,Bareland
2348,Forest,Forest,Wetland,NULL,Wetland,Forest
2349,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2350,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2351,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2352,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2353,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2354,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2355,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2356,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2357,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2358,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2359,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2360,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2361,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2362,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2363,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2364,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2365,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2366,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2367,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2368,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2369,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2370,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2371,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2372,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2373,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2374,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2375,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2376,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2377,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2378,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2379,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2380,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
2381,Forest,Forest,Water,NULL,Water,NULL
2382,Forest,Forest,Water,NULL,Water,Grassland
2383,Forest,Forest,Water,NULL,Water,Forest
2384,Forest,Forest,Water,Water,Water,NULL
2385,Forest,Forest,Water,Water,Water,Grassland
2386,Forest,Forest,Water,Water,Water,Forest
2387,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2388,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2389,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2390,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2391,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2392,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2393,Forest,Forest,Forest,NULL,Non_Wetland,Water
2394,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2395,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2396,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2397,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2398,Forest,Forest,Forest,Water,Non_Wetland,NULL
2399,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2400,Forest,Forest,Forest,Water,Non_Wetland,Forest
