Value,AFRICA_2024_DynamicWorld_2024_35PRL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRL_M_R,AFRICA_2024_GSW_Yearly_2021_35PRL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRL_M_R,AFRICA_2024_WorldCover_2021_35PRL_M_R
2172,Forest,Water,Water,Water,Water,Wetland
2173,Forest,Water,Water,Water,Water,Water
2174,Forest,Water,Water,Water,Water,Forest
2175,Forest,Water,Forest,NULL,Non_Wetland,NULL
2176,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2177,Forest,Water,Forest,NULL,Non_Wetland,Forest
2178,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2179,Forest,Water,Forest,Water,Non_Wetland,Grassland
2180,Forest,Water,Forest,Water,Non_Wetland,Wetland
2181,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2182,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2183,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2184,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2185,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2186,Forest,Forest,NULL,Water,Non_Wetland,Water
2187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2188,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2189,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2190,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2191,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2192,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2194,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2195,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2196,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2197,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2198,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2199,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2200,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2201,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2202,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2203,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2204,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2205,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2206,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2207,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2208,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2209,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2210,Forest,Forest,Wetland,NULL,Wetland,NULL
2211,Forest,Forest,Wetland,NULL,Wetland,Grassland
2212,Forest,Forest,Wetland,NULL,Wetland,Wetland
2213,Forest,Forest,Wetland,NULL,Wetland,Water
2214,Forest,Forest,Wetland,NULL,Wetland,Forest
2215,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2216,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2217,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2218,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2219,Forest,Forest,Wetland,Water,Wetland,Wetland
2220,Forest,Forest,Wetland,Water,Wetland,Water
2221,Forest,Forest,Wetland,Water,Wetland,Forest
2222,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2223,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2224,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2225,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2226,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2227,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2228,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2229,Forest,Forest,Water,NULL,Water,NULL
2230,Forest,Forest,Water,NULL,Water,Grassland
2231,Forest,Forest,Water,NULL,Water,Wetland
2232,Forest,Forest,Water,NULL,Water,Water
2233,Forest,Forest,Water,NULL,Water,Forest
2234,Forest,Forest,Water,Non_Water,Water,Water
2235,Forest,Forest,Water,Water,Water,NULL
2236,Forest,Forest,Water,Water,Water,Grassland
2237,Forest,Forest,Water,Water,Water,Wetland
2238,Forest,Forest,Water,Water,Water,Water
2239,Forest,Forest,Water,Water,Water,Forest
2240,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2241,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2242,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2243,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2244,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2245,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2246,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2247,Forest,Forest,Forest,Water,Non_Wetland,NULL
2248,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2249,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2250,Forest,Forest,Forest,Water,Non_Wetland,Water
2251,Forest,Forest,Forest,Water,Non_Wetland,Forest
