Value,AFRICA_2024_DynamicWorld_2024_37PDM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDM_M_R,AFRICA_2024_GSW_Yearly_2021_37PDM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDM_M_R,AFRICA_2024_WorldCover_2021_37PDM_M_R
2125,Forest,Cropland,Water,NULL,Water,Grassland
2126,Forest,Cropland,Water,NULL,Water,Cropland
2127,Forest,Cropland,Water,NULL,Water,Bareland
2128,Forest,Cropland,Water,NULL,Water,Forest
2129,Forest,Cropland,Water,Water,Water,Grassland
2130,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2131,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2132,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2133,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2134,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2135,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2136,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2137,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2138,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2139,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2140,Forest,Cropland,Forest,Water,Non_Wetland,NULL
2141,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2142,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2143,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2144,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2145,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2146,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2147,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
2148,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2149,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2150,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
2151,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2152,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2153,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2154,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2155,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2156,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2157,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
2158,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2159,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2160,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2166,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2167,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2168,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2169,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2170,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2171,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2172,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2173,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2174,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2175,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2176,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2177,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2178,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2179,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2180,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2181,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2182,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2183,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2184,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2185,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2186,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2187,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2188,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2189,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2190,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2191,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2192,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2193,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2194,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2195,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2196,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2197,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2198,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2199,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2200,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2201,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2202,Forest,Water,NULL,NULL,Non_Wetland,NULL
2203,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2204,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2205,Forest,Water,NULL,NULL,Non_Wetland,Forest
2206,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2207,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2208,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2209,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2210,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2211,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2212,Forest,Water,Shrubland,Water,Non_Wetland,NULL
2213,Forest,Water,Shrubland,Water,Non_Wetland,Water
2214,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2215,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2216,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2217,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2218,Forest,Water,Grassland,NULL,Non_Wetland,Water
2219,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2220,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
2221,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2222,Forest,Water,Grassland,Water,Non_Wetland,Forest
2223,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2224,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2225,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2226,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2227,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2228,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2229,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2230,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2231,Forest,Water,Cropland,Water,Non_Wetland,Bareland
2232,Forest,Water,Cropland,Water,Non_Wetland,Forest
2233,Forest,Water,Wetland,NULL,Wetland,NULL
2234,Forest,Water,Wetland,NULL,Wetland,Water
2235,Forest,Water,Wetland,NULL,Wetland,Forest
2236,Forest,Water,Wetland,Non_Water,Wetland,Forest
2237,Forest,Water,Wetland,Water,Wetland,NULL
2238,Forest,Water,Wetland,Water,Wetland,Cropland
2239,Forest,Water,Wetland,Water,Wetland,Bareland
2240,Forest,Water,Wetland,Water,Wetland,Water
2241,Forest,Water,Wetland,Water,Wetland,Forest
2242,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2243,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2244,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2245,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2246,Forest,Water,Bareland,NULL,Non_Wetland,Water
2247,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2248,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2249,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
2250,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2251,Forest,Water,Bareland,Water,Non_Wetland,NULL
2252,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2253,Forest,Water,Bareland,Water,Non_Wetland,Cropland
2254,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2255,Forest,Water,Bareland,Water,Non_Wetland,Water
2256,Forest,Water,Bareland,Water,Non_Wetland,Forest
2257,Forest,Water,Built-up,NULL,Non_Wetland,NULL
2258,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2259,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2260,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2261,Forest,Water,Built-up,Non_Water,Non_Wetland,Cropland
2262,Forest,Water,Water,Water,Water,Water
2263,Forest,Water,Water,Water,Water,Forest
2264,Forest,Water,Forest,NULL,Non_Wetland,NULL
2265,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2266,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2267,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2268,Forest,Water,Forest,NULL,Non_Wetland,Water
2269,Forest,Water,Forest,NULL,Non_Wetland,Forest
2270,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2271,Forest,Water,Forest,Water,Non_Wetland,NULL
2272,Forest,Water,Forest,Water,Non_Wetland,Water
2273,Forest,Water,Forest,Water,Non_Wetland,Forest
2274,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2275,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2276,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2277,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2278,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2279,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2280,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2281,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2282,Forest,Forest,NULL,Water,Non_Wetland,NULL
2283,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2284,Forest,Forest,NULL,Water,Non_Wetland,Forest
2285,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2286,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2287,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2288,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2289,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2290,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2291,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2295,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2296,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2297,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2298,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2299,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2300,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2301,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2302,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2303,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2304,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2305,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2306,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2307,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2308,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2309,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2310,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2311,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2312,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2313,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2314,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2315,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2316,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2317,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2318,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2319,Forest,Forest,Wetland,NULL,Wetland,NULL
2320,Forest,Forest,Wetland,NULL,Wetland,Grassland
2321,Forest,Forest,Wetland,NULL,Wetland,Cropland
2322,Forest,Forest,Wetland,NULL,Wetland,Forest
2323,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2324,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2325,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2326,Forest,Forest,Wetland,Water,Wetland,NULL
2327,Forest,Forest,Wetland,Water,Wetland,Forest
2328,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2329,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2330,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2331,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2332,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2333,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2334,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2335,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2336,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2337,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2338,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2339,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2340,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2341,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2342,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2343,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2344,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2345,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2346,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2347,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2348,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2349,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2350,Forest,Forest,Built-up,Water,Non_Wetland,NULL
2351,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2352,Forest,Forest,Water,NULL,Water,NULL
2353,Forest,Forest,Water,NULL,Water,Grassland
2354,Forest,Forest,Water,NULL,Water,Forest
2355,Forest,Forest,Water,Water,Water,Grassland
2356,Forest,Forest,Water,Water,Water,Forest
2357,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2358,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2359,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2360,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2361,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2362,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2363,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2364,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2365,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2366,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2367,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2368,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2369,Forest,Forest,Forest,Water,Non_Wetland,NULL
2370,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2371,Forest,Forest,Forest,Water,Non_Wetland,Forest
