Value,AFRICA_2024_DynamicWorld_2024_37NHE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHE_M_R,AFRICA_2024_GSW_Yearly_2021_37NHE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHE_M_R,AFRICA_2024_WorldCover_2021_37NHE_M_R
2129,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2130,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2131,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2132,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2133,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2134,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2135,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2136,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2137,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2138,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2139,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2140,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2141,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2142,Forest,Water,Grassland,Water,Non_Wetland,Cropland
2143,Forest,Water,Grassland,Water,Non_Wetland,Forest
2144,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2145,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2146,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2147,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2148,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2149,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2150,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2151,Forest,Water,Cropland,Water,Non_Wetland,Cropland
2152,Forest,Water,Cropland,Water,Non_Wetland,Forest
2153,Forest,Water,Wetland,NULL,Wetland,Forest
2154,Forest,Water,Wetland,Water,Wetland,Forest
2155,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2156,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2157,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2158,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2159,Forest,Water,Bareland,Water,Non_Wetland,Forest
2160,Forest,Water,Water,NULL,Water,Grassland
2161,Forest,Water,Water,NULL,Water,Cropland
2162,Forest,Water,Water,NULL,Water,Forest
2163,Forest,Water,Water,Non_Water,Water,Forest
2164,Forest,Water,Water,Water,Water,Forest
2165,Forest,Water,Forest,NULL,Non_Wetland,NULL
2166,Forest,Water,Forest,NULL,Non_Wetland,Forest
2167,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2168,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2169,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2170,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2171,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2172,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2173,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2174,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
2175,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2176,Forest,Forest,NULL,Water,Non_Wetland,Forest
2177,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2178,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2179,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2180,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2181,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2182,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2183,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2184,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2185,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2186,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2187,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2188,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2189,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2190,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2191,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2192,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2193,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2194,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2195,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2196,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2197,Forest,Forest,Grassland,Water,Non_Wetland,NULL
2198,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2199,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2200,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2201,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2202,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2203,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2204,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2205,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2206,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2207,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2208,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2209,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2210,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2211,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2212,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2213,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2214,Forest,Forest,Wetland,NULL,Wetland,NULL
2215,Forest,Forest,Wetland,NULL,Wetland,Grassland
2216,Forest,Forest,Wetland,NULL,Wetland,Cropland
2217,Forest,Forest,Wetland,NULL,Wetland,Forest
2218,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2219,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2220,Forest,Forest,Wetland,Water,Wetland,Cropland
2221,Forest,Forest,Wetland,Water,Wetland,Forest
2222,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2223,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2224,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2225,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2226,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2227,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2228,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2229,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2230,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2231,Forest,Forest,Water,NULL,Water,Forest
2232,Forest,Forest,Water,Non_Water,Water,Forest
2233,Forest,Forest,Water,Water,Water,Forest
2234,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2235,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2236,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2237,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2238,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2239,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2240,Forest,Forest,Forest,Water,Non_Wetland,Forest
