Value,AFRICA_2024_DynamicWorld_2024_37PBN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,AFRICA_2024_WorldCover_2021_37PBN_M_R
2140,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2141,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2142,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2143,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2144,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2145,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2146,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2147,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
2148,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2149,Forest,Cropland,Built-up,Water,Non_Wetland,Forest
2150,Forest,Cropland,Water,NULL,Water,Grassland
2151,Forest,Cropland,Water,NULL,Water,Cropland
2152,Forest,Cropland,Water,NULL,Water,Water
2153,Forest,Cropland,Water,NULL,Water,Forest
2154,Forest,Cropland,Water,Non_Water,Water,Cropland
2155,Forest,Cropland,Water,Water,Water,Cropland
2156,Forest,Cropland,Water,Water,Water,Wetland
2157,Forest,Cropland,Water,Water,Water,Water
2158,Forest,Cropland,Water,Water,Water,Forest
2159,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2160,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2161,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2162,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2163,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2164,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2165,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2166,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2167,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2168,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2169,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2170,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2171,Forest,Cropland,Forest,Water,Non_Wetland,NULL
2172,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2173,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2174,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2175,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2176,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2177,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2178,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2179,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2180,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2181,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2182,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2183,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2184,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2185,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2186,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2187,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2188,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2189,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2190,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2191,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2192,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2193,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2194,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2195,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2196,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2197,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2198,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2199,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2200,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2201,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2202,Forest,Wetland,Wetland,Water,Wetland,Cropland
2203,Forest,Wetland,Wetland,Water,Wetland,Wetland
2204,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2205,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2206,Forest,Wetland,Water,NULL,Water,Wetland
2207,Forest,Wetland,Water,NULL,Water,Water
2208,Forest,Wetland,Water,Non_Water,Water,Wetland
2209,Forest,Wetland,Water,Water,Water,Cropland
2210,Forest,Wetland,Water,Water,Water,Wetland
2211,Forest,Wetland,Water,Water,Water,Water
2212,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2213,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2214,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2215,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2216,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2217,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2218,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2219,Forest,Wetland,Forest,Water,Non_Wetland,Water
2220,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2221,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2222,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2223,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2224,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2225,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2226,Forest,Built-up,NULL,Water,Non_Wetland,Forest
2227,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2228,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2229,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2230,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2231,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2232,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2233,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up
2234,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2235,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2236,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2237,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2238,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2239,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2240,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2241,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2242,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2243,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2244,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2245,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2246,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
2247,Forest,Built-up,Wetland,NULL,Wetland,NULL
2248,Forest,Built-up,Wetland,NULL,Wetland,Cropland
2249,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2250,Forest,Built-up,Wetland,NULL,Wetland,Forest
2251,Forest,Built-up,Wetland,Water,Wetland,Cropland
2252,Forest,Built-up,Wetland,Water,Wetland,Forest
2253,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2254,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2255,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2256,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2257,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2258,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2259,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2260,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2261,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2262,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2263,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2264,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2265,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2266,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2267,Forest,Water,NULL,NULL,Non_Wetland,NULL
2268,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2269,Forest,Water,NULL,NULL,Non_Wetland,Cropland
2270,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2271,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2272,Forest,Water,NULL,NULL,Non_Wetland,Forest
2273,Forest,Water,NULL,Water,Non_Wetland,Water
2274,Forest,Water,NULL,Water,Non_Wetland,Forest
2275,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2276,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2277,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2278,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2279,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2280,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2281,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2282,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2283,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2284,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2285,Forest,Water,Shrubland,Water,Non_Wetland,NULL
2286,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2287,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2288,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2289,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2290,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2291,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2292,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2293,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
2294,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2295,Forest,Water,Grassland,Water,Non_Wetland,Cropland
2296,Forest,Water,Grassland,Water,Non_Wetland,Forest
2297,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2298,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2299,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2300,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
2301,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2302,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2303,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2304,Forest,Water,Cropland,Water,Non_Wetland,Cropland
2305,Forest,Water,Cropland,Water,Non_Wetland,Forest
2306,Forest,Water,Wetland,NULL,Wetland,NULL
2307,Forest,Water,Wetland,NULL,Wetland,Cropland
2308,Forest,Water,Wetland,NULL,Wetland,Wetland
2309,Forest,Water,Wetland,NULL,Wetland,Bareland
2310,Forest,Water,Wetland,NULL,Wetland,Forest
2311,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2312,Forest,Water,Wetland,Non_Water,Wetland,Forest
2313,Forest,Water,Wetland,Water,Wetland,Grassland
2314,Forest,Water,Wetland,Water,Wetland,Cropland
2315,Forest,Water,Wetland,Water,Wetland,Wetland
2316,Forest,Water,Wetland,Water,Wetland,Water
2317,Forest,Water,Wetland,Water,Wetland,Forest
2318,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2319,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2320,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2321,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2322,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
2323,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2324,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2325,Forest,Water,Bareland,NULL,Non_Wetland,Water
2326,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2327,Forest,Water,Bareland,Non_Water,Non_Wetland,Cropland
2328,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2329,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2330,Forest,Water,Bareland,Water,Non_Wetland,NULL
2331,Forest,Water,Bareland,Water,Non_Wetland,Cropland
2332,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2333,Forest,Water,Bareland,Water,Non_Wetland,Water
2334,Forest,Water,Bareland,Water,Non_Wetland,Forest
2335,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2336,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2337,Forest,Water,Built-up,NULL,Non_Wetland,Water
2338,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2339,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2340,Forest,Water,Built-up,Water,Non_Wetland,Forest
2341,Forest,Water,Water,NULL,Water,Wetland
2342,Forest,Water,Water,NULL,Water,Forest
2343,Forest,Water,Water,Non_Water,Water,Forest
2344,Forest,Water,Water,Water,Water,Wetland
2345,Forest,Water,Water,Water,Water,Water
2346,Forest,Water,Water,Water,Water,Forest
2347,Forest,Water,Forest,NULL,Non_Wetland,NULL
2348,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2349,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2350,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2351,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2352,Forest,Water,Forest,NULL,Non_Wetland,Water
2353,Forest,Water,Forest,NULL,Non_Wetland,Forest
2354,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2355,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2356,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2357,Forest,Water,Forest,Water,Non_Wetland,NULL
2358,Forest,Water,Forest,Water,Non_Wetland,Cropland
2359,Forest,Water,Forest,Water,Non_Wetland,Wetland
2360,Forest,Water,Forest,Water,Non_Wetland,Water
2361,Forest,Water,Forest,Water,Non_Wetland,Forest
2362,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2363,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2364,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2365,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2366,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2367,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2368,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2369,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2370,Forest,Forest,NULL,Water,Non_Wetland,Forest
2371,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2372,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2373,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2374,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2375,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2376,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2377,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2378,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2379,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2380,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2381,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2382,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2383,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2384,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2385,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2386,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2387,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2388,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2389,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2390,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2391,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2392,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
2393,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2394,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2395,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2396,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2397,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2398,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2399,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2400,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2401,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2402,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2403,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2404,Forest,Forest,Wetland,NULL,Wetland,NULL
2405,Forest,Forest,Wetland,NULL,Wetland,Grassland
2406,Forest,Forest,Wetland,NULL,Wetland,Cropland
2407,Forest,Forest,Wetland,NULL,Wetland,Wetland
2408,Forest,Forest,Wetland,NULL,Wetland,Forest
2409,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2410,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2411,Forest,Forest,Wetland,Water,Wetland,Wetland
2412,Forest,Forest,Wetland,Water,Wetland,Water
2413,Forest,Forest,Wetland,Water,Wetland,Forest
2414,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2415,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2416,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2417,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2418,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2419,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2420,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2421,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2422,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2423,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2424,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2425,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2426,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2427,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2428,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2429,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2430,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2431,Forest,Forest,Water,NULL,Water,NULL
2432,Forest,Forest,Water,NULL,Water,Grassland
2433,Forest,Forest,Water,NULL,Water,Wetland
2434,Forest,Forest,Water,NULL,Water,Forest
2435,Forest,Forest,Water,Water,Water,Grassland
2436,Forest,Forest,Water,Water,Water,Wetland
2437,Forest,Forest,Water,Water,Water,Water
2438,Forest,Forest,Water,Water,Water,Forest
2439,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2440,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2441,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2442,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2443,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2444,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2445,Forest,Forest,Forest,NULL,Non_Wetland,Water
2446,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2447,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2448,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2449,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2450,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2451,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2452,Forest,Forest,Forest,Water,Non_Wetland,NULL
2453,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2454,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2455,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2456,Forest,Forest,Forest,Water,Non_Wetland,Forest
