Value,AFRICA_2024_DynamicWorld_2024_36PVU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,AFRICA_2024_WorldCover_2021_36PVU_M_R
2107,Water,Water,Wetland,Water,Wetland,Forest
2108,Water,Water,Bareland,NULL,Non_Wetland,NULL
2109,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2110,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2111,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2112,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2113,Water,Water,Bareland,NULL,Non_Wetland,Water
2114,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2115,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2116,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2117,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2118,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2119,Water,Water,Bareland,Water,Non_Wetland,Grassland
2120,Water,Water,Bareland,Water,Non_Wetland,Cropland
2121,Water,Water,Bareland,Water,Non_Wetland,Wetland
2122,Water,Water,Bareland,Water,Non_Wetland,Bareland
2123,Water,Water,Bareland,Water,Non_Wetland,Water
2124,Water,Water,Bareland,Water,Non_Wetland,Forest
2125,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2126,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2127,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2128,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2129,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2130,Water,Water,Built-up,Water,Non_Wetland,Grassland
2131,Water,Water,Built-up,Water,Non_Wetland,Bareland
2132,Water,Water,Water,NULL,Water,Grassland
2133,Water,Water,Water,NULL,Water,Cropland
2134,Water,Water,Water,NULL,Water,Wetland
2135,Water,Water,Water,NULL,Water,Bareland
2136,Water,Water,Water,NULL,Water,Water
2137,Water,Water,Water,NULL,Water,Forest
2138,Water,Water,Water,Non_Water,Water,Grassland
2139,Water,Water,Water,Non_Water,Water,Cropland
2140,Water,Water,Water,Non_Water,Water,Wetland
2141,Water,Water,Water,Non_Water,Water,Water
2142,Water,Water,Water,Non_Water,Water,Forest
2143,Water,Water,Water,Water,Water,Grassland
2144,Water,Water,Water,Water,Water,Cropland
2145,Water,Water,Water,Water,Water,Wetland
2146,Water,Water,Water,Water,Water,Bareland
2147,Water,Water,Water,Water,Water,Water
2148,Water,Water,Water,Water,Water,Forest
2149,Water,Water,Forest,NULL,Non_Wetland,NULL
2150,Water,Water,Forest,NULL,Non_Wetland,Grassland
2151,Water,Water,Forest,NULL,Non_Wetland,Cropland
2152,Water,Water,Forest,NULL,Non_Wetland,Wetland
2153,Water,Water,Forest,NULL,Non_Wetland,Water
2154,Water,Water,Forest,NULL,Non_Wetland,Forest
2155,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2156,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2157,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2158,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2159,Water,Water,Forest,Non_Water,Non_Wetland,Water
2160,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2161,Water,Water,Forest,Water,Non_Wetland,NULL
2162,Water,Water,Forest,Water,Non_Wetland,Grassland
2163,Water,Water,Forest,Water,Non_Wetland,Cropland
2164,Water,Water,Forest,Water,Non_Wetland,Wetland
2165,Water,Water,Forest,Water,Non_Wetland,Water
2166,Water,Water,Forest,Water,Non_Wetland,Forest
2167,Water,Forest,Wetland,NULL,Wetland,NULL
2168,Water,Forest,Wetland,NULL,Wetland,Cropland
2169,Water,Forest,Wetland,NULL,Wetland,Wetland
2170,Water,Forest,Wetland,NULL,Wetland,Forest
2171,Water,Forest,Wetland,Non_Water,Wetland,Cropland
2172,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2173,Water,Forest,Wetland,Non_Water,Wetland,Forest
2174,Water,Forest,Wetland,Water,Wetland,Forest
2175,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2176,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2177,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2178,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2179,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2180,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2181,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2182,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
2183,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2184,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2185,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2186,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2187,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2188,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2189,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2190,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2191,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2192,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2193,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2194,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2195,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2196,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2197,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2198,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2199,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2200,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2201,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2202,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2203,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2204,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2205,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2206,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2207,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2208,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2209,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2210,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2211,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2212,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2213,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2214,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2215,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2216,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2217,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2218,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2219,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2220,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2221,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2222,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2223,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2224,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2225,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2226,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2227,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2228,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2229,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2230,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2231,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2232,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2233,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2234,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2235,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2236,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2237,Forest,NULL,Wetland,NULL,Wetland,NULL
2238,Forest,NULL,Wetland,NULL,Wetland,Grassland
2239,Forest,NULL,Wetland,NULL,Wetland,Cropland
2240,Forest,NULL,Wetland,NULL,Wetland,Wetland
2241,Forest,NULL,Wetland,NULL,Wetland,Forest
2242,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2243,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2244,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2245,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2246,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2247,Forest,NULL,Wetland,Water,Wetland,Cropland
2248,Forest,NULL,Wetland,Water,Wetland,Wetland
2249,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2250,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2251,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2252,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2253,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2254,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2255,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2256,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2257,Forest,NULL,Water,Water,Water,Wetland
2258,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2259,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2260,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2261,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2262,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2263,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2264,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2265,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2266,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2267,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2268,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2269,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2270,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2271,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2272,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2273,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2274,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2275,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2276,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2277,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2282,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2283,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2284,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2285,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2286,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2287,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2288,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2289,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2290,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2291,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2292,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2293,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2294,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2295,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2296,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2297,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2298,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2299,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2300,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2301,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2302,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2303,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2304,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2305,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2306,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2307,Forest,Cropland,Wetland,NULL,Wetland,NULL
2308,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2309,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2310,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2311,Forest,Cropland,Wetland,NULL,Wetland,Forest
2312,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2313,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2314,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2315,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2316,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2317,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2318,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2319,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2320,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2321,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2322,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2323,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2324,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2325,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
2326,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2327,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2328,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
2329,Forest,Wetland,NULL,Non_Water,Non_Wetland,Cropland
2330,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2331,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2332,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
2333,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2334,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2335,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2336,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2337,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2338,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2339,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2340,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2341,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2342,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2343,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2344,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2345,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2346,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2347,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
2348,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2349,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2350,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2351,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2352,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2353,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2354,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
2355,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2356,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2357,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2358,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2359,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
2360,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2361,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2362,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2363,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2364,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2365,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
2366,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2367,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2368,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2369,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2370,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2371,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2372,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2373,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2374,Forest,Wetland,Wetland,NULL,Wetland,NULL
2375,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2376,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2377,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2378,Forest,Wetland,Wetland,NULL,Wetland,Water
2379,Forest,Wetland,Wetland,NULL,Wetland,Forest
2380,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2381,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2382,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
2383,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2384,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2385,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2386,Forest,Wetland,Wetland,Water,Wetland,Grassland
2387,Forest,Wetland,Wetland,Water,Wetland,Cropland
2388,Forest,Wetland,Wetland,Water,Wetland,Wetland
2389,Forest,Wetland,Wetland,Water,Wetland,Water
2390,Forest,Wetland,Wetland,Water,Wetland,Forest
2391,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2392,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2393,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL
2394,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2395,Forest,Wetland,Built-up,NULL,Non_Wetland,Cropland
2396,Forest,Wetland,Water,NULL,Water,Wetland
2397,Forest,Wetland,Water,NULL,Water,Forest
2398,Forest,Wetland,Water,Non_Water,Water,Wetland
2399,Forest,Wetland,Water,Non_Water,Water,Water
2400,Forest,Wetland,Water,Non_Water,Water,Forest
2401,Forest,Wetland,Water,Water,Water,Wetland
2402,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2403,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2404,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2405,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2406,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2407,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
2408,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2409,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2410,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2411,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2412,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2413,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
2414,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2415,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2416,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2417,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2418,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2419,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2424,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2425,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2426,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2427,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2428,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2429,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2430,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2431,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2432,Forest,Built-up,Wetland,NULL,Wetland,NULL
2433,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2434,Forest,Built-up,Wetland,NULL,Wetland,Cropland
2435,Forest,Built-up,Wetland,NULL,Wetland,Forest
2436,Forest,Built-up,Wetland,Non_Water,Wetland,Cropland
2437,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2438,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2439,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2440,Forest,Water,NULL,NULL,Non_Wetland,NULL
2441,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2442,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2443,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2444,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2445,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2446,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2447,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2448,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2449,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2450,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2451,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2452,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2453,Forest,Water,Wetland,NULL,Wetland,NULL
2454,Forest,Water,Wetland,NULL,Wetland,Cropland
2455,Forest,Water,Wetland,NULL,Wetland,Wetland
2456,Forest,Water,Wetland,NULL,Wetland,Forest
2457,Forest,Water,Wetland,Non_Water,Wetland,NULL
2458,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2459,Forest,Water,Wetland,Non_Water,Wetland,Forest
2460,Forest,Water,Wetland,Water,Wetland,Wetland
2461,Forest,Water,Wetland,Water,Wetland,Forest
2462,Forest,Water,Water,NULL,Water,Grassland
2463,Forest,Water,Water,Non_Water,Water,Forest
2464,Forest,Water,Forest,NULL,Non_Wetland,NULL
2465,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2466,Forest,Water,Forest,NULL,Non_Wetland,Forest
2467,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2468,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2469,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2470,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2471,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2472,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
2473,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2474,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2475,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2476,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2477,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2478,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2479,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2483,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2484,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2485,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2486,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2487,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2488,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2489,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2490,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2491,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2492,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2493,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2494,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2495,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2496,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2497,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2498,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2499,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2500,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2501,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2502,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2503,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2504,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2505,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2506,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2507,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2508,Forest,Forest,Wetland,NULL,Wetland,NULL
2509,Forest,Forest,Wetland,NULL,Wetland,Grassland
2510,Forest,Forest,Wetland,NULL,Wetland,Cropland
2511,Forest,Forest,Wetland,NULL,Wetland,Wetland
2512,Forest,Forest,Wetland,NULL,Wetland,Forest
2513,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2514,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2515,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2516,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2517,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2518,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2519,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2520,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2521,Forest,Forest,Water,NULL,Water,Forest
2522,Forest,Forest,Water,Non_Water,Water,Forest
2523,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2524,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2525,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2526,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2527,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2528,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2529,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2530,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2531,Forest,Forest,Forest,Water,Non_Wetland,Grassland
