Value,AFRICA_2024_DynamicWorld_2024_36NZL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R,AFRICA_2024_GSW_Yearly_2021_36NZL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R,AFRICA_2024_WorldCover_2021_36NZL_M_R
1295,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1296,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1297,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1298,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1299,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1300,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1301,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1302,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1303,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
1304,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1305,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1306,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1307,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1308,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1309,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1310,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1311,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1312,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1313,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1314,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1315,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1316,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1317,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1318,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1319,Cropland,Water,Grassland,Water,Non_Wetland,NULL
1320,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1321,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1322,Cropland,Water,Grassland,Water,Non_Wetland,Forest
1323,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1324,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1325,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1326,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1327,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1328,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1329,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1330,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1331,Cropland,Water,Wetland,NULL,Wetland,Forest
1332,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1333,Cropland,Water,Wetland,Water,Wetland,Grassland
1334,Cropland,Water,Wetland,Water,Wetland,Forest
1335,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1336,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1337,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1338,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
1339,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1340,Cropland,Water,Bareland,Water,Non_Wetland,Forest
1341,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1342,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
1343,Cropland,Water,Water,NULL,Water,Forest
1344,Cropland,Water,Water,Non_Water,Water,Forest
1345,Cropland,Water,Water,Water,Water,Forest
1346,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1347,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1348,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1349,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1350,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1351,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1352,Cropland,Water,Forest,Water,Non_Wetland,Forest
1353,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1354,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1355,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1356,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1357,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
1358,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1359,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
1360,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1361,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
1362,Cropland,Forest,NULL,Water,Non_Wetland,Forest
1363,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1364,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1365,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1366,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1367,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1368,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1369,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1370,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1371,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1372,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1373,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1374,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1375,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
1376,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1377,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1378,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1379,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1380,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1381,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1382,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1383,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1384,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
1385,Cropland,Forest,Grassland,Water,Non_Wetland,Wetland
1386,Cropland,Forest,Grassland,Water,Non_Wetland,Bareland
1387,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
1388,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1389,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1390,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1391,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1392,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1393,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1394,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1395,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1396,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1397,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
1398,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
1399,Cropland,Forest,Wetland,NULL,Wetland,NULL
1400,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1401,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1402,Cropland,Forest,Wetland,NULL,Wetland,Forest
1403,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1404,Cropland,Forest,Wetland,Water,Wetland,Wetland
1405,Cropland,Forest,Wetland,Water,Wetland,Forest
1406,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1407,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1408,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1409,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1410,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1411,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1412,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1413,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1414,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
1415,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1416,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1417,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1418,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1419,Cropland,Forest,Built-up,Water,Non_Wetland,Forest
1420,Cropland,Forest,Water,Non_Water,Water,Forest
1421,Cropland,Forest,Water,Water,Water,Grassland
1422,Cropland,Forest,Water,Water,Water,Forest
1423,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1424,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1425,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1426,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1427,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1428,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1429,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1430,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
1431,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1432,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1433,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1434,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
1435,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1436,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1437,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1438,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1439,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1440,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1441,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1442,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1443,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1444,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1445,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
1446,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1447,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1448,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1449,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1450,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1451,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1454,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1455,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1456,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1457,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1458,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1459,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1460,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1461,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1462,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1463,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1464,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1465,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1466,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1467,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1468,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1469,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1470,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1471,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1472,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1473,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1474,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1475,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1476,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1477,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1478,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1479,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
1480,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1481,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1482,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1483,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1484,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1485,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1486,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1487,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1488,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1489,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1490,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1491,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1492,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1493,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1494,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1495,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1496,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1497,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1498,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1499,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1500,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1501,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1502,Wetland,NULL,Wetland,NULL,Wetland,NULL
1503,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1504,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1505,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1506,Wetland,NULL,Wetland,NULL,Wetland,Forest
1507,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1508,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1509,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1510,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1511,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1512,Wetland,NULL,Wetland,Water,Wetland,Grassland
1513,Wetland,NULL,Wetland,Water,Wetland,Cropland
1514,Wetland,NULL,Wetland,Water,Wetland,Wetland
1515,Wetland,NULL,Wetland,Water,Wetland,Forest
1516,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1517,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1518,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1519,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1520,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1521,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1522,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1523,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1524,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1525,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1526,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1527,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1528,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
1529,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1530,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1531,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1532,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1533,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1534,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1535,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1536,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1537,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1538,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1539,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1540,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1541,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1542,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1543,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1544,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1545,Wetland,NULL,Water,NULL,Water,Wetland
1546,Wetland,NULL,Water,NULL,Water,Bareland
1547,Wetland,NULL,Water,NULL,Water,Forest
1548,Wetland,NULL,Water,Non_Water,Water,Cropland
1549,Wetland,NULL,Water,Water,Water,Grassland
1550,Wetland,NULL,Water,Water,Water,Wetland
1551,Wetland,NULL,Water,Water,Water,Bareland
1552,Wetland,NULL,Water,Water,Water,Water
1553,Wetland,NULL,Water,Water,Water,Forest
1554,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1555,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1556,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1557,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1558,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1559,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1560,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1561,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1562,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1563,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1564,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1565,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1566,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1567,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1568,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1569,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1570,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1571,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1572,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1573,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1574,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1575,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1576,Wetland,Cropland,NULL,Water,Non_Wetland,NULL
1577,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1578,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1579,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1580,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1581,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1582,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1583,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1584,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1585,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1586,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1587,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1588,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1589,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1590,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
1591,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1592,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1593,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1594,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1595,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1596,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1597,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1598,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1599,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1600,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1601,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1602,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1603,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1604,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1605,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
1606,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1607,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1608,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1609,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1610,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1611,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1612,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1613,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1614,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1615,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1616,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1617,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1618,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
1619,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1620,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1621,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1622,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1623,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1624,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1625,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1626,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
1627,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1628,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1629,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1630,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1631,Wetland,Cropland,Wetland,Water,Wetland,NULL
1632,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1633,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1634,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1635,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1636,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1637,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1638,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1639,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1640,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1641,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1642,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1643,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1644,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1645,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL
1646,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1647,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1648,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1649,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1650,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1651,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1652,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1653,Wetland,Cropland,Water,Water,Water,Wetland
1654,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1655,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1656,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1657,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1658,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1659,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1660,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1661,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1662,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1663,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1664,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
1665,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1666,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1667,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1668,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1669,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1670,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
1671,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1672,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1673,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1674,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1675,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1676,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1677,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
1678,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1679,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1680,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1681,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1682,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1683,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1684,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1685,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1686,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1687,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1688,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1689,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1690,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1691,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1692,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1693,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1694,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1695,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1696,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1697,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1698,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1699,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
