Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
1421,Cropland,Cropland,Wetland,NULL,Wetland,NULL
1422,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1423,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1424,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1425,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
1426,Cropland,Cropland,Wetland,NULL,Wetland,Water
1427,Cropland,Cropland,Wetland,NULL,Wetland,Forest
1428,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
1429,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1430,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1431,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1432,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1433,Cropland,Cropland,Wetland,Water,Wetland,NULL
1434,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1435,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1436,Cropland,Cropland,Wetland,Water,Wetland,Wetland
1437,Cropland,Cropland,Wetland,Water,Wetland,Bareland
1438,Cropland,Cropland,Wetland,Water,Wetland,Water
1439,Cropland,Cropland,Wetland,Water,Wetland,Forest
1440,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1441,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1442,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1443,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1444,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1445,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1446,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1447,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Water
1448,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1449,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1450,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1451,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1452,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1453,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1454,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1455,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1456,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1457,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1458,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1459,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1460,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1461,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1462,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1463,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
1464,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1465,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1466,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
1467,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1468,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
1469,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1470,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1471,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1472,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1473,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1474,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1475,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1476,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1477,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1478,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1479,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1480,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
1481,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
1482,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
1483,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
1484,Cropland,Cropland,Water,NULL,Water,NULL
1485,Cropland,Cropland,Water,NULL,Water,Cropland
1486,Cropland,Cropland,Water,Non_Water,Water,Cropland
1487,Cropland,Cropland,Water,Non_Water,Water,Wetland
1488,Cropland,Cropland,Water,Water,Water,Water
1489,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1490,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1491,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1492,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1493,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1494,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1495,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1496,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1497,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1498,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1499,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1500,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Built-up
1501,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1502,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
1503,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
1504,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
1505,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
1506,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1507,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
1508,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
1509,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
1510,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
1511,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
1512,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
1513,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1514,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1515,Cropland,Wetland,NULL,Water,Non_Wetland,Cropland
1516,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
1517,Cropland,Wetland,NULL,Water,Non_Wetland,Bareland
1518,Cropland,Wetland,NULL,Water,Non_Wetland,Water
1519,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1520,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1521,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1522,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1523,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1524,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1525,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1526,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1527,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL
1528,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1529,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1530,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1531,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1532,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
1533,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
1534,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
1535,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1536,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1537,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1538,Cropland,Wetland,Grassland,NULL,Non_Wetland,Water
1539,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
1540,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1541,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1542,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
1543,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
1544,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
1545,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
1546,Cropland,Wetland,Grassland,Water,Non_Wetland,Forest
1547,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
1548,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1549,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1550,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1551,Cropland,Wetland,Cropland,NULL,Non_Wetland,Water
1552,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1553,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1554,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1555,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1556,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1557,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1558,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1559,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
1560,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1561,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1562,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
1563,Cropland,Wetland,Cropland,Water,Non_Wetland,Water
1564,Cropland,Wetland,Cropland,Water,Non_Wetland,Forest
1565,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1566,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1567,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1568,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1569,Cropland,Wetland,Wetland,NULL,Wetland,Forest
1570,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
1571,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1572,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1573,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
1574,Cropland,Wetland,Wetland,Water,Wetland,Cropland
1575,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1576,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1577,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1578,Cropland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1579,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1580,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1581,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1582,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
1583,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1584,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1585,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1586,Cropland,Wetland,Bareland,Water,Non_Wetland,Grassland
1587,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1588,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
1589,Cropland,Wetland,Bareland,Water,Non_Wetland,Bareland
1590,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
1591,Cropland,Wetland,Bareland,Water,Non_Wetland,Forest
1592,Cropland,Wetland,Built-up,Water,Non_Wetland,Wetland
1593,Cropland,Wetland,Water,NULL,Water,Bareland
1594,Cropland,Wetland,Water,Water,Water,Water
1595,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1596,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1597,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1598,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1599,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
1600,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1601,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1602,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
1603,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1604,Cropland,Wetland,Forest,Water,Non_Wetland,Water
1605,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
1606,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1607,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1608,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1609,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1610,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1611,Cropland,Bareland,Water,Water,Water,Wetland
1612,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1613,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1614,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1615,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1616,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1617,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1618,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1619,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL
1620,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Grassland
1621,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Cropland
1622,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1623,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1624,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1625,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1626,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1627,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1628,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1629,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1630,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1631,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
1632,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1633,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1634,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1635,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1636,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1637,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1638,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1639,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1640,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1641,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1642,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1643,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1644,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1645,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1646,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1647,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1648,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1649,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1650,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1651,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1652,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
1653,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1654,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1655,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1656,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1657,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1658,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1659,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1660,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1661,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1662,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1663,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1664,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1665,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1666,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1667,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1668,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1669,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1670,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1671,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1672,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1673,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1674,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1675,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1676,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1677,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL
1678,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1679,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1680,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1681,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1682,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1683,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
1684,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1685,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1686,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1687,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1688,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1689,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1690,Cropland,Water,Shrubland,Water,Non_Wetland,Water
1691,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1692,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1693,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1694,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1695,Cropland,Water,Grassland,NULL,Non_Wetland,Water
1696,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
1697,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1698,Cropland,Water,Grassland,Water,Non_Wetland,Water
1699,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1700,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1701,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1702,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1703,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1704,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
1705,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1706,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1707,Cropland,Water,Wetland,NULL,Wetland,Grassland
1708,Cropland,Water,Wetland,NULL,Wetland,Forest
1709,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1710,Cropland,Water,Wetland,Non_Water,Wetland,Forest
1711,Cropland,Water,Wetland,Water,Wetland,Grassland
1712,Cropland,Water,Wetland,Water,Wetland,Cropland
1713,Cropland,Water,Wetland,Water,Wetland,Wetland
1714,Cropland,Water,Wetland,Water,Wetland,Forest
1715,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1716,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1717,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1718,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1719,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1720,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1721,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1722,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1723,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
1724,Cropland,Water,Water,NULL,Water,NULL
1725,Cropland,Water,Water,NULL,Water,Cropland
1726,Cropland,Water,Water,Water,Water,Cropland
1727,Cropland,Water,Water,Water,Water,Forest
1728,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1729,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1730,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1731,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1732,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1733,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
1734,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1735,Cropland,Water,Forest,Water,Non_Wetland,NULL
1736,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1737,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1738,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1739,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1740,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
1741,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1742,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL
1743,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1744,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1745,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1746,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
1747,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1748,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1749,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1750,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1751,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1752,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1753,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1754,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1755,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1756,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1757,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1758,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1759,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
1760,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1761,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1762,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1763,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1764,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1765,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1766,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1767,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1768,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1769,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1770,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1771,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1772,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1773,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1774,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1775,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1776,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1777,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1778,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1779,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1780,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1781,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
1782,Cropland,Forest,Wetland,NULL,Wetland,NULL
1783,Cropland,Forest,Wetland,NULL,Wetland,Grassland
1784,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1785,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1786,Cropland,Forest,Wetland,NULL,Wetland,Forest
1787,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1788,Cropland,Forest,Wetland,Water,Wetland,NULL
1789,Cropland,Forest,Wetland,Water,Wetland,Wetland
1790,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1791,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1792,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1793,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1794,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1795,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1796,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1797,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1798,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL
1799,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1800,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1801,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1802,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1803,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1804,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1805,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
1806,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1807,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL
1808,Cropland,Forest,Water,Water,Water,Wetland
1809,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1810,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1811,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1812,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1813,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1814,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
