Value,AFRICA_2024_DynamicWorld_2024_37NDH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDH_M_R,AFRICA_2024_GSW_Yearly_2021_37NDH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDH_M_R,AFRICA_2024_WorldCover_2021_37NDH_M_R
2101,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2102,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
2103,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2104,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2105,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2106,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2107,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
2108,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2109,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
2110,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
2111,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL
2112,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2113,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2114,Water,Wetland,Cropland,Water,Non_Wetland,NULL
2115,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2116,Water,Wetland,Wetland,NULL,Wetland,NULL
2117,Water,Wetland,Wetland,NULL,Wetland,Wetland
2118,Water,Wetland,Wetland,NULL,Wetland,Forest
2119,Water,Wetland,Wetland,Non_Water,Wetland,NULL
2120,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2121,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2122,Water,Wetland,Wetland,Water,Wetland,Cropland
2123,Water,Wetland,Wetland,Water,Wetland,Wetland
2124,Water,Wetland,Wetland,Water,Wetland,Water
2125,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2126,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
2127,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2128,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
2129,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
2130,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2131,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2132,Water,Wetland,Bareland,Water,Non_Wetland,Water
2133,Water,Wetland,Water,NULL,Water,Wetland
2134,Water,Wetland,Water,NULL,Water,Bareland
2135,Water,Wetland,Water,NULL,Water,Water
2136,Water,Wetland,Water,Non_Water,Water,Wetland
2137,Water,Wetland,Water,Water,Water,NULL
2138,Water,Wetland,Water,Water,Water,Cropland
2139,Water,Wetland,Water,Water,Water,Wetland
2140,Water,Wetland,Water,Water,Water,Bareland
2141,Water,Wetland,Water,Water,Water,Water
2142,Water,Wetland,Water,Water,Water,Forest
2143,Water,Wetland,Forest,NULL,Non_Wetland,NULL
2144,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2145,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
2146,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2147,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2148,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
2149,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2150,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2151,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2152,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2153,Water,Wetland,Forest,Water,Non_Wetland,NULL
2154,Water,Wetland,Forest,Water,Non_Wetland,Cropland
2155,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2156,Water,Wetland,Forest,Water,Non_Wetland,Water
2157,Water,Wetland,Forest,Water,Non_Wetland,Forest
2158,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2159,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2160,Water,Built-up,NULL,NULL,Non_Wetland,NULL
2161,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
2162,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
2163,Water,Built-up,NULL,NULL,Non_Wetland,Forest
2164,Water,Built-up,NULL,Water,Non_Wetland,NULL
2165,Water,Built-up,NULL,Water,Non_Wetland,Grassland
2166,Water,Built-up,NULL,Water,Non_Wetland,Forest
2167,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
2168,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2169,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2170,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2171,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2172,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2173,Water,Built-up,Shrubland,Water,Non_Wetland,NULL
2174,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
2175,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
2176,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2177,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2178,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2179,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2180,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
2181,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2182,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2183,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
2184,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2185,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2186,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2187,Water,Built-up,Cropland,Water,Non_Wetland,NULL
2188,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
2189,Water,Built-up,Cropland,Water,Non_Wetland,Forest
2190,Water,Built-up,Wetland,NULL,Wetland,Cropland
2191,Water,Built-up,Wetland,NULL,Wetland,Wetland
2192,Water,Built-up,Wetland,NULL,Wetland,Water
2193,Water,Built-up,Wetland,NULL,Wetland,Forest
2194,Water,Built-up,Wetland,Water,Wetland,Bareland
2195,Water,Built-up,Wetland,Water,Wetland,Water
2196,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2197,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2198,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2199,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
2200,Water,Built-up,Bareland,NULL,Non_Wetland,Water
2201,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2202,Water,Built-up,Bareland,Water,Non_Wetland,Water
2203,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2204,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2205,Water,Built-up,Water,NULL,Water,Grassland
2206,Water,Built-up,Water,NULL,Water,Wetland
2207,Water,Built-up,Water,NULL,Water,Bareland
2208,Water,Built-up,Water,NULL,Water,Forest
2209,Water,Built-up,Water,Water,Water,NULL
2210,Water,Built-up,Water,Water,Water,Grassland
2211,Water,Built-up,Water,Water,Water,Wetland
2212,Water,Built-up,Water,Water,Water,Bareland
2213,Water,Built-up,Water,Water,Water,Water
2214,Water,Built-up,Water,Water,Water,Forest
2215,Water,Built-up,Forest,NULL,Non_Wetland,NULL
2216,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2217,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2218,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
2219,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2220,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
2221,Water,Built-up,Forest,Water,Non_Wetland,Cropland
2222,Water,Built-up,Forest,Water,Non_Wetland,Forest
2223,Water,Water,NULL,NULL,Non_Wetland,NULL
2224,Water,Water,NULL,NULL,Non_Wetland,Grassland
2225,Water,Water,NULL,NULL,Non_Wetland,Cropland
2226,Water,Water,NULL,NULL,Non_Wetland,Wetland
2227,Water,Water,NULL,NULL,Non_Wetland,Bareland
2228,Water,Water,NULL,NULL,Non_Wetland,Water
2229,Water,Water,NULL,NULL,Non_Wetland,Forest
2230,Water,Water,NULL,Non_Water,Non_Wetland,NULL
2231,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2232,Water,Water,NULL,Water,Non_Wetland,NULL
2233,Water,Water,NULL,Water,Non_Wetland,Wetland
2234,Water,Water,NULL,Water,Non_Wetland,Bareland
2235,Water,Water,NULL,Water,Non_Wetland,Water
2236,Water,Water,NULL,Water,Non_Wetland,Forest
2237,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2238,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2239,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2240,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2241,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2242,Water,Water,Shrubland,NULL,Non_Wetland,Water
2243,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2244,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2245,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2246,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2247,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2248,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2249,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2250,Water,Water,Shrubland,Water,Non_Wetland,NULL
2251,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2252,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2253,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2254,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2255,Water,Water,Shrubland,Water,Non_Wetland,Water
2256,Water,Water,Shrubland,Water,Non_Wetland,Forest
2257,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2258,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2259,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2260,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2261,Water,Water,Grassland,NULL,Non_Wetland,Water
2262,Water,Water,Grassland,NULL,Non_Wetland,Forest
2263,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2264,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2265,Water,Water,Grassland,Water,Non_Wetland,NULL
2266,Water,Water,Grassland,Water,Non_Wetland,Grassland
2267,Water,Water,Grassland,Water,Non_Wetland,Cropland
2268,Water,Water,Grassland,Water,Non_Wetland,Wetland
2269,Water,Water,Grassland,Water,Non_Wetland,Water
2270,Water,Water,Cropland,NULL,Non_Wetland,NULL
2271,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2272,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2273,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2274,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2275,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2276,Water,Water,Cropland,NULL,Non_Wetland,Water
2277,Water,Water,Cropland,NULL,Non_Wetland,Forest
2278,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
2279,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2280,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2281,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2282,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2283,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2284,Water,Water,Cropland,Water,Non_Wetland,NULL
2285,Water,Water,Cropland,Water,Non_Wetland,Grassland
2286,Water,Water,Cropland,Water,Non_Wetland,Cropland
2287,Water,Water,Cropland,Water,Non_Wetland,Wetland
2288,Water,Water,Cropland,Water,Non_Wetland,Bareland
2289,Water,Water,Cropland,Water,Non_Wetland,Water
2290,Water,Water,Cropland,Water,Non_Wetland,Forest
2291,Water,Water,Wetland,NULL,Wetland,NULL
2292,Water,Water,Wetland,NULL,Wetland,Grassland
2293,Water,Water,Wetland,NULL,Wetland,Cropland
2294,Water,Water,Wetland,NULL,Wetland,Wetland
2295,Water,Water,Wetland,NULL,Wetland,Bareland
2296,Water,Water,Wetland,NULL,Wetland,Water
2297,Water,Water,Wetland,NULL,Wetland,Forest
2298,Water,Water,Wetland,Non_Water,Wetland,NULL
2299,Water,Water,Wetland,Non_Water,Wetland,Cropland
2300,Water,Water,Wetland,Non_Water,Wetland,Wetland
2301,Water,Water,Wetland,Non_Water,Wetland,Bareland
2302,Water,Water,Wetland,Non_Water,Wetland,Water
2303,Water,Water,Wetland,Non_Water,Wetland,Forest
2304,Water,Water,Wetland,Water,Wetland,NULL
2305,Water,Water,Wetland,Water,Wetland,Grassland
2306,Water,Water,Wetland,Water,Wetland,Cropland
2307,Water,Water,Wetland,Water,Wetland,Wetland
2308,Water,Water,Wetland,Water,Wetland,Bareland
2309,Water,Water,Wetland,Water,Wetland,Water
2310,Water,Water,Wetland,Water,Wetland,Forest
2311,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2312,Water,Water,Bareland,NULL,Non_Wetland,NULL
2313,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2314,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2315,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2316,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2317,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2318,Water,Water,Bareland,NULL,Non_Wetland,Water
2319,Water,Water,Bareland,NULL,Non_Wetland,Forest
2320,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2321,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2322,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2323,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2324,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2325,Water,Water,Bareland,Water,Non_Wetland,NULL
2326,Water,Water,Bareland,Water,Non_Wetland,Grassland
2327,Water,Water,Bareland,Water,Non_Wetland,Cropland
2328,Water,Water,Bareland,Water,Non_Wetland,Wetland
2329,Water,Water,Bareland,Water,Non_Wetland,Bareland
2330,Water,Water,Bareland,Water,Non_Wetland,Water
2331,Water,Water,Bareland,Water,Non_Wetland,Forest
2332,Water,Water,Built-up,NULL,Non_Wetland,NULL
2333,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2334,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2335,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2336,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2337,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2338,Water,Water,Built-up,NULL,Non_Wetland,Water
2339,Water,Water,Built-up,NULL,Non_Wetland,Forest
2340,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2341,Water,Water,Built-up,Water,Non_Wetland,Wetland
2342,Water,Water,Built-up,Water,Non_Wetland,Water
2343,Water,Water,Water,NULL,Water,NULL
2344,Water,Water,Water,NULL,Water,Grassland
2345,Water,Water,Water,NULL,Water,Cropland
2346,Water,Water,Water,NULL,Water,Wetland
2347,Water,Water,Water,NULL,Water,Bareland
2348,Water,Water,Water,NULL,Water,Water
2349,Water,Water,Water,NULL,Water,Forest
2350,Water,Water,Water,Non_Water,Water,Grassland
2351,Water,Water,Water,Non_Water,Water,Cropland
2352,Water,Water,Water,Non_Water,Water,Wetland
2353,Water,Water,Water,Non_Water,Water,Bareland
2354,Water,Water,Water,Non_Water,Water,Water
2355,Water,Water,Water,Non_Water,Water,Forest
2356,Water,Water,Water,Water,Water,NULL
2357,Water,Water,Water,Water,Water,Grassland
2358,Water,Water,Water,Water,Water,Cropland
2359,Water,Water,Water,Water,Water,Wetland
2360,Water,Water,Water,Water,Water,Bareland
2361,Water,Water,Water,Water,Water,Water
2362,Water,Water,Water,Water,Water,Forest
2363,Water,Water,Forest,NULL,Non_Wetland,NULL
2364,Water,Water,Forest,NULL,Non_Wetland,Grassland
2365,Water,Water,Forest,NULL,Non_Wetland,Cropland
2366,Water,Water,Forest,NULL,Non_Wetland,Wetland
2367,Water,Water,Forest,NULL,Non_Wetland,Bareland
2368,Water,Water,Forest,NULL,Non_Wetland,Water
2369,Water,Water,Forest,NULL,Non_Wetland,Forest
2370,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2371,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2372,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2373,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2374,Water,Water,Forest,Non_Water,Non_Wetland,Water
2375,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2376,Water,Water,Forest,Water,Non_Wetland,NULL
2377,Water,Water,Forest,Water,Non_Wetland,Grassland
2378,Water,Water,Forest,Water,Non_Wetland,Cropland
2379,Water,Water,Forest,Water,Non_Wetland,Wetland
2380,Water,Water,Forest,Water,Non_Wetland,Bareland
2381,Water,Water,Forest,Water,Non_Wetland,Water
2382,Water,Water,Forest,Water,Non_Wetland,Forest
2383,Water,Forest,NULL,NULL,Non_Wetland,NULL
2384,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2385,Water,Forest,NULL,NULL,Non_Wetland,Forest
2386,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
2387,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2388,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
2389,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2390,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2391,Water,Forest,Forest,NULL,Non_Wetland,NULL
2392,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2393,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2394,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2395,Water,Forest,Forest,NULL,Non_Wetland,Forest
2396,Water,Forest,Forest,Water,Non_Wetland,Water
2397,Water,Forest,Forest,Water,Non_Wetland,Forest
2398,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2399,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2400,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2401,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2402,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2403,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2404,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2405,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2406,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2407,Forest,NULL,NULL,Water,Non_Wetland,Wetland
2408,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2409,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2410,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2411,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2412,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2413,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2414,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2415,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2418,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2419,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2420,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2421,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2422,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2423,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2424,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2425,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2426,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2427,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2428,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2429,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2430,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2431,Forest,NULL,Grassland,Water,Non_Wetland,Water
2432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2433,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2434,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2435,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2436,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2437,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2438,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2439,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2440,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2441,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2442,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2443,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2444,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2445,Forest,NULL,Cropland,Water,Non_Wetland,Water
2446,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2447,Forest,NULL,Wetland,NULL,Wetland,NULL
2448,Forest,NULL,Wetland,NULL,Wetland,Grassland
2449,Forest,NULL,Wetland,NULL,Wetland,Cropland
2450,Forest,NULL,Wetland,NULL,Wetland,Wetland
2451,Forest,NULL,Wetland,NULL,Wetland,Forest
2452,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2453,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2454,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2455,Forest,NULL,Wetland,Water,Wetland,Wetland
2456,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2457,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2458,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2459,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2460,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2461,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2462,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2463,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2464,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2465,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2466,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2467,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2468,Forest,NULL,Bareland,Water,Non_Wetland,Water
2469,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2470,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2471,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2472,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2473,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2474,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2475,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2476,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2477,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
2478,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2479,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2480,Forest,NULL,Water,NULL,Water,Wetland
2481,Forest,NULL,Water,Water,Water,Wetland
2482,Forest,NULL,Water,Water,Water,Water
2483,Forest,NULL,Water,Water,Water,Forest
2484,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2485,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2486,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2487,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2488,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2489,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2490,Forest,NULL,Forest,NULL,Non_Wetland,Water
2491,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2492,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2493,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2494,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2495,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2496,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2497,Forest,NULL,Forest,Water,Non_Wetland,NULL
2498,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2499,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2500,Forest,NULL,Forest,Water,Non_Wetland,Water
2501,Forest,NULL,Forest,Water,Non_Wetland,Forest
2502,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2503,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2504,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2505,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2506,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2507,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2508,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2509,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2510,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2511,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2515,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2516,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2517,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2518,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2519,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2520,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2521,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2522,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2523,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2524,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2525,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2526,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2527,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2528,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2529,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2530,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2531,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2532,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2533,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2534,Forest,Cropland,Wetland,NULL,Wetland,NULL
2535,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2536,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2537,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2538,Forest,Cropland,Wetland,NULL,Wetland,Forest
2539,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2540,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2541,Forest,Cropland,Wetland,Water,Wetland,Wetland
2542,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2543,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2544,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2545,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2546,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2547,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
