Value,AFRICA_2024_DynamicWorld_2024_36PXT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,AFRICA_2024_WorldCover_2021_36PXT_M_R
2150,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2151,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2152,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2153,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2154,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2155,Forest,NULL,Forest,Water,Non_Wetland,NULL
2156,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2157,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2158,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2159,Forest,NULL,Forest,Water,Non_Wetland,Water
2160,Forest,NULL,Forest,Water,Non_Wetland,Forest
2161,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2162,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2163,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2164,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2165,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2166,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2167,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2168,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2173,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2174,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2175,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2176,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2177,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2178,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2179,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2180,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2181,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2182,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2183,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2184,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2185,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2186,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2187,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2188,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2189,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2190,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2191,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2192,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2193,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2194,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2195,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2196,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2197,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2198,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2199,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
2200,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2201,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2202,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2203,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2204,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2205,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2206,Forest,Cropland,Wetland,NULL,Wetland,NULL
2207,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2208,Forest,Cropland,Wetland,NULL,Wetland,Water
2209,Forest,Cropland,Wetland,NULL,Wetland,Forest
2210,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2211,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2212,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2213,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2214,Forest,Cropland,Wetland,Water,Wetland,Grassland
2215,Forest,Cropland,Wetland,Water,Wetland,Cropland
2216,Forest,Cropland,Wetland,Water,Wetland,Wetland
2217,Forest,Cropland,Wetland,Water,Wetland,Water
2218,Forest,Cropland,Wetland,Water,Wetland,Forest
2219,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2220,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
2221,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2222,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2223,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2224,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2225,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2226,Forest,Cropland,Water,Water,Water,Grassland
2227,Forest,Cropland,Water,Water,Water,Wetland
2228,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2229,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2230,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2231,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2232,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2233,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2234,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2235,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2236,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2237,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2238,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2239,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2240,Forest,Cropland,Forest,Water,Non_Wetland,Water
2241,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2242,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2243,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2244,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2245,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2246,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2247,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
2248,Forest,Wetland,NULL,Water,Non_Wetland,Water
2249,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2250,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2251,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2252,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2253,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2254,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2255,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2256,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2257,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2258,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2259,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2260,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2261,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2262,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2263,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2264,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2265,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2266,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2267,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
2268,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
2269,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2270,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL
2271,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2272,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
2273,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2274,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2275,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2276,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2277,Forest,Wetland,Cropland,Water,Non_Wetland,Water
2278,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2279,Forest,Wetland,Wetland,NULL,Wetland,NULL
2280,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2281,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2282,Forest,Wetland,Wetland,NULL,Wetland,Water
2283,Forest,Wetland,Wetland,NULL,Wetland,Forest
2284,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2285,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2286,Forest,Wetland,Wetland,Non_Water,Wetland,Cropland
2287,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2288,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2289,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2290,Forest,Wetland,Wetland,Water,Wetland,Grassland
2291,Forest,Wetland,Wetland,Water,Wetland,Cropland
2292,Forest,Wetland,Wetland,Water,Wetland,Wetland
2293,Forest,Wetland,Wetland,Water,Wetland,Water
2294,Forest,Wetland,Wetland,Water,Wetland,Forest
2295,Forest,Wetland,Water,Water,Water,Wetland
2296,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2297,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2298,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2299,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2300,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2301,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
2302,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2303,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2304,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2305,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2306,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2307,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
2308,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2309,Forest,Wetland,Forest,Water,Non_Wetland,Water
2310,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2311,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2312,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2313,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2314,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2315,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2316,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2317,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2318,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2319,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2320,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2321,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2322,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2323,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2324,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2325,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2326,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland
2327,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
2328,Forest,Built-up,Wetland,Water,Wetland,Grassland
2329,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2330,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2331,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2332,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2333,Forest,Water,NULL,NULL,Non_Wetland,Forest
2334,Forest,Water,NULL,Water,Non_Wetland,Forest
2335,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2336,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2337,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2338,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2339,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2340,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2341,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2342,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2343,Forest,Water,Shrubland,Water,Non_Wetland,Water
2344,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2345,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2346,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2347,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2348,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2349,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2350,Forest,Water,Grassland,Water,Non_Wetland,Water
2351,Forest,Water,Grassland,Water,Non_Wetland,Forest
2352,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2353,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2354,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2355,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2356,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2357,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2358,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2359,Forest,Water,Cropland,Water,Non_Wetland,Cropland
2360,Forest,Water,Cropland,Water,Non_Wetland,Wetland
2361,Forest,Water,Cropland,Water,Non_Wetland,Water
2362,Forest,Water,Cropland,Water,Non_Wetland,Forest
2363,Forest,Water,Wetland,NULL,Wetland,Grassland
2364,Forest,Water,Wetland,NULL,Wetland,Forest
2365,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2366,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2367,Forest,Water,Wetland,Non_Water,Wetland,Forest
2368,Forest,Water,Wetland,Water,Wetland,Grassland
2369,Forest,Water,Wetland,Water,Wetland,Cropland
2370,Forest,Water,Wetland,Water,Wetland,Wetland
2371,Forest,Water,Wetland,Water,Wetland,Water
2372,Forest,Water,Wetland,Water,Wetland,Forest
2373,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2374,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2375,Forest,Water,Water,NULL,Water,Grassland
2376,Forest,Water,Water,NULL,Water,Forest
2377,Forest,Water,Water,Non_Water,Water,Forest
2378,Forest,Water,Water,Water,Water,Forest
2379,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2380,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2381,Forest,Water,Forest,NULL,Non_Wetland,Forest
2382,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2383,Forest,Water,Forest,Water,Non_Wetland,Wetland
2384,Forest,Water,Forest,Water,Non_Wetland,Water
2385,Forest,Water,Forest,Water,Non_Wetland,Forest
2386,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2387,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2388,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2389,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2390,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2391,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2392,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2393,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2394,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2395,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2396,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2397,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2398,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2399,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2400,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2401,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2402,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2403,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2404,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2405,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2406,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2407,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2408,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2409,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2410,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2411,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2412,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2413,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2414,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2415,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2416,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2417,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2418,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2419,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2420,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2421,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2422,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2423,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2424,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2425,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2426,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2427,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2428,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2429,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2430,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2431,Forest,Forest,Wetland,NULL,Wetland,NULL
2432,Forest,Forest,Wetland,NULL,Wetland,Grassland
2433,Forest,Forest,Wetland,NULL,Wetland,Cropland
2434,Forest,Forest,Wetland,NULL,Wetland,Wetland
2435,Forest,Forest,Wetland,NULL,Wetland,Forest
2436,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2437,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2438,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2439,Forest,Forest,Wetland,Water,Wetland,Grassland
2440,Forest,Forest,Wetland,Water,Wetland,Cropland
2441,Forest,Forest,Wetland,Water,Wetland,Wetland
2442,Forest,Forest,Wetland,Water,Wetland,Bareland
2443,Forest,Forest,Wetland,Water,Wetland,Water
2444,Forest,Forest,Wetland,Water,Wetland,Forest
2445,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2446,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2447,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2448,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2449,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2450,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2451,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2452,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2453,Forest,Forest,Water,NULL,Water,Grassland
2454,Forest,Forest,Water,NULL,Water,Bareland
2455,Forest,Forest,Water,NULL,Water,Forest
2456,Forest,Forest,Water,Water,Water,Grassland
2457,Forest,Forest,Water,Water,Water,Forest
2458,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2459,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2460,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2461,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2462,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2463,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2464,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2465,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2466,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2467,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2468,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2469,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2470,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2471,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2472,Forest,Forest,Forest,Water,Non_Wetland,Water
2473,Forest,Forest,Forest,Water,Non_Wetland,Forest
