Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
2065,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2066,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2067,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2068,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
2069,Water,NULL,Cropland,Water,Non_Wetland,Grassland
2070,Water,NULL,Cropland,Water,Non_Wetland,Cropland
2071,Water,NULL,Cropland,Water,Non_Wetland,Wetland
2072,Water,NULL,Cropland,Water,Non_Wetland,Bareland
2073,Water,NULL,Cropland,Water,Non_Wetland,Water
2074,Water,NULL,Cropland,Water,Non_Wetland,Forest
2075,Water,NULL,Wetland,NULL,Wetland,Cropland
2076,Water,NULL,Wetland,NULL,Wetland,Wetland
2077,Water,NULL,Wetland,NULL,Wetland,Water
2078,Water,NULL,Wetland,NULL,Wetland,Forest
2079,Water,NULL,Wetland,Non_Water,Wetland,NULL
2080,Water,NULL,Wetland,Non_Water,Wetland,Grassland
2081,Water,NULL,Wetland,Non_Water,Wetland,Cropland
2082,Water,NULL,Wetland,Non_Water,Wetland,Wetland
2083,Water,NULL,Wetland,Non_Water,Wetland,Forest
2084,Water,NULL,Wetland,Water,Wetland,Grassland
2085,Water,NULL,Wetland,Water,Wetland,Cropland
2086,Water,NULL,Wetland,Water,Wetland,Wetland
2087,Water,NULL,Wetland,Water,Wetland,Bareland
2088,Water,NULL,Wetland,Water,Wetland,Water
2089,Water,NULL,Wetland,Water,Wetland,Forest
2090,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
2091,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
2092,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
2093,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
2094,Water,NULL,Bareland,NULL,Non_Wetland,Water
2095,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2096,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2097,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2098,Water,NULL,Bareland,Water,Non_Wetland,Grassland
2099,Water,NULL,Bareland,Water,Non_Wetland,Cropland
2100,Water,NULL,Bareland,Water,Non_Wetland,Wetland
2101,Water,NULL,Bareland,Water,Non_Wetland,Bareland
2102,Water,NULL,Bareland,Water,Non_Wetland,Water
2103,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
2104,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
2105,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
2106,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2107,Water,NULL,Built-up,Water,Non_Wetland,Grassland
2108,Water,NULL,Built-up,Water,Non_Wetland,Bareland
2109,Water,NULL,Water,Non_Water,Water,Cropland
2110,Water,NULL,Water,Non_Water,Water,Wetland
2111,Water,NULL,Forest,NULL,Non_Wetland,NULL
2112,Water,NULL,Forest,NULL,Non_Wetland,Grassland
2113,Water,NULL,Forest,NULL,Non_Wetland,Cropland
2114,Water,NULL,Forest,NULL,Non_Wetland,Wetland
2115,Water,NULL,Forest,NULL,Non_Wetland,Water
2116,Water,NULL,Forest,NULL,Non_Wetland,Forest
2117,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
2118,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
2119,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
2120,Water,NULL,Forest,Non_Water,Non_Wetland,Water
2121,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
2122,Water,NULL,Forest,Water,Non_Wetland,Grassland
2123,Water,NULL,Forest,Water,Non_Wetland,Cropland
2124,Water,NULL,Forest,Water,Non_Wetland,Wetland
2125,Water,NULL,Forest,Water,Non_Wetland,Water
2126,Water,NULL,Forest,Water,Non_Wetland,Forest
2127,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
2128,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
2129,Water,Cropland,NULL,NULL,Non_Wetland,Forest
2130,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2131,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2132,Water,Cropland,NULL,Water,Non_Wetland,Cropland
2133,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
2134,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2135,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2136,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2137,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2138,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
2139,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
2140,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2141,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2142,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2143,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2144,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
2145,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
2146,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
2147,Water,Cropland,Shrubland,Water,Non_Wetland,Water
2148,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
2149,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
2150,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
2151,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
2152,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
2153,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2154,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2155,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2156,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2157,Water,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
2158,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water
2159,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2160,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
2161,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
2162,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
2163,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
2164,Water,Cropland,Grassland,Water,Non_Wetland,Water
2165,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
2166,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
2167,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
2168,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
2169,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
2170,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
2171,Water,Cropland,Cropland,NULL,Non_Wetland,Water
2172,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
2173,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2174,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2175,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2176,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2177,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
2178,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2179,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
2180,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
2181,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
2182,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
2183,Water,Cropland,Cropland,Water,Non_Wetland,Water
2184,Water,Cropland,Cropland,Water,Non_Wetland,Forest
2185,Water,Cropland,Wetland,NULL,Wetland,NULL
2186,Water,Cropland,Wetland,NULL,Wetland,Grassland
2187,Water,Cropland,Wetland,NULL,Wetland,Cropland
2188,Water,Cropland,Wetland,NULL,Wetland,Wetland
2189,Water,Cropland,Wetland,NULL,Wetland,Water
2190,Water,Cropland,Wetland,NULL,Wetland,Forest
2191,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2192,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
2193,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2194,Water,Cropland,Wetland,Non_Water,Wetland,Water
2195,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2196,Water,Cropland,Wetland,Water,Wetland,Grassland
2197,Water,Cropland,Wetland,Water,Wetland,Cropland
2198,Water,Cropland,Wetland,Water,Wetland,Wetland
2199,Water,Cropland,Wetland,Water,Wetland,Bareland
2200,Water,Cropland,Wetland,Water,Wetland,Water
2201,Water,Cropland,Wetland,Water,Wetland,Forest
2202,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2203,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2204,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
2205,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2206,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2207,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2208,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
2209,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2210,Water,Cropland,Bareland,Water,Non_Wetland,Water
2211,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
2212,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
2213,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
2214,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2215,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
2216,Water,Cropland,Water,NULL,Water,Cropland
2217,Water,Cropland,Water,NULL,Water,Wetland
2218,Water,Cropland,Water,NULL,Water,Water
2219,Water,Cropland,Water,Water,Water,Cropland
2220,Water,Cropland,Water,Water,Water,Water
2221,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2222,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2223,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
2224,Water,Cropland,Forest,NULL,Non_Wetland,Water
2225,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2226,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2227,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
2228,Water,Cropland,Forest,Water,Non_Wetland,Cropland
2229,Water,Cropland,Forest,Water,Non_Wetland,Water
2230,Water,Cropland,Forest,Water,Non_Wetland,Forest
2231,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
2232,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
2233,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
2234,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2235,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2236,Water,Wetland,NULL,Water,Non_Wetland,Forest
2237,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
2238,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2239,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2240,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2241,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
2242,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2243,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2244,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2245,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2246,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2247,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2248,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
2249,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2250,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2251,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
2252,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
2253,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
2254,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2255,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
2256,Water,Wetland,Grassland,NULL,Non_Wetland,Water
2257,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
2258,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL
2259,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2260,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
2261,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2262,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
2263,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2264,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2265,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
2266,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2267,Water,Wetland,Grassland,Water,Non_Wetland,Water
2268,Water,Wetland,Grassland,Water,Non_Wetland,Forest
2269,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2270,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
2271,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
2272,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
2273,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
2274,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2275,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2276,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2277,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
2278,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2279,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
2280,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
2281,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2282,Water,Wetland,Cropland,Water,Non_Wetland,Water
2283,Water,Wetland,Cropland,Water,Non_Wetland,Forest
2284,Water,Wetland,Wetland,NULL,Wetland,NULL
2285,Water,Wetland,Wetland,NULL,Wetland,Grassland
2286,Water,Wetland,Wetland,NULL,Wetland,Cropland
2287,Water,Wetland,Wetland,NULL,Wetland,Wetland
2288,Water,Wetland,Wetland,NULL,Wetland,Water
2289,Water,Wetland,Wetland,NULL,Wetland,Forest
2290,Water,Wetland,Wetland,Non_Water,Wetland,NULL
2291,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2292,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
2293,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2294,Water,Wetland,Wetland,Non_Water,Wetland,Built-up
2295,Water,Wetland,Wetland,Non_Water,Wetland,Water
2296,Water,Wetland,Wetland,Non_Water,Wetland,Forest
2297,Water,Wetland,Wetland,Water,Wetland,Grassland
2298,Water,Wetland,Wetland,Water,Wetland,Cropland
2299,Water,Wetland,Wetland,Water,Wetland,Wetland
2300,Water,Wetland,Wetland,Water,Wetland,Water
2301,Water,Wetland,Wetland,Water,Wetland,Forest
2302,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
2303,Water,Wetland,Bareland,Water,Non_Wetland,Water
2304,Water,Wetland,Bareland,Water,Non_Wetland,Forest
2305,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
2306,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
2307,Water,Wetland,Water,NULL,Water,Wetland
2308,Water,Wetland,Water,Non_Water,Water,Cropland
2309,Water,Wetland,Water,Non_Water,Water,Wetland
2310,Water,Wetland,Water,Non_Water,Water,Water
2311,Water,Wetland,Water,Non_Water,Water,Forest
2312,Water,Wetland,Water,Water,Water,Cropland
2313,Water,Wetland,Water,Water,Water,Wetland
2314,Water,Wetland,Water,Water,Water,Water
2315,Water,Wetland,Water,Water,Water,Forest
2316,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2317,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
2318,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2319,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2320,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2321,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2322,Water,Wetland,Forest,Non_Water,Non_Wetland,Built-up
2323,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2324,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2325,Water,Wetland,Forest,Water,Non_Wetland,Cropland
2326,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2327,Water,Wetland,Forest,Water,Non_Wetland,Water
2328,Water,Wetland,Forest,Water,Non_Wetland,Forest
2329,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2330,Water,Bareland,Grassland,NULL,Non_Wetland,Water
2331,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2332,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2333,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2334,Water,Bareland,Grassland,Water,Non_Wetland,Water
2335,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
2336,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
2337,Water,Bareland,Wetland,Water,Wetland,Cropland
2338,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2339,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2340,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2341,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2342,Water,Bareland,Bareland,Water,Non_Wetland,Water
2343,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
2344,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2345,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2346,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2347,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
2348,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
2349,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2350,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
2351,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2352,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2353,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2354,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2355,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2356,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2357,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2358,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2359,Water,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
2360,Water,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
2361,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
2362,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2363,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2364,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
2365,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
2366,Water,Built-up,Grassland,Water,Non_Wetland,Built-up
2367,Water,Built-up,Grassland,Water,Non_Wetland,Water
2368,Water,Built-up,Grassland,Water,Non_Wetland,Forest
2369,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2370,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2371,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2372,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2373,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2374,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2375,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2376,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2377,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
2378,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2379,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
2380,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
2381,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
2382,Water,Built-up,Cropland,Water,Non_Wetland,Forest
2383,Water,Built-up,Wetland,NULL,Wetland,Cropland
2384,Water,Built-up,Wetland,NULL,Wetland,Forest
2385,Water,Built-up,Wetland,Non_Water,Wetland,Cropland
2386,Water,Built-up,Wetland,Non_Water,Wetland,Forest
2387,Water,Built-up,Wetland,Water,Wetland,Cropland
2388,Water,Built-up,Wetland,Water,Wetland,Bareland
2389,Water,Built-up,Wetland,Water,Wetland,Water
2390,Water,Built-up,Wetland,Water,Wetland,Forest
2391,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
2392,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2393,Water,Built-up,Bareland,Water,Non_Wetland,Water
2394,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2395,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
2396,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2397,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2398,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2399,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2400,Water,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
2401,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
2402,Water,Built-up,Built-up,Water,Non_Wetland,Cropland
2403,Water,Built-up,Water,Water,Water,Forest
2404,Water,Built-up,Forest,Water,Non_Wetland,Cropland
2405,Water,Water,NULL,NULL,Non_Wetland,Grassland
2406,Water,Water,NULL,NULL,Non_Wetland,Cropland
2407,Water,Water,NULL,NULL,Non_Wetland,Bareland
2408,Water,Water,NULL,NULL,Non_Wetland,Water
2409,Water,Water,NULL,NULL,Non_Wetland,Forest
2410,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2411,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2412,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2413,Water,Water,NULL,Non_Water,Non_Wetland,Water
2414,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2415,Water,Water,NULL,Water,Non_Wetland,Grassland
2416,Water,Water,NULL,Water,Non_Wetland,Cropland
2417,Water,Water,NULL,Water,Non_Wetland,Wetland
2418,Water,Water,NULL,Water,Non_Wetland,Water
2419,Water,Water,NULL,Water,Non_Wetland,Forest
2420,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2421,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2422,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2423,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2424,Water,Water,Shrubland,NULL,Non_Wetland,Water
2425,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2426,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2427,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2428,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2429,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2430,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2431,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2432,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2433,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2434,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2435,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2436,Water,Water,Shrubland,Water,Non_Wetland,Water
2437,Water,Water,Shrubland,Water,Non_Wetland,Forest
2438,Water,Water,Grassland,NULL,Non_Wetland,NULL
2439,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2440,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2441,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2442,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2443,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2444,Water,Water,Grassland,NULL,Non_Wetland,Water
2445,Water,Water,Grassland,NULL,Non_Wetland,Forest
2446,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2447,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2448,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2449,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2450,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2451,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2452,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2453,Water,Water,Grassland,Water,Non_Wetland,Grassland
2454,Water,Water,Grassland,Water,Non_Wetland,Cropland
2455,Water,Water,Grassland,Water,Non_Wetland,Wetland
2456,Water,Water,Grassland,Water,Non_Wetland,Bareland
2457,Water,Water,Grassland,Water,Non_Wetland,Water
2458,Water,Water,Grassland,Water,Non_Wetland,Forest
2459,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2460,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2461,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2462,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2463,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2464,Water,Water,Cropland,NULL,Non_Wetland,Water
2465,Water,Water,Cropland,NULL,Non_Wetland,Forest
2466,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2467,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2468,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2469,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2470,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up
2471,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2472,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2473,Water,Water,Cropland,Water,Non_Wetland,Grassland
2474,Water,Water,Cropland,Water,Non_Wetland,Cropland
2475,Water,Water,Cropland,Water,Non_Wetland,Wetland
2476,Water,Water,Cropland,Water,Non_Wetland,Bareland
2477,Water,Water,Cropland,Water,Non_Wetland,Water
2478,Water,Water,Cropland,Water,Non_Wetland,Forest
2479,Water,Water,Wetland,NULL,Wetland,NULL
2480,Water,Water,Wetland,NULL,Wetland,Grassland
2481,Water,Water,Wetland,NULL,Wetland,Cropland
2482,Water,Water,Wetland,NULL,Wetland,Wetland
2483,Water,Water,Wetland,NULL,Wetland,Bareland
2484,Water,Water,Wetland,NULL,Wetland,Water
2485,Water,Water,Wetland,NULL,Wetland,Forest
2486,Water,Water,Wetland,Non_Water,Wetland,NULL
2487,Water,Water,Wetland,Non_Water,Wetland,Grassland
2488,Water,Water,Wetland,Non_Water,Wetland,Cropland
2489,Water,Water,Wetland,Non_Water,Wetland,Wetland
2490,Water,Water,Wetland,Non_Water,Wetland,Bareland
2491,Water,Water,Wetland,Non_Water,Wetland,Water
2492,Water,Water,Wetland,Non_Water,Wetland,Forest
2493,Water,Water,Wetland,Water,Wetland,Grassland
2494,Water,Water,Wetland,Water,Wetland,Cropland
2495,Water,Water,Wetland,Water,Wetland,Wetland
2496,Water,Water,Wetland,Water,Wetland,Bareland
2497,Water,Water,Wetland,Water,Wetland,Water
2498,Water,Water,Wetland,Water,Wetland,Forest
2499,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2500,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2501,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2502,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2503,Water,Water,Bareland,NULL,Non_Wetland,Water
2504,Water,Water,Bareland,NULL,Non_Wetland,Forest
