Value,AFRICA_2024_DynamicWorld_2024_35PQM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQM_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQM_M_R,AFRICA_2024_GSW_Yearly_2021_35PQM_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQM_M_R,AFRICA_2024_WorldCover_2021_35PQM_M_R
2132,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2133,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2134,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2135,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2136,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2137,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2138,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2139,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2140,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2141,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2142,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2143,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2144,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL
2145,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2146,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2147,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2148,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2149,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2150,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2151,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2152,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2153,Forest,Water,Wetland,NULL,Wetland,Forest
2154,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2155,Forest,Water,Wetland,Non_Water,Wetland,Forest
2156,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2157,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2158,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2159,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2160,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
2161,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2162,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2163,Forest,Forest,NULL,Water,Non_Wetland,Wetland
2164,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2165,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2166,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2167,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2168,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2169,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2170,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2175,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2176,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2177,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2178,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2179,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2180,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2181,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2182,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2183,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2184,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2185,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2186,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2187,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2188,Forest,Forest,Wetland,NULL,Wetland,NULL
2189,Forest,Forest,Wetland,NULL,Wetland,Grassland
2190,Forest,Forest,Wetland,NULL,Wetland,Cropland
2191,Forest,Forest,Wetland,NULL,Wetland,Wetland
2192,Forest,Forest,Wetland,NULL,Wetland,Bareland
2193,Forest,Forest,Wetland,NULL,Wetland,Forest
2194,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2195,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2196,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2197,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2198,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2199,Forest,Forest,Wetland,Water,Wetland,Grassland
2200,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2201,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2202,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2203,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2204,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2205,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2206,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2207,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2208,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2209,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2210,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
2211,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2212,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2213,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2214,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2215,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2216,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2217,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2218,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2219,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
