Value,AFRICA_2024_DynamicWorld_2024_35PQL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQL_M_R,AFRICA_2024_GSW_Yearly_2021_35PQL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQL_M_R,AFRICA_2024_WorldCover_2021_35PQL_M_R
2126,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2127,Water,Water,Bareland,Water,Non_Wetland,Grassland
2128,Water,Water,Bareland,Water,Non_Wetland,Cropland
2129,Water,Water,Bareland,Water,Non_Wetland,Wetland
2130,Water,Water,Bareland,Water,Non_Wetland,Bareland
2131,Water,Water,Bareland,Water,Non_Wetland,Water
2132,Water,Water,Bareland,Water,Non_Wetland,Forest
2133,Water,Water,Built-up,NULL,Non_Wetland,NULL
2134,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2135,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2136,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2137,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2138,Water,Water,Built-up,NULL,Non_Wetland,Water
2139,Water,Water,Built-up,NULL,Non_Wetland,Forest
2140,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2141,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
2142,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2143,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2144,Water,Water,Built-up,Water,Non_Wetland,Grassland
2145,Water,Water,Built-up,Water,Non_Wetland,Wetland
2146,Water,Water,Built-up,Water,Non_Wetland,Bareland
2147,Water,Water,Built-up,Water,Non_Wetland,Built-up
2148,Water,Water,Built-up,Water,Non_Wetland,Water
2149,Water,Water,Water,NULL,Water,NULL
2150,Water,Water,Water,NULL,Water,Grassland
2151,Water,Water,Water,NULL,Water,Cropland
2152,Water,Water,Water,NULL,Water,Wetland
2153,Water,Water,Water,NULL,Water,Bareland
2154,Water,Water,Water,NULL,Water,Water
2155,Water,Water,Water,NULL,Water,Forest
2156,Water,Water,Water,Non_Water,Water,Grassland
2157,Water,Water,Water,Non_Water,Water,Wetland
2158,Water,Water,Water,Non_Water,Water,Water
2159,Water,Water,Water,Non_Water,Water,Forest
2160,Water,Water,Water,Water,Water,Grassland
2161,Water,Water,Water,Water,Water,Cropland
2162,Water,Water,Water,Water,Water,Wetland
2163,Water,Water,Water,Water,Water,Bareland
2164,Water,Water,Water,Water,Water,Water
2165,Water,Water,Water,Water,Water,Forest
2166,Water,Water,Forest,NULL,Non_Wetland,NULL
2167,Water,Water,Forest,NULL,Non_Wetland,Grassland
2168,Water,Water,Forest,NULL,Non_Wetland,Wetland
2169,Water,Water,Forest,NULL,Non_Wetland,Bareland
2170,Water,Water,Forest,NULL,Non_Wetland,Built-up
2171,Water,Water,Forest,NULL,Non_Wetland,Water
2172,Water,Water,Forest,NULL,Non_Wetland,Forest
2173,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2174,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2175,Water,Water,Forest,Non_Water,Non_Wetland,Water
2176,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2177,Water,Water,Forest,Water,Non_Wetland,NULL
2178,Water,Water,Forest,Water,Non_Wetland,Grassland
2179,Water,Water,Forest,Water,Non_Wetland,Cropland
2180,Water,Water,Forest,Water,Non_Wetland,Wetland
2181,Water,Water,Forest,Water,Non_Wetland,Bareland
2182,Water,Water,Forest,Water,Non_Wetland,Water
2183,Water,Water,Forest,Water,Non_Wetland,Forest
2184,Water,Forest,NULL,NULL,Non_Wetland,Wetland
2185,Water,Forest,NULL,NULL,Non_Wetland,Forest
2186,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
2187,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2188,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2189,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2190,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2191,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2192,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2193,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2194,Water,Forest,Shrubland,Water,Non_Wetland,NULL
2195,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
2196,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
2197,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
2198,Water,Forest,Wetland,NULL,Wetland,Grassland
2199,Water,Forest,Wetland,NULL,Wetland,Wetland
2200,Water,Forest,Wetland,NULL,Wetland,Forest
2201,Water,Forest,Wetland,Non_Water,Wetland,Grassland
2202,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2203,Water,Forest,Wetland,Non_Water,Wetland,Forest
2204,Water,Forest,Wetland,Water,Wetland,Grassland
2205,Water,Forest,Wetland,Water,Wetland,Wetland
2206,Water,Forest,Wetland,Water,Wetland,Forest
2207,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
2208,Water,Forest,Water,NULL,Water,Wetland
2209,Water,Forest,Water,Non_Water,Water,Wetland
2210,Water,Forest,Water,Water,Water,Wetland
2211,Water,Forest,Forest,NULL,Non_Wetland,Wetland
2212,Water,Forest,Forest,NULL,Non_Wetland,Forest
2213,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
2214,Water,Forest,Forest,Water,Non_Wetland,Wetland
2215,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Wetland
2216,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2217,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2218,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
2219,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2220,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
2221,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2222,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2223,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
2224,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
2225,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2226,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland
2227,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland
2228,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2229,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2230,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2231,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland
2232,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2233,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
2234,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2235,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
2236,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2237,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,Grassland
2238,Permanent_ice_and_snow,NULL,Water,NULL,Water,Wetland
2239,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2240,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2241,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
2242,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland
2243,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2244,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2245,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2246,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Wetland
2247,Permanent_ice_and_snow,Cropland,Cropland,Water,Non_Wetland,Bareland
2248,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Grassland
2249,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Cropland
2250,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Wetland
2251,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Bareland
2252,Permanent_ice_and_snow,Cropland,Bareland,Water,Non_Wetland,Wetland
2253,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland
2254,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Wetland
2255,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2256,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2257,Permanent_ice_and_snow,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2258,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
2259,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2260,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Wetland
2261,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Wetland
2262,Permanent_ice_and_snow,Water,Bareland,Non_Water,Non_Wetland,Wetland
2263,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland
2264,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
2265,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2266,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland
2267,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2268,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2269,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2270,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2271,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2272,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2273,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2274,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2275,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2276,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2277,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2278,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2279,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2280,Forest,NULL,NULL,Water,Non_Wetland,Wetland
2281,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2282,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2283,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2284,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2285,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2286,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2287,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2288,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2290,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2291,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2292,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2293,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2294,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2295,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2296,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2297,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2298,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2299,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
2300,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2301,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2302,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2303,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2304,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2305,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2306,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2307,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2308,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2309,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2310,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2311,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2312,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2313,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2314,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2315,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2316,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2317,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2318,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2319,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2320,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2321,Forest,NULL,Wetland,NULL,Wetland,NULL
2322,Forest,NULL,Wetland,NULL,Wetland,Grassland
2323,Forest,NULL,Wetland,NULL,Wetland,Cropland
2324,Forest,NULL,Wetland,NULL,Wetland,Wetland
2325,Forest,NULL,Wetland,NULL,Wetland,Built-up
2326,Forest,NULL,Wetland,NULL,Wetland,Water
2327,Forest,NULL,Wetland,NULL,Wetland,Forest
2328,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2329,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2330,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2331,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2332,Forest,NULL,Wetland,Water,Wetland,NULL
2333,Forest,NULL,Wetland,Water,Wetland,Grassland
2334,Forest,NULL,Wetland,Water,Wetland,Cropland
2335,Forest,NULL,Wetland,Water,Wetland,Wetland
2336,Forest,NULL,Wetland,Water,Wetland,Bareland
2337,Forest,NULL,Wetland,Water,Wetland,Forest
2338,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2339,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2340,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2341,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2342,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2343,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2344,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2345,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2346,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2347,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2348,Forest,NULL,Bareland,Water,Non_Wetland,Water
2349,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2350,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2351,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2352,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2353,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2354,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2355,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
2356,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2357,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2358,Forest,NULL,Water,NULL,Water,Grassland
2359,Forest,NULL,Water,NULL,Water,Wetland
2360,Forest,NULL,Water,NULL,Water,Forest
2361,Forest,NULL,Water,Non_Water,Water,Grassland
2362,Forest,NULL,Water,Non_Water,Water,Wetland
2363,Forest,NULL,Water,Water,Water,Grassland
2364,Forest,NULL,Water,Water,Water,Wetland
2365,Forest,NULL,Water,Water,Water,Bareland
2366,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2367,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2368,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2369,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2370,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2371,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2372,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2373,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2374,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2375,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2376,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2377,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2378,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2379,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2380,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2381,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2382,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2383,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2384,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2385,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
2386,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2393,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2394,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2395,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2396,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2397,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2398,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2399,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland
2400,Forest,Cropland,Shrubland,Water,Non_Wetland,Built-up
2401,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2402,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2403,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2404,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2405,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2406,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
2407,Forest,Cropland,Wetland,NULL,Wetland,NULL
2408,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2409,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2410,Forest,Cropland,Wetland,NULL,Wetland,Built-up
2411,Forest,Cropland,Wetland,NULL,Wetland,Forest
2412,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2413,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2414,Forest,Cropland,Wetland,Non_Water,Wetland,Built-up
2415,Forest,Cropland,Wetland,Water,Wetland,Grassland
2416,Forest,Cropland,Wetland,Water,Wetland,Wetland
2417,Forest,Cropland,Wetland,Water,Wetland,Water
2418,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2419,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2420,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2421,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2422,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2423,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2424,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2425,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2426,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2427,Forest,Cropland,Built-up,Water,Non_Wetland,Grassland
2428,Forest,Cropland,Built-up,Water,Non_Wetland,Bareland
2429,Forest,Cropland,Water,NULL,Water,Grassland
2430,Forest,Cropland,Water,NULL,Water,Wetland
2431,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2432,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2433,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2434,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2435,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2436,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2437,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2438,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2439,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2440,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2441,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2442,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2443,Forest,Wetland,NULL,Water,Non_Wetland,NULL
2444,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
2445,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
2446,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2447,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2448,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2449,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2450,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
2451,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2452,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
2453,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2454,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2455,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2456,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
2457,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2458,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2459,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
2460,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2461,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2462,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2463,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2464,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2465,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2466,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2467,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up
2468,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2469,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2470,Forest,Wetland,Wetland,NULL,Wetland,NULL
2471,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2472,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2473,Forest,Wetland,Wetland,NULL,Wetland,Bareland
2474,Forest,Wetland,Wetland,NULL,Wetland,Built-up
2475,Forest,Wetland,Wetland,NULL,Wetland,Forest
2476,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2477,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2478,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2479,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2480,Forest,Wetland,Wetland,Water,Wetland,NULL
2481,Forest,Wetland,Wetland,Water,Wetland,Grassland
2482,Forest,Wetland,Wetland,Water,Wetland,Wetland
2483,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2484,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2485,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2486,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2487,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2488,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2489,Forest,Wetland,Water,NULL,Water,Grassland
2490,Forest,Wetland,Water,NULL,Water,Wetland
2491,Forest,Wetland,Water,Non_Water,Water,Wetland
2492,Forest,Wetland,Water,Water,Water,Grassland
2493,Forest,Wetland,Water,Water,Water,Wetland
2494,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2495,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2496,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2497,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2498,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2499,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2500,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2501,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2502,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2503,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2504,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2505,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2506,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2507,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2508,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2509,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2510,Forest,Built-up,Wetland,NULL,Wetland,NULL
2511,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2512,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2513,Forest,Built-up,Wetland,NULL,Wetland,Forest
2514,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland
2515,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2516,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2517,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2518,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2519,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2520,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2521,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2522,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2523,Forest,Water,NULL,NULL,Non_Wetland,Forest
2524,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2525,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2526,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2527,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2528,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2529,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2530,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2531,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2532,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2533,Forest,Water,Shrubland,Water,Non_Wetland,Water
2534,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2535,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2536,Forest,Water,Wetland,NULL,Wetland,NULL
2537,Forest,Water,Wetland,NULL,Wetland,Grassland
2538,Forest,Water,Wetland,NULL,Wetland,Wetland
2539,Forest,Water,Wetland,NULL,Wetland,Forest
2540,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2541,Forest,Water,Wetland,Non_Water,Wetland,Forest
2542,Forest,Water,Wetland,Water,Wetland,Wetland
2543,Forest,Water,Wetland,Water,Wetland,Water
2544,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2545,Forest,Water,Bareland,NULL,Non_Wetland,Forest
