Value,AFRICA_2024_DynamicWorld_2024_37PDK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDK_M_R,AFRICA_2024_GSW_Yearly_2021_37PDK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,AFRICA_2024_WorldCover_2021_37PDK_M_R
1281,Cropland,Bareland,Water,NULL,Water,Water
1282,Cropland,Bareland,Water,Water,Water,NULL
1283,Cropland,Bareland,Water,Water,Water,Wetland
1284,Cropland,Bareland,Water,Water,Water,Bareland
1285,Cropland,Bareland,Water,Water,Water,Water
1286,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
1287,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
1288,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
1289,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1290,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1291,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1292,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1293,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
1294,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
1295,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1296,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Forest
1297,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1298,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1299,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1300,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1301,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1302,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1303,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1304,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1305,Cropland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1306,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1307,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1308,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1309,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1310,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1311,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1312,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1313,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1314,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
1315,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
1316,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1317,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1318,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1319,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1320,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1321,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1322,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1323,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1324,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL
1325,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1326,Cropland,Built-up,Cropland,Water,Non_Wetland,Wetland
1327,Cropland,Built-up,Cropland,Water,Non_Wetland,Forest
1328,Cropland,Built-up,Wetland,NULL,Wetland,NULL
1329,Cropland,Built-up,Wetland,NULL,Wetland,Cropland
1330,Cropland,Built-up,Wetland,NULL,Wetland,Built-up
1331,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1332,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1333,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1334,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1335,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1336,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
1337,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1338,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1339,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1340,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1341,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
1342,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1343,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
1344,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1345,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
1346,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1347,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
1348,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1349,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1350,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1351,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1352,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1353,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
1354,Cropland,Built-up,Built-up,Water,Non_Wetland,Cropland
1355,Cropland,Built-up,Water,Water,Water,Water
1356,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1357,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1358,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1359,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1360,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1361,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1362,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1363,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1364,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1365,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
1366,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1367,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1368,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1369,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
1370,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1371,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1372,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1373,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1374,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1375,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1376,Cropland,Water,Grassland,NULL,Non_Wetland,Water
1377,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1378,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1379,Cropland,Water,Grassland,Water,Non_Wetland,NULL
1380,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1381,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1382,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1383,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
1384,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1385,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1386,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1387,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1388,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1389,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1390,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1391,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1392,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1393,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1394,Cropland,Water,Cropland,Water,Non_Wetland,NULL
1395,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1396,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1397,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1398,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
1399,Cropland,Water,Wetland,NULL,Wetland,Cropland
1400,Cropland,Water,Wetland,NULL,Wetland,Wetland
1401,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1402,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1403,Cropland,Water,Wetland,Water,Wetland,NULL
1404,Cropland,Water,Wetland,Water,Wetland,Grassland
1405,Cropland,Water,Wetland,Water,Wetland,Cropland
1406,Cropland,Water,Wetland,Water,Wetland,Wetland
1407,Cropland,Water,Wetland,Water,Wetland,Bareland
1408,Cropland,Water,Wetland,Water,Wetland,Water
1409,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1410,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1411,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1412,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1413,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1414,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1415,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1416,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
1417,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
1418,Cropland,Water,Water,Non_Water,Water,Water
1419,Cropland,Water,Water,Water,Water,Wetland
1420,Cropland,Water,Water,Water,Water,Water
1421,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1422,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1423,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1424,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1425,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1426,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1427,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1428,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1429,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1430,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1431,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1432,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1433,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1434,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
1435,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1436,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1437,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1438,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1439,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1440,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1441,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1442,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1443,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1444,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
1445,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1446,Cropland,Forest,Wetland,Water,Wetland,NULL
1447,Cropland,Forest,Wetland,Water,Wetland,Cropland
1448,Cropland,Forest,Wetland,Water,Wetland,Wetland
1449,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1450,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1451,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1452,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1453,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1454,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1455,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1456,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1457,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1458,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1459,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1460,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1461,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
1462,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1463,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1464,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1465,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1466,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1467,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1468,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1469,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1470,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1471,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1472,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1473,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1474,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1475,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1476,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1477,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1478,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1479,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1480,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1481,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1482,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1483,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1484,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1485,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
1486,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1487,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1488,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1489,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1490,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1491,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1492,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1493,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1494,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1495,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1496,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1497,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1498,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1499,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1500,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1501,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1502,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1503,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1504,Wetland,NULL,Wetland,NULL,Wetland,NULL
1505,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1506,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1507,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1508,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1509,Wetland,NULL,Wetland,NULL,Wetland,Water
1510,Wetland,NULL,Wetland,NULL,Wetland,Forest
1511,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1512,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1513,Wetland,NULL,Wetland,Water,Wetland,Grassland
1514,Wetland,NULL,Wetland,Water,Wetland,Cropland
1515,Wetland,NULL,Wetland,Water,Wetland,Wetland
1516,Wetland,NULL,Wetland,Water,Wetland,Water
1517,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1518,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1519,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1520,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1521,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1522,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1523,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1524,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1525,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1526,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1527,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1528,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1529,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1530,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1531,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1532,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1533,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1534,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1535,Wetland,NULL,Water,NULL,Water,Cropland
1536,Wetland,NULL,Water,Water,Water,Wetland
1537,Wetland,NULL,Water,Water,Water,Water
1538,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1539,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1540,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1541,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1542,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1543,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1544,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1545,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1546,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1547,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1548,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1549,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1550,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1551,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
1552,Wetland,Cropland,NULL,NULL,Non_Wetland,Water
1553,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1554,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1555,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1556,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1557,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1558,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1559,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1560,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1561,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1562,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1563,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1564,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1565,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1566,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1567,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1568,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1569,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1570,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1571,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1572,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1573,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1574,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1575,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1576,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1577,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1578,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1579,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1580,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1581,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1582,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1583,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1584,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1585,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1586,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1587,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1588,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1589,Wetland,Cropland,Grassland,Water,Non_Wetland,Bareland
1590,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1591,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1592,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1593,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1594,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1595,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1596,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1597,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1598,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1599,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1600,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1601,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1602,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1603,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1604,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1605,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1606,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1607,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1608,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1609,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1610,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1611,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1612,Wetland,Cropland,Wetland,NULL,Wetland,Water
1613,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1614,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1615,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1616,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1617,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1618,Wetland,Cropland,Wetland,Water,Wetland,NULL
1619,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1620,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1621,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1622,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1623,Wetland,Cropland,Wetland,Water,Wetland,Built-up
1624,Wetland,Cropland,Wetland,Water,Wetland,Water
1625,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1626,Wetland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1627,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1628,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1629,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1630,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1631,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1632,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
1633,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1634,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1635,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1636,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1637,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1638,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1639,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1640,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL
1641,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1642,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1643,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1644,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
1645,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1646,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1647,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1648,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1649,Wetland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1650,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1651,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1652,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1653,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1654,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland
1655,Wetland,Cropland,Built-up,Water,Non_Wetland,Cropland
1656,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
1657,Wetland,Cropland,Built-up,Water,Non_Wetland,Bareland
1658,Wetland,Cropland,Water,NULL,Water,Wetland
1659,Wetland,Cropland,Water,Non_Water,Water,Cropland
1660,Wetland,Cropland,Water,Non_Water,Water,Wetland
1661,Wetland,Cropland,Water,Water,Water,Cropland
1662,Wetland,Cropland,Water,Water,Water,Wetland
1663,Wetland,Cropland,Water,Water,Water,Water
1664,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1665,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1666,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1667,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1668,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1669,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1670,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1671,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1672,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1673,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1674,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1675,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1676,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1677,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1678,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1679,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1680,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1681,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
