Value,AFRICA_2024_DynamicWorld_2024_36PWV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,AFRICA_2024_WorldCover_2021_36PWV_M_R
2100,Water,Cropland,Wetland,NULL,Wetland,Wetland
2101,Water,Cropland,Wetland,NULL,Wetland,Bareland
2102,Water,Cropland,Wetland,NULL,Wetland,Water
2103,Water,Cropland,Wetland,NULL,Wetland,Forest
2104,Water,Cropland,Wetland,Non_Water,Wetland,NULL
2105,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
2106,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
2107,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
2108,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
2109,Water,Cropland,Wetland,Non_Water,Wetland,Water
2110,Water,Cropland,Wetland,Non_Water,Wetland,Forest
2111,Water,Cropland,Wetland,Water,Wetland,Grassland
2112,Water,Cropland,Wetland,Water,Wetland,Cropland
2113,Water,Cropland,Wetland,Water,Wetland,Wetland
2114,Water,Cropland,Wetland,Water,Wetland,Bareland
2115,Water,Cropland,Wetland,Water,Wetland,Water
2116,Water,Cropland,Wetland,Water,Wetland,Forest
2117,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
2118,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
2119,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
2120,Water,Cropland,Bareland,NULL,Non_Wetland,Water
2121,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2122,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2123,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2124,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
2125,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2126,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
2127,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
2128,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
2129,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
2130,Water,Cropland,Bareland,Water,Non_Wetland,Water
2131,Water,Cropland,Bareland,Water,Non_Wetland,Forest
2132,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
2133,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
2134,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
2135,Water,Cropland,Water,NULL,Water,NULL
2136,Water,Cropland,Water,NULL,Water,Cropland
2137,Water,Cropland,Water,NULL,Water,Forest
2138,Water,Cropland,Water,Non_Water,Water,Grassland
2139,Water,Cropland,Water,Non_Water,Water,Cropland
2140,Water,Cropland,Water,Non_Water,Water,Bareland
2141,Water,Cropland,Water,Non_Water,Water,Water
2142,Water,Cropland,Water,Non_Water,Water,Forest
2143,Water,Cropland,Water,Water,Water,Grassland
2144,Water,Cropland,Water,Water,Water,Cropland
2145,Water,Cropland,Water,Water,Water,Wetland
2146,Water,Cropland,Water,Water,Water,Bareland
2147,Water,Cropland,Water,Water,Water,Water
2148,Water,Cropland,Water,Water,Water,Forest
2149,Water,Cropland,Forest,NULL,Non_Wetland,NULL
2150,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
2151,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
2152,Water,Cropland,Forest,NULL,Non_Wetland,Forest
2153,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
2154,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2155,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2156,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
2157,Water,Cropland,Forest,Water,Non_Wetland,Grassland
2158,Water,Cropland,Forest,Water,Non_Wetland,Cropland
2159,Water,Cropland,Forest,Water,Non_Wetland,Wetland
2160,Water,Cropland,Forest,Water,Non_Wetland,Bareland
2161,Water,Cropland,Forest,Water,Non_Wetland,Water
2162,Water,Cropland,Forest,Water,Non_Wetland,Forest
2163,Water,Wetland,NULL,Water,Non_Wetland,Cropland
2164,Water,Wetland,NULL,Water,Non_Wetland,Wetland
2165,Water,Wetland,NULL,Water,Non_Wetland,Water
2166,Water,Wetland,NULL,Water,Non_Wetland,Forest
2167,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2168,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2169,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
2170,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2171,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
2172,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2173,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2174,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2175,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
2176,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
2177,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2178,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
2179,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2180,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
2181,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland
2182,Water,Wetland,Grassland,NULL,Non_Wetland,Water
2183,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
2184,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2185,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
2186,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2187,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water
2188,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2189,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2190,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
2191,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2192,Water,Wetland,Grassland,Water,Non_Wetland,Water
2193,Water,Wetland,Grassland,Water,Non_Wetland,Forest
2194,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2195,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
2196,Water,Wetland,Cropland,NULL,Non_Wetland,Water
2197,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
2198,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2199,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2200,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water
2201,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2202,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
2203,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
2204,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2205,Water,Wetland,Cropland,Water,Non_Wetland,Water
2206,Water,Wetland,Cropland,Water,Non_Wetland,Forest
2207,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
2208,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
2209,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2210,Water,Wetland,Wetland,Non_Water,Wetland,Water
2211,Water,Wetland,Wetland,Non_Water,Wetland,Forest
2212,Water,Wetland,Wetland,Water,Wetland,Grassland
2213,Water,Wetland,Wetland,Water,Wetland,Cropland
2214,Water,Wetland,Wetland,Water,Wetland,Wetland
2215,Water,Wetland,Wetland,Water,Wetland,Bareland
2216,Water,Wetland,Wetland,Water,Wetland,Water
2217,Water,Wetland,Wetland,Water,Wetland,Forest
2218,Water,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
2219,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2220,Water,Wetland,Bareland,Water,Non_Wetland,Forest
2221,Water,Wetland,Water,NULL,Water,Forest
2222,Water,Wetland,Water,Non_Water,Water,Cropland
2223,Water,Wetland,Water,Non_Water,Water,Water
2224,Water,Wetland,Water,Non_Water,Water,Forest
2225,Water,Wetland,Water,Water,Water,Cropland
2226,Water,Wetland,Water,Water,Water,Wetland
2227,Water,Wetland,Water,Water,Water,Water
2228,Water,Wetland,Water,Water,Water,Forest
2229,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2230,Water,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2231,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2232,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2233,Water,Wetland,Forest,Water,Non_Wetland,Cropland
2234,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2235,Water,Wetland,Forest,Water,Non_Wetland,Bareland
2236,Water,Wetland,Forest,Water,Non_Wetland,Water
2237,Water,Wetland,Forest,Water,Non_Wetland,Forest
2238,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2239,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
2240,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2241,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2242,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2243,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2244,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
2245,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
2246,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
2247,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2248,Water,Bareland,Grassland,Water,Non_Wetland,Water
2249,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2250,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
2251,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2252,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
2253,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
2254,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
2255,Water,Bareland,Cropland,Water,Non_Wetland,Built-up
2256,Water,Bareland,Cropland,Water,Non_Wetland,Water
2257,Water,Bareland,Wetland,NULL,Wetland,Water
2258,Water,Bareland,Wetland,Water,Wetland,Cropland
2259,Water,Bareland,Wetland,Water,Wetland,Wetland
2260,Water,Bareland,Wetland,Water,Wetland,Bareland
2261,Water,Bareland,Wetland,Water,Wetland,Water
2262,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2263,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2264,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
2265,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2266,Water,Bareland,Bareland,Water,Non_Wetland,Water
2267,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
2268,Water,Bareland,Water,NULL,Water,Bareland
2269,Water,Bareland,Water,Water,Water,Water
2270,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2271,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
2272,Water,Built-up,Shrubland,Water,Non_Wetland,Water
2273,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2274,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2275,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2276,Water,Built-up,Grassland,NULL,Non_Wetland,Water
2277,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2278,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2279,Water,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
2280,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2281,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
2282,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
2283,Water,Built-up,Grassland,Water,Non_Wetland,Forest
2284,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2285,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2286,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2287,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2288,Water,Built-up,Cropland,NULL,Non_Wetland,Water
2289,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2290,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
2291,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
2292,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
2293,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
2294,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water
2295,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2296,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
2297,Water,Built-up,Cropland,Water,Non_Wetland,Cropland
2298,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
2299,Water,Built-up,Cropland,Water,Non_Wetland,Built-up
2300,Water,Built-up,Cropland,Water,Non_Wetland,Water
2301,Water,Built-up,Cropland,Water,Non_Wetland,Forest
2302,Water,Built-up,Wetland,NULL,Wetland,Grassland
2303,Water,Built-up,Wetland,NULL,Wetland,Bareland
2304,Water,Built-up,Wetland,NULL,Wetland,Forest
2305,Water,Built-up,Wetland,Non_Water,Wetland,Cropland
2306,Water,Built-up,Wetland,Water,Wetland,Grassland
2307,Water,Built-up,Wetland,Water,Wetland,Cropland
2308,Water,Built-up,Wetland,Water,Wetland,Bareland
2309,Water,Built-up,Wetland,Water,Wetland,Water
2310,Water,Built-up,Wetland,Water,Wetland,Forest
2311,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2312,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2313,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2314,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2315,Water,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
2316,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2317,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
2318,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2319,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
2320,Water,Built-up,Water,NULL,Water,Bareland
2321,Water,Built-up,Water,Water,Water,Cropland
2322,Water,Built-up,Water,Water,Water,Water
2323,Water,Water,NULL,NULL,Non_Wetland,Grassland
2324,Water,Water,NULL,NULL,Non_Wetland,Cropland
2325,Water,Water,NULL,NULL,Non_Wetland,Water
2326,Water,Water,NULL,NULL,Non_Wetland,Forest
2327,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2328,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2329,Water,Water,NULL,Non_Water,Non_Wetland,Water
2330,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2331,Water,Water,NULL,Water,Non_Wetland,Cropland
2332,Water,Water,NULL,Water,Non_Wetland,Wetland
2333,Water,Water,NULL,Water,Non_Wetland,Water
2334,Water,Water,NULL,Water,Non_Wetland,Forest
2335,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2336,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2337,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2338,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2339,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2340,Water,Water,Shrubland,NULL,Non_Wetland,Water
2341,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2342,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2343,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2344,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2345,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2346,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2347,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2348,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2349,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2350,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2351,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2352,Water,Water,Shrubland,Water,Non_Wetland,Water
2353,Water,Water,Shrubland,Water,Non_Wetland,Forest
2354,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2355,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2356,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2357,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2358,Water,Water,Grassland,NULL,Non_Wetland,Water
2359,Water,Water,Grassland,NULL,Non_Wetland,Forest
2360,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2361,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2362,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2363,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2364,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2365,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2366,Water,Water,Grassland,Water,Non_Wetland,Grassland
2367,Water,Water,Grassland,Water,Non_Wetland,Cropland
2368,Water,Water,Grassland,Water,Non_Wetland,Wetland
2369,Water,Water,Grassland,Water,Non_Wetland,Bareland
2370,Water,Water,Grassland,Water,Non_Wetland,Water
2371,Water,Water,Grassland,Water,Non_Wetland,Forest
2372,Water,Water,Cropland,NULL,Non_Wetland,NULL
2373,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2374,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2375,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2376,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2377,Water,Water,Cropland,NULL,Non_Wetland,Water
2378,Water,Water,Cropland,NULL,Non_Wetland,Forest
2379,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2380,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2381,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2382,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2383,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2384,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2385,Water,Water,Cropland,Water,Non_Wetland,NULL
2386,Water,Water,Cropland,Water,Non_Wetland,Grassland
2387,Water,Water,Cropland,Water,Non_Wetland,Cropland
2388,Water,Water,Cropland,Water,Non_Wetland,Wetland
2389,Water,Water,Cropland,Water,Non_Wetland,Bareland
2390,Water,Water,Cropland,Water,Non_Wetland,Water
2391,Water,Water,Cropland,Water,Non_Wetland,Forest
2392,Water,Water,Wetland,NULL,Wetland,Grassland
2393,Water,Water,Wetland,NULL,Wetland,Cropland
2394,Water,Water,Wetland,NULL,Wetland,Wetland
2395,Water,Water,Wetland,NULL,Wetland,Bareland
2396,Water,Water,Wetland,NULL,Wetland,Water
2397,Water,Water,Wetland,NULL,Wetland,Forest
2398,Water,Water,Wetland,Non_Water,Wetland,NULL
2399,Water,Water,Wetland,Non_Water,Wetland,Grassland
2400,Water,Water,Wetland,Non_Water,Wetland,Cropland
2401,Water,Water,Wetland,Non_Water,Wetland,Wetland
2402,Water,Water,Wetland,Non_Water,Wetland,Bareland
2403,Water,Water,Wetland,Non_Water,Wetland,Water
2404,Water,Water,Wetland,Non_Water,Wetland,Forest
2405,Water,Water,Wetland,Water,Wetland,Grassland
2406,Water,Water,Wetland,Water,Wetland,Cropland
2407,Water,Water,Wetland,Water,Wetland,Wetland
2408,Water,Water,Wetland,Water,Wetland,Bareland
2409,Water,Water,Wetland,Water,Wetland,Water
2410,Water,Water,Wetland,Water,Wetland,Forest
2411,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2412,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2413,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2414,Water,Water,Bareland,NULL,Non_Wetland,Water
2415,Water,Water,Bareland,NULL,Non_Wetland,Forest
2416,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2417,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2418,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2419,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2420,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2421,Water,Water,Bareland,Water,Non_Wetland,Grassland
2422,Water,Water,Bareland,Water,Non_Wetland,Cropland
2423,Water,Water,Bareland,Water,Non_Wetland,Wetland
2424,Water,Water,Bareland,Water,Non_Wetland,Bareland
2425,Water,Water,Bareland,Water,Non_Wetland,Water
2426,Water,Water,Bareland,Water,Non_Wetland,Forest
2427,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2428,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2429,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2430,Water,Water,Built-up,NULL,Non_Wetland,Water
2431,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2432,Water,Water,Built-up,Water,Non_Wetland,Bareland
2433,Water,Water,Built-up,Water,Non_Wetland,Water
2434,Water,Water,Water,NULL,Water,Grassland
2435,Water,Water,Water,NULL,Water,Cropland
2436,Water,Water,Water,NULL,Water,Bareland
2437,Water,Water,Water,NULL,Water,Water
2438,Water,Water,Water,NULL,Water,Forest
2439,Water,Water,Water,Non_Water,Water,Grassland
2440,Water,Water,Water,Non_Water,Water,Cropland
2441,Water,Water,Water,Non_Water,Water,Wetland
2442,Water,Water,Water,Non_Water,Water,Bareland
2443,Water,Water,Water,Non_Water,Water,Water
2444,Water,Water,Water,Non_Water,Water,Forest
2445,Water,Water,Water,Water,Water,Grassland
2446,Water,Water,Water,Water,Water,Cropland
2447,Water,Water,Water,Water,Water,Wetland
2448,Water,Water,Water,Water,Water,Bareland
2449,Water,Water,Water,Water,Water,Water
2450,Water,Water,Water,Water,Water,Forest
2451,Water,Water,Forest,NULL,Non_Wetland,Cropland
2452,Water,Water,Forest,NULL,Non_Wetland,Water
2453,Water,Water,Forest,NULL,Non_Wetland,Forest
2454,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2455,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2456,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2457,Water,Water,Forest,Non_Water,Non_Wetland,Water
2458,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2459,Water,Water,Forest,Water,Non_Wetland,Cropland
2460,Water,Water,Forest,Water,Non_Wetland,Wetland
2461,Water,Water,Forest,Water,Non_Wetland,Water
2462,Water,Water,Forest,Water,Non_Wetland,Forest
2463,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2464,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2465,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2466,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2467,Water,Forest,Cropland,Water,Non_Wetland,Forest
2468,Water,Forest,Wetland,Non_Water,Wetland,Wetland
2469,Water,Forest,Wetland,Non_Water,Wetland,Forest
2470,Water,Forest,Wetland,Water,Wetland,Forest
2471,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2472,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2473,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2474,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2475,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2476,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2477,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
2478,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2479,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
2480,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2481,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2482,Forest,NULL,NULL,Water,Non_Wetland,Forest
2483,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2484,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2485,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2486,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2487,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2488,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2489,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2490,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2491,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2492,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2493,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2494,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2495,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2496,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2497,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2498,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2499,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2500,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2501,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2502,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2503,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2504,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2505,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2506,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2507,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2508,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2509,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2510,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2511,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2512,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2513,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2514,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2515,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2516,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2517,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2518,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2519,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2520,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2521,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2522,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2523,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2524,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2525,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2526,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2527,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2528,Forest,NULL,Wetland,NULL,Wetland,NULL
2529,Forest,NULL,Wetland,NULL,Wetland,Grassland
2530,Forest,NULL,Wetland,NULL,Wetland,Cropland
2531,Forest,NULL,Wetland,NULL,Wetland,Wetland
2532,Forest,NULL,Wetland,NULL,Wetland,Forest
2533,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2534,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2535,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2536,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2537,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2538,Forest,NULL,Wetland,Water,Wetland,Grassland
2539,Forest,NULL,Wetland,Water,Wetland,Cropland
2540,Forest,NULL,Wetland,Water,Wetland,Wetland
2541,Forest,NULL,Wetland,Water,Wetland,Water
2542,Forest,NULL,Wetland,Water,Wetland,Forest
2543,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2544,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2545,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2546,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2547,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
