Value,AFRICA_2024_DynamicWorld_2024_36PYU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,AFRICA_2024_WorldCover_2021_36PYU_M_R
2135,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2136,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2137,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2138,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2139,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2140,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2141,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2142,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2143,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2144,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2145,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2146,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2147,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2148,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2149,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2150,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2151,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2152,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2153,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2154,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2155,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2156,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2157,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2158,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2159,Forest,Forest,Wetland,NULL,Wetland,NULL
2160,Forest,Forest,Wetland,NULL,Wetland,Grassland
2161,Forest,Forest,Wetland,NULL,Wetland,Wetland
2162,Forest,Forest,Wetland,NULL,Wetland,Forest
2163,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2164,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2165,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2166,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2167,Forest,Forest,Wetland,Water,Wetland,Grassland
2168,Forest,Forest,Wetland,Water,Wetland,Wetland
2169,Forest,Forest,Wetland,Water,Wetland,Water
2170,Forest,Forest,Wetland,Water,Wetland,Forest
2171,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2172,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2173,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2174,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2175,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2176,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2177,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2178,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2179,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2180,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2181,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2182,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2183,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2184,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2185,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2186,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2187,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2188,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2189,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2190,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2191,Forest,Forest,Water,NULL,Water,Grassland
2192,Forest,Forest,Water,NULL,Water,Forest
2193,Forest,Forest,Water,Non_Water,Water,Grassland
2194,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2195,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2196,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2197,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2198,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2199,Forest,Forest,Forest,NULL,Non_Wetland,Water
2200,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2201,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2202,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2203,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2204,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2205,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2206,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2207,Forest,Forest,Forest,Water,Non_Wetland,NULL
2208,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2209,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2210,Forest,Forest,Forest,Water,Non_Wetland,Water
2211,Forest,Forest,Forest,Water,Non_Wetland,Forest
