Value,AFRICA_2024_DynamicWorld_2024_36PXA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXA_M_R,AFRICA_2024_GSW_Yearly_2021_36PXA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXA_M_R,AFRICA_2024_WorldCover_2021_36PXA_M_R
2129,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2130,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2131,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2132,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2133,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2134,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2135,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2136,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2137,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2138,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2139,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2140,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2141,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2142,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2143,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2144,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2145,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2146,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2147,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2148,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2149,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2150,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2151,Forest,Forest,Wetland,NULL,Wetland,NULL
2152,Forest,Forest,Wetland,NULL,Wetland,Grassland
2153,Forest,Forest,Wetland,NULL,Wetland,Cropland
2154,Forest,Forest,Wetland,NULL,Wetland,Wetland
2155,Forest,Forest,Wetland,NULL,Wetland,Forest
2156,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2157,Forest,Forest,Wetland,Water,Wetland,Forest
2158,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2159,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2160,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2161,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2162,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2163,Forest,Forest,Water,NULL,Water,Forest
2164,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2165,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2166,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2167,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2168,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2169,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2170,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2171,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2172,Forest,Forest,Forest,Water,Non_Wetland,Forest
