Value,AFRICA_2024_DynamicWorld_2024_37PCM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCM_M_R,AFRICA_2024_GSW_Yearly_2021_37PCM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCM_M_R,AFRICA_2024_WorldCover_2021_37PCM_M_R
2132,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2133,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2134,Forest,Forest,Built-up,Non_Water,Non_Wetland,Cropland
2135,Forest,Forest,Built-up,Water,Non_Wetland,Cropland
2136,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2137,Forest,Forest,Water,NULL,Water,NULL
2138,Forest,Forest,Water,NULL,Water,Grassland
2139,Forest,Forest,Water,NULL,Water,Forest
2140,Forest,Forest,Water,Water,Water,Forest
2141,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2142,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2143,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2144,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2145,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2146,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2147,Forest,Forest,Forest,NULL,Non_Wetland,Water
2148,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2149,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2150,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2151,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2152,Forest,Forest,Forest,Water,Non_Wetland,NULL
2153,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2154,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2155,Forest,Forest,Forest,Water,Non_Wetland,Water
2156,Forest,Forest,Forest,Water,Non_Wetland,Forest
