Value,AFRICA_2024_DynamicWorld_2024_37PEM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,AFRICA_2024_WorldCover_2021_37PEM_M_R
2125,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
2126,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2127,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2128,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2129,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2130,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2131,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2132,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2133,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2134,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2135,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2136,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2137,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2138,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2139,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2140,Forest,NULL,Bareland,Water,Non_Wetland,NULL
2141,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2142,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
2143,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2144,Forest,NULL,Bareland,Water,Non_Wetland,Water
2145,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2146,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2147,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2148,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2149,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2150,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2151,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2152,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2153,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2154,Forest,NULL,Built-up,Water,Non_Wetland,NULL
2155,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2156,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2157,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2158,Forest,NULL,Water,NULL,Water,NULL
2159,Forest,NULL,Water,NULL,Water,Grassland
2160,Forest,NULL,Water,NULL,Water,Cropland
2161,Forest,NULL,Water,NULL,Water,Bareland
2162,Forest,NULL,Water,NULL,Water,Water
2163,Forest,NULL,Water,NULL,Water,Forest
2164,Forest,NULL,Water,Water,Water,NULL
2165,Forest,NULL,Water,Water,Water,Grassland
2166,Forest,NULL,Water,Water,Water,Wetland
2167,Forest,NULL,Water,Water,Water,Bareland
2168,Forest,NULL,Water,Water,Water,Forest
2169,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2170,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2171,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2172,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2173,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2174,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2175,Forest,NULL,Forest,NULL,Non_Wetland,Water
2176,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2177,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2178,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2179,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2180,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2181,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2182,Forest,NULL,Forest,Water,Non_Wetland,NULL
2183,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2184,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2185,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2186,Forest,NULL,Forest,Water,Non_Wetland,Water
2187,Forest,NULL,Forest,Water,Non_Wetland,Forest
2188,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2189,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2190,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2191,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2192,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2193,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2194,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2195,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2196,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
2197,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2198,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
2199,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2200,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2201,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2202,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2203,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2207,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
2208,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2209,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2210,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2211,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2212,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
2213,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2214,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2215,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2216,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2217,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2218,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2219,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2220,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2221,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2222,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2223,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2224,Forest,Cropland,Grassland,Water,Non_Wetland,NULL
2225,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
2226,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland
2227,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2228,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2229,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2230,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2231,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2232,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2233,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2234,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2235,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2236,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2237,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2238,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2239,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2240,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2241,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2242,Forest,Cropland,Wetland,NULL,Wetland,NULL
2243,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2244,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2245,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2246,Forest,Cropland,Wetland,NULL,Wetland,Forest
2247,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2248,Forest,Cropland,Wetland,Water,Wetland,Cropland
2249,Forest,Cropland,Wetland,Water,Wetland,Wetland
2250,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2251,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2252,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2253,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2254,Forest,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2255,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2256,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2257,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2258,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2259,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2260,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2261,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2262,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2263,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2264,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
2265,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2266,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2267,Forest,Cropland,Bareland,Water,Non_Wetland,NULL
2268,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2269,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2270,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
2271,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2272,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2273,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2274,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2275,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2276,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
2277,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2278,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
2279,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2280,Forest,Cropland,Built-up,Water,Non_Wetland,Grassland
2281,Forest,Cropland,Built-up,Water,Non_Wetland,Bareland
2282,Forest,Cropland,Water,NULL,Water,NULL
2283,Forest,Cropland,Water,NULL,Water,Grassland
2284,Forest,Cropland,Water,NULL,Water,Cropland
2285,Forest,Cropland,Water,NULL,Water,Bareland
2286,Forest,Cropland,Water,NULL,Water,Forest
2287,Forest,Cropland,Water,Water,Water,Grassland
2288,Forest,Cropland,Water,Water,Water,Wetland
2289,Forest,Cropland,Water,Water,Water,Forest
2290,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2291,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2292,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2293,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2294,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2295,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2296,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2297,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2298,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2299,Forest,Cropland,Forest,Water,Non_Wetland,NULL
2300,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2301,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2302,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2303,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2304,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
2305,Forest,Wetland,NULL,Water,Non_Wetland,Cropland
2306,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2307,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2308,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2309,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
2310,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2311,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2312,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2313,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
2314,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2315,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2316,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2317,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2318,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
2319,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2320,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2321,Forest,Wetland,Wetland,Water,Wetland,Cropland
2322,Forest,Wetland,Bareland,Water,Non_Wetland,Cropland
2323,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2324,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
2325,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2326,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2327,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
2328,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2329,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2330,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2331,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2332,Forest,Bareland,Bareland,NULL,Non_Wetland,Water
2333,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2334,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2335,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2336,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2337,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2338,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
2339,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2340,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2341,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2342,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2343,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2344,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2345,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2346,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2347,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2348,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2349,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2350,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2351,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2352,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2353,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2354,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2355,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2356,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2357,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2358,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2359,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2360,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
2361,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2362,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2363,Forest,Built-up,Wetland,NULL,Wetland,NULL
2364,Forest,Built-up,Wetland,NULL,Wetland,Forest
2365,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2366,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2367,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2368,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2369,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2370,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
2371,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2372,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2373,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2374,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2375,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2376,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2377,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2378,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2379,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2380,Forest,Built-up,Water,NULL,Water,Grassland
2381,Forest,Built-up,Water,Water,Water,Grassland
2382,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2383,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2384,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2385,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2386,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2387,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2388,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2389,Forest,Water,NULL,NULL,Non_Wetland,NULL
2390,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2391,Forest,Water,NULL,NULL,Non_Wetland,Forest
2392,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2393,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2394,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2395,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2396,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2397,Forest,Water,Shrubland,Water,Non_Wetland,NULL
2398,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2399,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2400,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2401,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2402,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2403,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2404,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2405,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2406,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2407,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
2408,Forest,Water,Cropland,Water,Non_Wetland,NULL
2409,Forest,Water,Wetland,Water,Wetland,Bareland
2410,Forest,Water,Wetland,Water,Wetland,Water
2411,Forest,Water,Wetland,Water,Wetland,Forest
2412,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2413,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2414,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2415,Forest,Water,Bareland,NULL,Non_Wetland,Water
2416,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2417,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2418,Forest,Water,Bareland,Water,Non_Wetland,NULL
2419,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2420,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2421,Forest,Water,Bareland,Water,Non_Wetland,Water
2422,Forest,Water,Bareland,Water,Non_Wetland,Forest
2423,Forest,Water,Built-up,NULL,Non_Wetland,NULL
2424,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2425,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
2426,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2427,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2428,Forest,Water,Built-up,Water,Non_Wetland,NULL
2429,Forest,Water,Water,NULL,Water,NULL
2430,Forest,Water,Forest,NULL,Non_Wetland,NULL
2431,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2432,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2433,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2434,Forest,Water,Forest,NULL,Non_Wetland,Forest
2435,Forest,Water,Forest,Water,Non_Wetland,Forest
2436,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2437,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2438,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2439,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2440,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2441,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2442,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2443,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2444,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2445,Forest,Forest,NULL,Water,Non_Wetland,NULL
2446,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2447,Forest,Forest,NULL,Water,Non_Wetland,Bareland
2448,Forest,Forest,NULL,Water,Non_Wetland,Forest
2449,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2450,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2451,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2452,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2454,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2455,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2457,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2458,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2459,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
2460,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2461,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2462,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2463,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2464,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2465,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2466,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2467,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2468,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2469,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2470,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2471,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2472,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2473,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2474,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2475,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2476,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2477,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2478,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2479,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2480,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2481,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2482,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2483,Forest,Forest,Wetland,NULL,Wetland,NULL
2484,Forest,Forest,Wetland,NULL,Wetland,Grassland
2485,Forest,Forest,Wetland,NULL,Wetland,Cropland
2486,Forest,Forest,Wetland,NULL,Wetland,Wetland
2487,Forest,Forest,Wetland,NULL,Wetland,Forest
2488,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2489,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2490,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2491,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2492,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2493,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2494,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2495,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2496,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2497,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2498,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2499,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2500,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2501,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2502,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2503,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2504,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2505,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2506,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2507,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2508,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2509,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2510,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2511,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2512,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2513,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2514,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2515,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2516,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2517,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2518,Forest,Forest,Water,NULL,Water,NULL
2519,Forest,Forest,Water,NULL,Water,Grassland
2520,Forest,Forest,Water,NULL,Water,Forest
2521,Forest,Forest,Water,Water,Water,NULL
2522,Forest,Forest,Water,Water,Water,Grassland
2523,Forest,Forest,Water,Water,Water,Forest
2524,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2525,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2526,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2527,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2528,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2529,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2530,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2531,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2532,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2533,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2534,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2535,Forest,Forest,Forest,Water,Non_Wetland,NULL
2536,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2537,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2538,Forest,Forest,Forest,Water,Non_Wetland,Forest
