Value,AFRICA_2024_DynamicWorld_2024_35PPK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPK_M_R,AFRICA_2024_GSW_Yearly_2021_35PPK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPK_M_R,AFRICA_2024_WorldCover_2021_35PPK_M_R
2127,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2128,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2129,Forest,Forest,Wetland,NULL,Wetland,NULL
2130,Forest,Forest,Wetland,NULL,Wetland,Grassland
2131,Forest,Forest,Wetland,NULL,Wetland,Wetland
2132,Forest,Forest,Wetland,NULL,Wetland,Forest
2133,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2134,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2135,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2136,Forest,Forest,Wetland,Water,Wetland,NULL
2137,Forest,Forest,Wetland,Water,Wetland,Grassland
2138,Forest,Forest,Wetland,Water,Wetland,Wetland
2139,Forest,Forest,Wetland,Water,Wetland,Forest
2140,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2141,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2142,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2143,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2144,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2145,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2146,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2147,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2148,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2149,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2150,Forest,Forest,Built-up,Water,Non_Wetland,NULL
2151,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2152,Forest,Forest,Water,NULL,Water,Wetland
2153,Forest,Forest,Water,Non_Water,Water,Wetland
2154,Forest,Forest,Water,Water,Water,Grassland
2155,Forest,Forest,Water,Water,Water,Wetland
2156,Forest,Forest,Water,Water,Water,Forest
2157,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2158,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2159,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2160,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2161,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2162,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2163,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2164,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2165,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2166,Forest,Forest,Forest,Water,Non_Wetland,Wetland
