Value,AFRICA_2024_DynamicWorld_2024_37PFL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFL_M_R,AFRICA_2024_GSW_Yearly_2021_37PFL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFL_M_R,AFRICA_2024_WorldCover_2021_37PFL_M_R
2145,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2146,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2147,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
2148,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2149,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
2150,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
2151,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
2152,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2153,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2154,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2155,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2156,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2157,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2158,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2159,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
2160,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2161,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
2162,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2163,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2164,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2165,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2166,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2167,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2168,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2169,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
2170,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
2171,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
2172,Forest,Cropland,Grassland,Water,Non_Wetland,Wetland
2173,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2174,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2175,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2176,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2177,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2178,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2179,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2180,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2181,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2182,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2183,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
2184,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
2185,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
2186,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2187,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
2188,Forest,Cropland,Wetland,NULL,Wetland,NULL
2189,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2190,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2191,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2192,Forest,Cropland,Wetland,NULL,Wetland,Bareland
2193,Forest,Cropland,Wetland,NULL,Wetland,Water
2194,Forest,Cropland,Wetland,NULL,Wetland,Forest
2195,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
2196,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2197,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2198,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2199,Forest,Cropland,Wetland,Water,Wetland,NULL
2200,Forest,Cropland,Wetland,Water,Wetland,Grassland
2201,Forest,Cropland,Wetland,Water,Wetland,Cropland
2202,Forest,Cropland,Wetland,Water,Wetland,Wetland
2203,Forest,Cropland,Wetland,Water,Wetland,Water
2204,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2205,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2206,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2207,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2208,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2209,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2210,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
2211,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2212,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
2213,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2214,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
2215,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2216,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
2217,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
2218,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2219,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2220,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2221,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2222,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
2223,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2224,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2225,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
2226,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
2227,Forest,Cropland,Water,NULL,Water,Wetland
2228,Forest,Cropland,Water,Non_Water,Water,Wetland
2229,Forest,Cropland,Water,Water,Water,Wetland
2230,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2231,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2232,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2233,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2234,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2235,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2236,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2237,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2238,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2239,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
2240,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2241,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2242,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2243,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2244,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2245,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2246,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2247,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2248,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2249,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
2250,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2251,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
2252,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2253,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2254,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2255,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2256,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2257,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
2258,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2259,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
2260,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2261,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2262,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2263,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
2264,Forest,Wetland,Wetland,NULL,Wetland,NULL
2265,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2266,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2267,Forest,Wetland,Wetland,NULL,Wetland,Forest
2268,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2269,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2270,Forest,Wetland,Wetland,Water,Wetland,Wetland
2271,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2272,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
2273,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2274,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2275,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
2276,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2277,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2278,Forest,Wetland,Bareland,Water,Non_Wetland,NULL
2279,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
2280,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2281,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
2282,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
2283,Forest,Wetland,Water,NULL,Water,Wetland
2284,Forest,Wetland,Water,Non_Water,Water,Wetland
2285,Forest,Wetland,Water,Water,Water,Wetland
2286,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2287,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2288,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2289,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2290,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2291,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
2292,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2293,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2294,Forest,Bareland,NULL,NULL,Non_Wetland,Wetland
2295,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
2296,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2297,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
2298,Forest,Bareland,Cropland,NULL,Non_Wetland,Wetland
2299,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
2300,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2301,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
2302,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2303,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
2304,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2305,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2306,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2307,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2308,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2309,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2310,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2311,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2312,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2313,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2314,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2315,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2316,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2317,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2318,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2319,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2320,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2321,Forest,Built-up,Wetland,NULL,Wetland,NULL
2322,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2323,Forest,Built-up,Wetland,NULL,Wetland,Forest
2324,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
2325,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
2326,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2327,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2328,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2329,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2330,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2331,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2332,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2333,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2334,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2335,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2336,Forest,Water,NULL,NULL,Non_Wetland,NULL
2337,Forest,Water,NULL,NULL,Non_Wetland,Wetland
2338,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2339,Forest,Water,NULL,NULL,Non_Wetland,Forest
2340,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
2341,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2342,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
2343,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2344,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2345,Forest,Water,Grassland,NULL,Non_Wetland,NULL
2346,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2347,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2348,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2349,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2350,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2351,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2352,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2353,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
2354,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2355,Forest,Water,Cropland,NULL,Non_Wetland,Water
2356,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2357,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
2358,Forest,Water,Cropland,Water,Non_Wetland,NULL
2359,Forest,Water,Cropland,Water,Non_Wetland,Wetland
2360,Forest,Water,Wetland,NULL,Wetland,NULL
2361,Forest,Water,Wetland,NULL,Wetland,Cropland
2362,Forest,Water,Wetland,NULL,Wetland,Wetland
2363,Forest,Water,Wetland,NULL,Wetland,Water
2364,Forest,Water,Wetland,NULL,Wetland,Forest
2365,Forest,Water,Wetland,Non_Water,Wetland,NULL
2366,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2367,Forest,Water,Wetland,Non_Water,Wetland,Forest
2368,Forest,Water,Wetland,Water,Wetland,Wetland
2369,Forest,Water,Wetland,Water,Wetland,Water
2370,Forest,Water,Wetland,Water,Wetland,Forest
2371,Forest,Water,Bareland,NULL,Non_Wetland,NULL
2372,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2373,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2374,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2375,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2376,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2377,Forest,Water,Bareland,Water,Non_Wetland,NULL
2378,Forest,Water,Bareland,Water,Non_Wetland,Wetland
2379,Forest,Water,Bareland,Water,Non_Wetland,Forest
2380,Forest,Water,Built-up,NULL,Non_Wetland,NULL
2381,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2382,Forest,Water,Water,NULL,Water,NULL
2383,Forest,Water,Water,NULL,Water,Wetland
2384,Forest,Water,Water,NULL,Water,Forest
2385,Forest,Water,Water,Water,Water,NULL
2386,Forest,Water,Water,Water,Water,Wetland
2387,Forest,Water,Forest,NULL,Non_Wetland,NULL
2388,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2389,Forest,Water,Forest,NULL,Non_Wetland,Water
2390,Forest,Water,Forest,NULL,Non_Wetland,Forest
2391,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
2392,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2393,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2394,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2395,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2396,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
2397,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2398,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2399,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2400,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
2401,Forest,Forest,NULL,Water,Non_Wetland,Wetland
2402,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2403,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2404,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2405,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2406,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2407,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2408,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2409,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2410,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2411,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2412,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2413,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2414,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2415,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2416,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2417,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2418,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
2419,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2420,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2421,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2422,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2423,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2424,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2425,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2426,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2427,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2428,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2429,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2430,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2431,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2432,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
2433,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2434,Forest,Forest,Wetland,NULL,Wetland,NULL
2435,Forest,Forest,Wetland,NULL,Wetland,Grassland
2436,Forest,Forest,Wetland,NULL,Wetland,Cropland
2437,Forest,Forest,Wetland,NULL,Wetland,Wetland
2438,Forest,Forest,Wetland,NULL,Wetland,Bareland
2439,Forest,Forest,Wetland,NULL,Wetland,Forest
2440,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2441,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2442,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
2443,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2444,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2445,Forest,Forest,Wetland,Water,Wetland,NULL
2446,Forest,Forest,Wetland,Water,Wetland,Grassland
2447,Forest,Forest,Wetland,Water,Wetland,Cropland
2448,Forest,Forest,Wetland,Water,Wetland,Wetland
2449,Forest,Forest,Wetland,Water,Wetland,Forest
2450,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2451,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2452,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2453,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2454,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2455,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2456,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2457,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2458,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2459,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2460,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2461,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2462,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2463,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2464,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2465,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2466,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
2467,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2468,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2469,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2470,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
2471,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2472,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2473,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL
2474,Forest,Forest,Built-up,Water,Non_Wetland,Cropland
2475,Forest,Forest,Water,NULL,Water,NULL
2476,Forest,Forest,Water,NULL,Water,Wetland
2477,Forest,Forest,Water,NULL,Water,Forest
2478,Forest,Forest,Water,Non_Water,Water,Wetland
2479,Forest,Forest,Water,Water,Water,Wetland
2480,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2481,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2482,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2483,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2484,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2485,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2486,Forest,Forest,Forest,NULL,Non_Wetland,Water
2487,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2488,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2489,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2490,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2491,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2492,Forest,Forest,Forest,Water,Non_Wetland,Water
2493,Forest,Forest,Forest,Water,Non_Wetland,Forest
