Value,AFRICA_2024_DynamicWorld_2024_36PZA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,AFRICA_2024_WorldCover_2021_36PZA_M_R
2150,Forest,NULL,Water,Non_Water,Water,Grassland
2151,Forest,NULL,Water,Non_Water,Water,Cropland
2152,Forest,NULL,Water,Non_Water,Water,Forest
2153,Forest,NULL,Water,Water,Water,Forest
2154,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2155,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2156,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2157,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2158,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2159,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2160,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2161,Forest,NULL,Forest,Water,Non_Wetland,Forest
2162,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
2163,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2164,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
2165,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2166,Forest,Cropland,NULL,Water,Non_Wetland,Forest
2167,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2168,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2169,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2170,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2171,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2172,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2173,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
2174,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2175,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2176,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2177,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2178,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2179,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2180,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2181,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
2182,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2183,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2184,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2185,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2186,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2187,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2188,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2189,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2190,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2191,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2192,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
2193,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2194,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
2195,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2196,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
2197,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
2198,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2199,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2200,Forest,Cropland,Wetland,NULL,Wetland,Cropland
2201,Forest,Cropland,Wetland,NULL,Wetland,Forest
2202,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
2203,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2204,Forest,Cropland,Wetland,Water,Wetland,Cropland
2205,Forest,Cropland,Wetland,Water,Wetland,Water
2206,Forest,Cropland,Wetland,Water,Wetland,Forest
2207,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2208,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2209,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2210,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2211,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2212,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
2213,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2214,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2215,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water
2216,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2217,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
2218,Forest,Cropland,Bareland,Water,Non_Wetland,Water
2219,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
2220,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2221,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2222,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
2223,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2224,Forest,Cropland,Water,NULL,Water,Forest
2225,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2226,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2227,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2228,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2229,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2230,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2231,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2232,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2233,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2234,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2235,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2236,Forest,Wetland,Wetland,Water,Wetland,Forest
2237,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2238,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2239,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2240,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2241,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2242,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2243,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2244,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2245,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2246,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
2247,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2248,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
2249,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2250,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2251,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2252,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2253,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2254,Forest,Water,NULL,NULL,Non_Wetland,Forest
2255,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2256,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2257,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2258,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2259,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2260,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2261,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2262,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2263,Forest,Water,Grassland,Water,Non_Wetland,Forest
2264,Forest,Water,Cropland,NULL,Non_Wetland,NULL
2265,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2266,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
2267,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2268,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2269,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2270,Forest,Water,Cropland,Water,Non_Wetland,Forest
2271,Forest,Water,Wetland,NULL,Wetland,Forest
2272,Forest,Water,Wetland,Non_Water,Wetland,Cropland
2273,Forest,Water,Wetland,Non_Water,Wetland,Water
2274,Forest,Water,Wetland,Non_Water,Wetland,Forest
2275,Forest,Water,Wetland,Water,Wetland,Water
2276,Forest,Water,Wetland,Water,Wetland,Forest
2277,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2278,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2279,Forest,Water,Bareland,NULL,Non_Wetland,Water
2280,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2281,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2282,Forest,Water,Bareland,Water,Non_Wetland,Forest
2283,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2284,Forest,Water,Water,NULL,Water,Forest
2285,Forest,Water,Water,Non_Water,Water,Forest
2286,Forest,Water,Water,Water,Water,Forest
2287,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2288,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2289,Forest,Water,Forest,NULL,Non_Wetland,Forest
2290,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2291,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2292,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2293,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2294,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2295,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2296,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2298,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2299,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2302,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2303,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2304,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2305,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2306,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2307,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2308,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2309,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2310,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2311,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2312,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2313,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2314,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2315,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2316,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2317,Forest,Forest,Wetland,NULL,Wetland,Grassland
2318,Forest,Forest,Wetland,NULL,Wetland,Cropland
2319,Forest,Forest,Wetland,NULL,Wetland,Forest
2320,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2321,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2322,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2323,Forest,Forest,Wetland,Water,Wetland,Grassland
2324,Forest,Forest,Wetland,Water,Wetland,Cropland
2325,Forest,Forest,Wetland,Water,Wetland,Water
2326,Forest,Forest,Wetland,Water,Wetland,Forest
2327,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2328,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2329,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2330,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2331,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2332,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2333,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2334,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2335,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2336,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2337,Forest,Forest,Water,NULL,Water,Forest
2338,Forest,Forest,Water,Non_Water,Water,Forest
2339,Forest,Forest,Water,Water,Water,Forest
2340,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2341,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2342,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2343,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2344,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
