Value,SIBERIA_2024_ESA_CALU_2024_42WXD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXD_M_R,SIBERIA_2024_WorldCover_2021_42WXD_M_R
1958,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1959,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1960,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1961,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1962,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1963,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1964,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1965,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1966,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
1967,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1968,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1969,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1970,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1971,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1972,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1973,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1974,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1975,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1976,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1977,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1978,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1979,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1980,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1981,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1982,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1983,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1984,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1985,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1986,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1987,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1988,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1989,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1990,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1991,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1992,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1993,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1994,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1995,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1996,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1997,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1998,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1999,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
2000,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2001,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
2002,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
2003,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2004,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
2005,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
2006,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2007,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
2008,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
2009,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
2010,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2011,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
2012,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2013,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2014,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
2015,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2016,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
2017,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
2018,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2019,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
2020,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
2021,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
2022,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
2023,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2024,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2025,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2026,Bareland,Forest,Wetland,NULL,Wetland,Grassland
2027,Bareland,Forest,Wetland,NULL,Wetland,Wetland
2028,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2029,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
2030,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2031,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2032,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2033,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
2034,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
2035,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
2036,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2037,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
2038,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
2039,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
2040,Bareland,Forest,Water,Water,Water,Wetland
2041,Water,NULL,Wetland,Water,Wetland,Water
2042,Water,NULL,Water,Water,Water,Water
2043,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2044,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2045,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2046,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2047,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
2048,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2049,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
2050,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
2051,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
2052,Water,Wetland,Wetland,NULL,Wetland,Wetland
2053,Water,Wetland,Wetland,NULL,Wetland,Water
2054,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2055,Water,Wetland,Wetland,Non_Water,Wetland,Water
2056,Water,Wetland,Wetland,Water,NULL,Wetland
2057,Water,Wetland,Wetland,Water,NULL,Water
2058,Water,Wetland,Wetland,Water,Wetland,Grassland
2059,Water,Wetland,Wetland,Water,Wetland,Wetland
2060,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2061,Water,Wetland,Wetland,Water,Wetland,Bareland
2062,Water,Wetland,Wetland,Water,Wetland,Water
2063,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2064,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2065,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2066,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2067,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2068,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2069,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2070,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2071,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2072,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2073,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2074,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2075,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2076,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
2077,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2078,Water,Wetland,Bareland,NULL,Non_Wetland,Water
2079,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2080,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
2081,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2082,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
2083,Water,Wetland,Bareland,Water,Non_Wetland,Water
2084,Water,Wetland,Built-up,NULL,Non_Wetland,Water
2085,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water
2086,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
2087,Water,Wetland,Water,NULL,Water,Wetland
2088,Water,Wetland,Water,NULL,Water,Water
2089,Water,Wetland,Water,Non_Water,Water,Wetland
2090,Water,Wetland,Water,Non_Water,Water,Water
2091,Water,Wetland,Water,Water,NULL,Water
2092,Water,Wetland,Water,Water,Water,Grassland
2093,Water,Wetland,Water,Water,Water,Wetland
2094,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
2095,Water,Wetland,Water,Water,Water,Bareland
2096,Water,Wetland,Water,Water,Water,Water
2097,Water,Bareland,Wetland,NULL,Wetland,Bareland
2098,Water,Bareland,Wetland,NULL,Wetland,Water
2099,Water,Bareland,Wetland,Water,Wetland,Water
2100,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2101,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
2102,Water,Bareland,Water,Water,Water,Water
2103,Water,Built-up,Wetland,Water,Wetland,Bareland
2104,Water,Built-up,Wetland,Water,Wetland,Water
2105,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2106,Water,Water,Shrubland,NULL,Non_Wetland,Water
2107,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2108,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2109,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2110,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2111,Water,Water,Shrubland,Water,Non_Wetland,Water
2112,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2113,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2114,Water,Water,Grassland,NULL,Non_Wetland,Water
2115,Water,Water,Grassland,Water,Non_Wetland,Water
2116,Water,Water,Wetland,NULL,NULL,Wetland
2117,Water,Water,Wetland,NULL,NULL,Bareland
2118,Water,Water,Wetland,NULL,NULL,Water
2119,Water,Water,Wetland,NULL,Wetland,Wetland
2120,Water,Water,Wetland,NULL,Wetland,Bareland
2121,Water,Water,Wetland,NULL,Wetland,Water
2122,Water,Water,Wetland,Non_Water,NULL,Wetland
2123,Water,Water,Wetland,Non_Water,NULL,Bareland
2124,Water,Water,Wetland,Non_Water,NULL,Water
2125,Water,Water,Wetland,Non_Water,Wetland,Wetland
2126,Water,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2127,Water,Water,Wetland,Non_Water,Wetland,Bareland
2128,Water,Water,Wetland,Non_Water,Wetland,Water
2129,Water,Water,Wetland,Water,NULL,Bareland
2130,Water,Water,Wetland,Water,NULL,Water
2131,Water,Water,Wetland,Water,Wetland,Grassland
2132,Water,Water,Wetland,Water,Wetland,Wetland
2133,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2134,Water,Water,Wetland,Water,Wetland,Bareland
2135,Water,Water,Wetland,Water,Wetland,Water
2136,Water,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
2137,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2138,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2139,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2140,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2141,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2142,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2143,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2144,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2145,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2146,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2147,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2148,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2149,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2150,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2151,Water,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2152,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2153,Water,Water,Bareland,NULL,Non_Wetland,Water
2154,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2155,Water,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2156,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2157,Water,Water,Bareland,Water,Non_Wetland,Wetland
2158,Water,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2159,Water,Water,Bareland,Water,Non_Wetland,Bareland
2160,Water,Water,Bareland,Water,Non_Wetland,Water
2161,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2162,Water,Water,Built-up,Water,Non_Wetland,Water
2163,Water,Water,Water,NULL,NULL,Water
2164,Water,Water,Water,NULL,Water,Wetland
2165,Water,Water,Water,NULL,Water,Water
2166,Water,Water,Water,Non_Water,NULL,Water
2167,Water,Water,Water,Non_Water,Water,Wetland
2168,Water,Water,Water,Non_Water,Water,Water
2169,Water,Water,Water,Water,NULL,Wetland
2170,Water,Water,Water,Water,NULL,Water
2171,Water,Water,Water,Water,Water,Grassland
2172,Water,Water,Water,Water,Water,Wetland
2173,Water,Water,Water,Water,Water,Lichens_and_Mosses
2174,Water,Water,Water,Water,Water,Bareland
2175,Water,Water,Water,Water,Water,Water
2176,Water,Water,Water,Water,Water,Permanent_ice_and_snow
2177,Water,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
2178,Water,Permanent_ice_and_snow,Wetland,Water,NULL,Water
2179,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2180,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2181,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2182,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2183,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2184,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2185,Water,Permanent_ice_and_snow,Water,Water,Water,Water
2186,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
2187,Permanent_ice_and_snow,Water,Wetland,NULL,NULL,Water
2188,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
2189,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland
2190,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
2191,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2192,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2193,Permanent_ice_and_snow,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2194,Permanent_ice_and_snow,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2195,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
2196,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water
2197,Permanent_ice_and_snow,Water,Water,NULL,Water,Lichens_and_Mosses
2198,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2199,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
2200,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
2201,Permanent_ice_and_snow,Water,Water,Water,Water,Lichens_and_Mosses
2202,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2203,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,NULL,Water
2204,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2205,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2206,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2207,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2208,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2209,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2210,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2211,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2212,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2213,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2214,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2215,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2216,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2217,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2218,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2219,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2220,Forest,NULL,Wetland,NULL,NULL,Wetland
2221,Forest,NULL,Wetland,NULL,Wetland,Grassland
2222,Forest,NULL,Wetland,NULL,Wetland,Wetland
2223,Forest,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
2224,Forest,NULL,Wetland,NULL,Wetland,Water
2225,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2226,Forest,NULL,Wetland,Non_Water,Wetland,Water
2227,Forest,NULL,Wetland,Water,Wetland,Wetland
2228,Forest,NULL,Wetland,Water,Wetland,Water
2229,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2230,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2231,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2232,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2233,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2234,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2235,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2236,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2237,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2238,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2239,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
2240,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2241,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2242,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2243,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2244,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2245,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2246,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2247,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2248,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2249,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2250,Forest,NULL,Bareland,Water,Non_Wetland,Water
2251,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2252,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2253,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2254,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2255,Forest,NULL,Water,NULL,Water,Grassland
2256,Forest,NULL,Water,NULL,Water,Wetland
2257,Forest,NULL,Water,NULL,Water,Water
2258,Forest,NULL,Water,Non_Water,Water,Wetland
2259,Forest,NULL,Water,Non_Water,Water,Water
2260,Forest,NULL,Water,Water,Water,Wetland
2261,Forest,NULL,Water,Water,Water,Water
2262,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2263,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2264,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2265,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2266,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2267,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2268,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2269,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2270,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2271,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2272,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2273,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2274,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2275,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2276,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2277,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2278,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2279,Forest,Wetland,Wetland,NULL,NULL,Wetland
2280,Forest,Wetland,Wetland,NULL,NULL,Water
2281,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2282,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2283,Forest,Wetland,Wetland,NULL,Wetland,Water
2284,Forest,Wetland,Wetland,Non_Water,NULL,Wetland
2285,Forest,Wetland,Wetland,Non_Water,NULL,Water
2286,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2287,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2288,Forest,Wetland,Wetland,Water,NULL,Wetland
2289,Forest,Wetland,Wetland,Water,NULL,Water
2290,Forest,Wetland,Wetland,Water,Wetland,Wetland
2291,Forest,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2292,Forest,Wetland,Wetland,Water,Wetland,Bareland
2293,Forest,Wetland,Wetland,Water,Wetland,Water
2294,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2295,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2296,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2297,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2298,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2299,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2300,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2301,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2302,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2303,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2304,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2305,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2306,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2307,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2308,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2309,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2310,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2311,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
2312,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2313,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2314,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2315,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
2316,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
2317,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
2318,Forest,Wetland,Built-up,Water,Non_Wetland,Water
2319,Forest,Wetland,Water,NULL,Water,Wetland
2320,Forest,Wetland,Water,NULL,Water,Water
2321,Forest,Wetland,Water,Non_Water,Water,Wetland
2322,Forest,Wetland,Water,Non_Water,Water,Water
2323,Forest,Wetland,Water,Water,Water,Wetland
2324,Forest,Wetland,Water,Water,Water,Water
2325,Forest,Wetland,Water,Water,Water,Permanent_ice_and_snow
2326,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2327,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2328,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2329,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2330,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2331,Forest,Water,Shrubland,Water,Non_Wetland,Water
2332,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2333,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2334,Forest,Water,Grassland,NULL,Non_Wetland,Water
2335,Forest,Water,Wetland,NULL,NULL,Water
2336,Forest,Water,Wetland,NULL,Wetland,Wetland
2337,Forest,Water,Wetland,NULL,Wetland,Bareland
2338,Forest,Water,Wetland,NULL,Wetland,Water
2339,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2340,Forest,Water,Wetland,Non_Water,Wetland,Water
2341,Forest,Water,Wetland,Water,Wetland,Wetland
2342,Forest,Water,Wetland,Water,Wetland,Water
2343,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2344,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2345,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2346,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2347,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2348,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2349,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2350,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2351,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2352,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2353,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
