Value,SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R,SIBERIA_2024_WorldCover_2021_42WXC_M_R
1969,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1970,Bareland,Water,Forest,NULL,Non_Wetland,Water
1971,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1972,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
1973,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1974,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1975,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1976,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1977,Bareland,Water,Forest,Water,Non_Wetland,Water
1978,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1979,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1980,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1981,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1982,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1983,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1984,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1985,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1986,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1987,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1988,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1989,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1990,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1991,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1992,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1993,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1994,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1995,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1996,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1997,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1998,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1999,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2000,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2001,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2002,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2003,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2004,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2005,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2006,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2007,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2008,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2009,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2010,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
2011,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
2012,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2013,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
2014,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
2015,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2016,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2017,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
2018,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2019,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
2020,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
2021,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2022,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
2023,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2024,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
2025,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2026,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2027,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
2028,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
2029,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
2030,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
2031,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
2032,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
2033,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
2034,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2035,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2036,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2037,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
2038,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
2039,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
2040,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2041,Bareland,Forest,Wetland,NULL,Wetland,Grassland
2042,Bareland,Forest,Wetland,NULL,Wetland,Wetland
2043,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2044,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
2045,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2046,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2047,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2048,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
2049,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
2050,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2051,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
2052,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
2053,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2054,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2055,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2056,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2057,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2058,Water,Wetland,Wetland,NULL,Wetland,Water
2059,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2060,Water,Wetland,Wetland,Non_Water,Wetland,Water
2061,Water,Wetland,Wetland,Water,NULL,Wetland
2062,Water,Wetland,Wetland,Water,NULL,Water
2063,Water,Wetland,Wetland,Water,Wetland,Wetland
2064,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2065,Water,Wetland,Wetland,Water,Wetland,Bareland
2066,Water,Wetland,Wetland,Water,Wetland,Water
2067,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2068,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2069,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2070,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2071,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2072,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2073,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2074,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2075,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2076,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2077,Water,Wetland,Bareland,NULL,Non_Wetland,Water
2078,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
2079,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2080,Water,Wetland,Bareland,Water,Non_Wetland,Water
2081,Water,Wetland,Water,NULL,Water,Wetland
2082,Water,Wetland,Water,NULL,Water,Water
2083,Water,Wetland,Water,Non_Water,Water,Grassland
2084,Water,Wetland,Water,Non_Water,Water,Wetland
2085,Water,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
2086,Water,Wetland,Water,Non_Water,Water,Bareland
2087,Water,Wetland,Water,Non_Water,Water,Water
2088,Water,Wetland,Water,Water,NULL,Water
2089,Water,Wetland,Water,Water,Water,Grassland
2090,Water,Wetland,Water,Water,Water,Wetland
2091,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
2092,Water,Wetland,Water,Water,Water,Bareland
2093,Water,Wetland,Water,Water,Water,Water
2094,Water,Wetland,Forest,NULL,Non_Wetland,Water
2095,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
2096,Water,Wetland,Forest,Water,Non_Wetland,Water
2097,Water,Water,Shrubland,NULL,Non_Wetland,Water
2098,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2099,Water,Water,Shrubland,Water,Non_Wetland,Water
2100,Water,Water,Grassland,NULL,Non_Wetland,Water
2101,Water,Water,Grassland,Water,Non_Wetland,Water
2102,Water,Water,Wetland,NULL,NULL,Wetland
2103,Water,Water,Wetland,NULL,NULL,Water
2104,Water,Water,Wetland,NULL,Wetland,Water
2105,Water,Water,Wetland,Non_Water,Wetland,Wetland
2106,Water,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2107,Water,Water,Wetland,Non_Water,Wetland,Water
2108,Water,Water,Wetland,Water,NULL,Water
2109,Water,Water,Wetland,Water,Wetland,Wetland
2110,Water,Water,Wetland,Water,Wetland,Water
2111,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2112,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2113,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2114,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2115,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2116,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2117,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2118,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2119,Water,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2120,Water,Water,Bareland,NULL,Non_Wetland,Water
2121,Water,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2122,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2123,Water,Water,Bareland,Water,Non_Wetland,Wetland
2124,Water,Water,Bareland,Water,Non_Wetland,Water
2125,Water,Water,Water,NULL,NULL,Water
2126,Water,Water,Water,NULL,Water,Grassland
2127,Water,Water,Water,NULL,Water,Wetland
2128,Water,Water,Water,NULL,Water,Lichens_and_Mosses
2129,Water,Water,Water,NULL,Water,Bareland
2130,Water,Water,Water,NULL,Water,Water
2131,Water,Water,Water,Non_Water,Water,Wetland
2132,Water,Water,Water,Non_Water,Water,Water
2133,Water,Water,Water,Water,NULL,Water
2134,Water,Water,Water,Water,Water,Grassland
2135,Water,Water,Water,Water,Water,Wetland
2136,Water,Water,Water,Water,Water,Lichens_and_Mosses
2137,Water,Water,Water,Water,Water,Bareland
2138,Water,Water,Water,Water,Water,Water
2139,Water,Water,Forest,NULL,Non_Wetland,Water
2140,Water,Water,Forest,Non_Water,Non_Wetland,Water
2141,Water,Water,Forest,Water,Non_Wetland,Water
2142,Water,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2143,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
2144,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2145,Water,Permanent_ice_and_snow,Water,Water,Water,Water
2146,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,Water
2147,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
2148,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2149,Permanent_ice_and_snow,Water,Water,NULL,Water,Lichens_and_Mosses
2150,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2151,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2152,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2153,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2154,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2155,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2156,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2157,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2158,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2159,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2160,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2161,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2162,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2163,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2164,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2165,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2166,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2167,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2168,Forest,NULL,Wetland,NULL,Wetland,Grassland
2169,Forest,NULL,Wetland,NULL,Wetland,Wetland
2170,Forest,NULL,Wetland,NULL,Wetland,Water
2171,Forest,NULL,Wetland,NULL,Wetland,Forest
2172,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2173,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2174,Forest,NULL,Wetland,Non_Water,Wetland,Water
2175,Forest,NULL,Wetland,Water,Wetland,Grassland
2176,Forest,NULL,Wetland,Water,Wetland,Wetland
2177,Forest,NULL,Wetland,Water,Wetland,Water
2178,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2179,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2180,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2181,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2182,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2183,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2184,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2185,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2186,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2187,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
2188,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2189,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2190,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2191,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2192,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2193,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2194,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2195,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2196,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2197,Forest,NULL,Bareland,Water,Non_Wetland,Water
2198,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2199,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2200,Forest,NULL,Water,NULL,Water,Grassland
2201,Forest,NULL,Water,NULL,Water,Water
2202,Forest,NULL,Water,Non_Water,Water,Wetland
2203,Forest,NULL,Water,Water,Water,Wetland
2204,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2205,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2206,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2207,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2208,Forest,NULL,Forest,NULL,Non_Wetland,Water
2209,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2210,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2211,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2212,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2213,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2214,Forest,Wetland,NULL,NULL,Non_Wetland,Water
2215,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2216,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2217,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2218,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2219,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2220,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2221,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2222,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2223,Forest,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2224,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2225,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2226,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2227,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2228,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2229,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
2230,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2231,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2232,Forest,Wetland,Grassland,Water,Non_Wetland,Water
2233,Forest,Wetland,Wetland,NULL,NULL,Wetland
2234,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2235,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2236,Forest,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
2237,Forest,Wetland,Wetland,NULL,Wetland,Bareland
2238,Forest,Wetland,Wetland,NULL,Wetland,Water
2239,Forest,Wetland,Wetland,NULL,Wetland,Forest
2240,Forest,Wetland,Wetland,Non_Water,NULL,Wetland
2241,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2242,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2243,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
2244,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2245,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2246,Forest,Wetland,Wetland,Water,NULL,Wetland
2247,Forest,Wetland,Wetland,Water,NULL,Water
2248,Forest,Wetland,Wetland,Water,Wetland,Grassland
2249,Forest,Wetland,Wetland,Water,Wetland,Wetland
2250,Forest,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2251,Forest,Wetland,Wetland,Water,Wetland,Bareland
2252,Forest,Wetland,Wetland,Water,Wetland,Water
2253,Forest,Wetland,Wetland,Water,Wetland,Forest
2254,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2255,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2256,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2257,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2258,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2259,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2260,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2261,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2262,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2263,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2264,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2265,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2266,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2267,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2268,Forest,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2269,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
2270,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2271,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2272,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2273,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2274,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2275,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
2276,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2277,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
2278,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2279,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2280,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
2281,Forest,Wetland,Water,NULL,Water,Grassland
2282,Forest,Wetland,Water,NULL,Water,Wetland
2283,Forest,Wetland,Water,NULL,Water,Water
2284,Forest,Wetland,Water,NULL,Water,Forest
2285,Forest,Wetland,Water,Non_Water,Water,Grassland
2286,Forest,Wetland,Water,Non_Water,Water,Wetland
2287,Forest,Wetland,Water,Non_Water,Water,Water
2288,Forest,Wetland,Water,Water,Water,Grassland
2289,Forest,Wetland,Water,Water,Water,Wetland
2290,Forest,Wetland,Water,Water,Water,Bareland
2291,Forest,Wetland,Water,Water,Water,Water
2292,Forest,Wetland,Water,Water,Water,Forest
2293,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2294,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2295,Forest,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2296,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2297,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2298,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2299,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2300,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2301,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2302,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2303,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2304,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2305,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2306,Forest,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2307,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
2308,Forest,Wetland,Forest,Water,Non_Wetland,Water
2309,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2310,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2311,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2312,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2313,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2314,Forest,Water,Grassland,NULL,Non_Wetland,Water
2315,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2316,Forest,Water,Grassland,Water,Non_Wetland,Wetland
2317,Forest,Water,Grassland,Water,Non_Wetland,Water
2318,Forest,Water,Wetland,NULL,NULL,Water
2319,Forest,Water,Wetland,NULL,Wetland,Wetland
2320,Forest,Water,Wetland,NULL,Wetland,Bareland
2321,Forest,Water,Wetland,NULL,Wetland,Water
2322,Forest,Water,Wetland,NULL,Wetland,Forest
2323,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2324,Forest,Water,Wetland,Non_Water,Wetland,Water
2325,Forest,Water,Wetland,Water,Wetland,Wetland
2326,Forest,Water,Wetland,Water,Wetland,Water
2327,Forest,Water,Wetland,Water,Wetland,Forest
2328,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2329,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2330,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2331,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2332,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2333,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2334,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2335,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2336,Forest,Water,Bareland,NULL,Non_Wetland,Water
2337,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
2338,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2339,Forest,Water,Bareland,Water,Non_Wetland,Wetland
2340,Forest,Water,Bareland,Water,Non_Wetland,Water
2341,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland
2342,Forest,Water,Water,NULL,Water,Wetland
2343,Forest,Water,Water,NULL,Water,Water
2344,Forest,Water,Water,NULL,Water,Forest
2345,Forest,Water,Water,Non_Water,Water,Wetland
2346,Forest,Water,Water,Non_Water,Water,Water
2347,Forest,Water,Water,Water,Water,Grassland
2348,Forest,Water,Water,Water,Water,Wetland
2349,Forest,Water,Water,Water,Water,Water
2350,Forest,Water,Water,Water,Water,Forest
2351,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2352,Forest,Water,Forest,NULL,Non_Wetland,Wetland
2353,Forest,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2354,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2355,Forest,Water,Forest,NULL,Non_Wetland,Water
2356,Forest,Water,Forest,NULL,Non_Wetland,Forest
2357,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2358,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2359,Forest,Water,Forest,Water,Non_Wetland,Wetland
2360,Forest,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
2361,Forest,Water,Forest,Water,Non_Wetland,Water
2362,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2363,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2364,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
2365,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
2366,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2367,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2368,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
2369,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2370,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
2371,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
