Value,SIBERIA_2024_ESA_CALU_2024_44WNE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNE_M_R,SIBERIA_2024_WorldCover_2021_44WNE_M_R
1948,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1949,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1950,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1951,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1952,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1953,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1954,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1955,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1956,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1957,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1958,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1959,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1960,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1961,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1962,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1963,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
1964,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1965,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1966,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1967,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1968,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1969,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1970,Bareland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1971,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1972,Bareland,Water,Grassland,Water,Non_Wetland,Water
1973,Bareland,Water,Wetland,NULL,NULL,Grassland
1974,Bareland,Water,Wetland,NULL,NULL,Wetland
1975,Bareland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
1976,Bareland,Water,Wetland,NULL,NULL,Bareland
1977,Bareland,Water,Wetland,NULL,NULL,Water
1978,Bareland,Water,Wetland,NULL,Wetland,Grassland
1979,Bareland,Water,Wetland,NULL,Wetland,Wetland
1980,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1981,Bareland,Water,Wetland,NULL,Wetland,Bareland
1982,Bareland,Water,Wetland,NULL,Wetland,Water
1983,Bareland,Water,Wetland,Non_Water,NULL,Bareland
1984,Bareland,Water,Wetland,Non_Water,NULL,Water
1985,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1986,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1987,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1988,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1989,Bareland,Water,Wetland,Non_Water,Wetland,Water
1990,Bareland,Water,Wetland,Water,NULL,Grassland
1991,Bareland,Water,Wetland,Water,NULL,Wetland
1992,Bareland,Water,Wetland,Water,NULL,Lichens_and_Mosses
1993,Bareland,Water,Wetland,Water,NULL,Bareland
1994,Bareland,Water,Wetland,Water,NULL,Water
1995,Bareland,Water,Wetland,Water,Wetland,Grassland
1996,Bareland,Water,Wetland,Water,Wetland,Wetland
1997,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1998,Bareland,Water,Wetland,Water,Wetland,Bareland
1999,Bareland,Water,Wetland,Water,Wetland,Water
2000,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2001,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2002,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2003,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2004,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2005,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2006,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2007,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2008,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2009,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2010,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2011,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2012,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2013,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2014,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
2015,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2016,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2017,Bareland,Water,Bareland,NULL,Non_Wetland,Water
2018,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2019,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
2020,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2021,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
2022,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
2023,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
2024,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
2025,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2026,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
2027,Bareland,Water,Bareland,Water,Non_Wetland,Water
2028,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
2029,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
2030,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2031,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2032,Bareland,Water,Built-up,NULL,Non_Wetland,Water
2033,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
2034,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2035,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
2036,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
2037,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
2038,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2039,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
2040,Bareland,Water,Built-up,Water,Non_Wetland,Water
2041,Bareland,Water,Water,NULL,NULL,Grassland
2042,Bareland,Water,Water,NULL,Water,Grassland
2043,Bareland,Water,Water,NULL,Water,Wetland
2044,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
2045,Bareland,Water,Water,NULL,Water,Bareland
2046,Bareland,Water,Water,NULL,Water,Water
2047,Bareland,Water,Water,Non_Water,Water,Grassland
2048,Bareland,Water,Water,Non_Water,Water,Wetland
2049,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
2050,Bareland,Water,Water,Non_Water,Water,Water
2051,Bareland,Water,Water,Water,NULL,Wetland
2052,Bareland,Water,Water,Water,NULL,Bareland
2053,Bareland,Water,Water,Water,NULL,Water
2054,Bareland,Water,Water,Water,Water,Grassland
2055,Bareland,Water,Water,Water,Water,Wetland
2056,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
2057,Bareland,Water,Water,Water,Water,Water
2058,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
2059,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2060,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
2061,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2062,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2063,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
2064,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
2065,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
2066,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
2067,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2068,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
2069,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
2070,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
2071,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
2072,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2073,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
2074,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
2075,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2076,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2077,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2078,Bareland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
2079,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
2080,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
2081,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
2082,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
2083,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
2084,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2085,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2086,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
2087,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
2088,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2089,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
2090,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
2091,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
2092,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Lichens_and_Mosses
2093,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
2094,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
2095,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
2096,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
2097,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2098,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
2099,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
2100,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
2101,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
2102,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
2103,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
2104,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
2105,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
2106,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
2107,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
2108,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
2109,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2110,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2111,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2112,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2113,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2114,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2115,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2116,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2117,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2118,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2119,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2120,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2121,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2122,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2123,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2124,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2125,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
2126,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
2127,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
2128,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2129,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
2130,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2131,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
2132,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2133,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
2134,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2135,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
2136,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
2137,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2138,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
2139,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
2140,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2141,Bareland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
2142,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
2143,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
2144,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2145,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
2146,Bareland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
2147,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
2148,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
2149,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2150,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
2151,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2152,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
2153,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
2154,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2155,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
2156,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
2157,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
2158,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
2159,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2160,Bareland,Forest,Shrubland,Water,Non_Wetland,Wetland
2161,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2162,Bareland,Forest,Wetland,NULL,NULL,Grassland
2163,Bareland,Forest,Wetland,NULL,NULL,Bareland
2164,Bareland,Forest,Wetland,NULL,Wetland,Grassland
2165,Bareland,Forest,Wetland,NULL,Wetland,Wetland
2166,Bareland,Forest,Wetland,Water,Wetland,Grassland
2167,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2168,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2169,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
2170,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
2171,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2172,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
2173,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2174,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
2175,Water,NULL,Wetland,Water,Wetland,Water
2176,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2177,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2178,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
2179,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2180,Water,Wetland,Shrubland,Water,Non_Wetland,Water
2181,Water,Wetland,Grassland,NULL,Non_Wetland,Water
2182,Water,Wetland,Wetland,NULL,Wetland,Water
2183,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2184,Water,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2185,Water,Wetland,Wetland,Non_Water,Wetland,Water
2186,Water,Wetland,Wetland,Water,NULL,Water
2187,Water,Wetland,Wetland,Water,Wetland,Wetland
2188,Water,Wetland,Wetland,Water,Wetland,Water
2189,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2190,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2191,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2192,Water,Wetland,Water,NULL,Water,Wetland
2193,Water,Wetland,Water,NULL,Water,Water
2194,Water,Wetland,Water,Non_Water,Water,Water
2195,Water,Wetland,Water,Water,NULL,Water
2196,Water,Wetland,Water,Water,Water,Wetland
2197,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
2198,Water,Wetland,Water,Water,Water,Water
2199,Water,Wetland,Forest,Water,Non_Wetland,Water
2200,Water,Bareland,Wetland,Water,Wetland,Water
2201,Water,Bareland,Water,Water,Water,Water
2202,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2203,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2204,Water,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2205,Water,Water,Shrubland,NULL,Non_Wetland,Water
2206,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2207,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2208,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2209,Water,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2210,Water,Water,Shrubland,Water,Non_Wetland,Water
2211,Water,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2212,Water,Water,Grassland,NULL,Non_Wetland,Water
2213,Water,Water,Grassland,Water,Non_Wetland,Grassland
2214,Water,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
2215,Water,Water,Grassland,Water,Non_Wetland,Water
2216,Water,Water,Wetland,NULL,NULL,Wetland
2217,Water,Water,Wetland,NULL,NULL,Water
2218,Water,Water,Wetland,NULL,Wetland,Wetland
2219,Water,Water,Wetland,NULL,Wetland,Bareland
2220,Water,Water,Wetland,NULL,Wetland,Water
2221,Water,Water,Wetland,Non_Water,NULL,Water
2222,Water,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2223,Water,Water,Wetland,Non_Water,Wetland,Bareland
2224,Water,Water,Wetland,Non_Water,Wetland,Water
2225,Water,Water,Wetland,Water,NULL,Wetland
2226,Water,Water,Wetland,Water,NULL,Bareland
2227,Water,Water,Wetland,Water,NULL,Water
2228,Water,Water,Wetland,Water,Wetland,Grassland
2229,Water,Water,Wetland,Water,Wetland,Wetland
2230,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2231,Water,Water,Wetland,Water,Wetland,Bareland
2232,Water,Water,Wetland,Water,Wetland,Water
2233,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2234,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2235,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2236,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2237,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2238,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2239,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2240,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2241,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2242,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2243,Water,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2244,Water,Water,Bareland,NULL,Non_Wetland,Water
2245,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2246,Water,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2247,Water,Water,Bareland,Water,Non_Wetland,Water
2248,Water,Water,Built-up,NULL,Non_Wetland,Water
2249,Water,Water,Built-up,Water,Non_Wetland,Water
2250,Water,Water,Water,NULL,Water,Wetland
2251,Water,Water,Water,NULL,Water,Lichens_and_Mosses
2252,Water,Water,Water,NULL,Water,Water
2253,Water,Water,Water,Non_Water,Water,Water
2254,Water,Water,Water,Water,NULL,Lichens_and_Mosses
2255,Water,Water,Water,Water,NULL,Water
2256,Water,Water,Water,Water,Water,Grassland
2257,Water,Water,Water,Water,Water,Wetland
2258,Water,Water,Water,Water,Water,Lichens_and_Mosses
2259,Water,Water,Water,Water,Water,Bareland
2260,Water,Water,Water,Water,Water,Water
2261,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
2262,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
2263,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2264,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2265,Water,Permanent_ice_and_snow,Water,Water,Water,Water
2266,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2267,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
2268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2269,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2270,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2273,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2274,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2275,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2276,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2277,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2278,Forest,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2279,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2280,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2281,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2282,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2283,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2284,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2285,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2286,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2287,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2288,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2289,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2290,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2291,Forest,NULL,Wetland,NULL,NULL,Grassland
2292,Forest,NULL,Wetland,NULL,Wetland,Grassland
2293,Forest,NULL,Wetland,NULL,Wetland,Wetland
2294,Forest,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
2295,Forest,NULL,Wetland,NULL,Wetland,Water
2296,Forest,NULL,Wetland,NULL,Wetland,Forest
2297,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2298,Forest,NULL,Wetland,Non_Water,Wetland,Water
2299,Forest,NULL,Wetland,Water,Wetland,Grassland
2300,Forest,NULL,Wetland,Water,Wetland,Wetland
2301,Forest,NULL,Wetland,Water,Wetland,Water
2302,Forest,NULL,Wetland,Water,Wetland,Forest
2303,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2304,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2305,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2306,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2307,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2308,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2309,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2310,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2311,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2312,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2313,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2314,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2315,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2316,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2317,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2318,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2319,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2320,Forest,NULL,Water,NULL,Water,Grassland
2321,Forest,NULL,Water,NULL,Water,Wetland
2322,Forest,NULL,Water,NULL,Water,Water
2323,Forest,NULL,Water,Non_Water,Water,Wetland
2324,Forest,NULL,Water,Water,Water,Wetland
2325,Forest,NULL,Water,Water,Water,Water
2326,Forest,NULL,Water,Water,Water,Forest
2327,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2328,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2329,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2330,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2331,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2332,Forest,NULL,Forest,Water,Non_Wetland,Water
2333,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2334,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2335,Forest,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2336,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2337,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2338,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
