Value,SIBERIA_2024_ESA_CALU_2024_41WPT_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R,SIBERIA_2024_WorldCover_2021_41WPT_M_R
1955,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1956,Bareland,Wetland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1957,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1958,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1959,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1960,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1961,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1962,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1963,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1964,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1965,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1966,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1967,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
1968,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1969,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1970,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1971,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1972,Bareland,Wetland,Water,NULL,NULL,Grassland
1973,Bareland,Wetland,Water,NULL,NULL,Wetland
1974,Bareland,Wetland,Water,NULL,Water,Grassland
1975,Bareland,Wetland,Water,NULL,Water,Wetland
1976,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1977,Bareland,Wetland,Water,NULL,Water,Bareland
1978,Bareland,Wetland,Water,NULL,Water,Water
1979,Bareland,Wetland,Water,Non_Water,NULL,Wetland
1980,Bareland,Wetland,Water,Non_Water,Water,Grassland
1981,Bareland,Wetland,Water,Non_Water,Water,Wetland
1982,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1983,Bareland,Wetland,Water,Non_Water,Water,Bareland
1984,Bareland,Wetland,Water,Non_Water,Water,Water
1985,Bareland,Wetland,Water,Non_Water,Water,Permanent_ice_and_snow
1986,Bareland,Wetland,Water,Water,NULL,Grassland
1987,Bareland,Wetland,Water,Water,NULL,Wetland
1988,Bareland,Wetland,Water,Water,NULL,Water
1989,Bareland,Wetland,Water,Water,Water,Grassland
1990,Bareland,Wetland,Water,Water,Water,Wetland
1991,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1992,Bareland,Wetland,Water,Water,Water,Bareland
1993,Bareland,Wetland,Water,Water,Water,Water
1994,Bareland,Wetland,Water,Water,Water,Permanent_ice_and_snow
1995,Bareland,Wetland,Water,Water,Water,Forest
1996,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1997,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1998,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1999,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
2000,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
2001,Bareland,Wetland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
2002,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2003,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2004,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2005,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2006,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
2007,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
2008,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
2009,Bareland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2010,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland
2011,Bareland,Wetland,Forest,Water,Non_Wetland,Water
2012,Bareland,Wetland,Forest,Water,Non_Wetland,Permanent_ice_and_snow
2013,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2014,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2015,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
2016,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
2017,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2018,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2019,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2020,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
2021,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2022,Bareland,Bareland,Wetland,NULL,NULL,Bareland
2023,Bareland,Bareland,Wetland,NULL,NULL,Water
2024,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
2025,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
2026,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
2027,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
2028,Bareland,Bareland,Wetland,NULL,Wetland,Water
2029,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
2030,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
2031,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
2032,Bareland,Bareland,Wetland,Water,NULL,Grassland
2033,Bareland,Bareland,Wetland,Water,NULL,Lichens_and_Mosses
2034,Bareland,Bareland,Wetland,Water,NULL,Bareland
2035,Bareland,Bareland,Wetland,Water,NULL,Water
2036,Bareland,Bareland,Wetland,Water,Wetland,Grassland
2037,Bareland,Bareland,Wetland,Water,Wetland,Wetland
2038,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2039,Bareland,Bareland,Wetland,Water,Wetland,Water
2040,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2041,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2042,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2043,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2044,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2045,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2046,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2047,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2048,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2049,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2050,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2051,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2052,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
2053,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2054,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2055,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
2056,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
2057,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
2058,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2059,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2060,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2061,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
2062,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2063,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2064,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
2065,Bareland,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
2066,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2067,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2068,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
2069,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2070,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
2071,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
2072,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
2073,Bareland,Bareland,Water,NULL,NULL,Wetland
2074,Bareland,Bareland,Water,NULL,NULL,Lichens_and_Mosses
2075,Bareland,Bareland,Water,NULL,NULL,Bareland
2076,Bareland,Bareland,Water,NULL,Water,Wetland
2077,Bareland,Bareland,Water,NULL,Water,Bareland
2078,Bareland,Bareland,Water,NULL,Water,Water
2079,Bareland,Bareland,Water,Non_Water,Water,Wetland
2080,Bareland,Bareland,Water,Non_Water,Water,Bareland
2081,Bareland,Bareland,Water,Non_Water,Water,Water
2082,Bareland,Bareland,Water,Water,NULL,Bareland
2083,Bareland,Bareland,Water,Water,NULL,Water
2084,Bareland,Bareland,Water,Water,Water,Wetland
2085,Bareland,Bareland,Water,Water,Water,Bareland
2086,Bareland,Bareland,Water,Water,Water,Water
2087,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland
2088,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
2089,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2090,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2091,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2092,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2093,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland
2094,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2095,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
2096,Bareland,Built-up,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2097,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2098,Bareland,Built-up,Wetland,NULL,Wetland,Wetland
2099,Bareland,Built-up,Wetland,NULL,Wetland,Bareland
2100,Bareland,Built-up,Wetland,Water,Wetland,Lichens_and_Mosses
2101,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2102,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2103,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2104,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2105,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2106,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2107,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2108,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2109,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
2110,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2111,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2112,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2113,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
2114,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
2115,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2116,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2117,Bareland,Built-up,Bareland,Water,Non_Wetland,Wetland
2118,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2119,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
2120,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
2121,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
2122,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2123,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2124,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2125,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
2126,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2127,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
2128,Bareland,Built-up,Water,Non_Water,Water,Water
2129,Bareland,Built-up,Water,Water,Water,Wetland
2130,Bareland,Built-up,Water,Water,Water,Water
2131,Bareland,Built-up,Forest,NULL,Non_Wetland,Wetland
2132,Bareland,Water,NULL,NULL,Non_Wetland,Wetland
2133,Bareland,Water,NULL,NULL,Non_Wetland,Water
2134,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland
2135,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
2136,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
2137,Bareland,Water,NULL,Water,Non_Wetland,Bareland
2138,Bareland,Water,NULL,Water,Non_Wetland,Water
2139,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
2140,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
2141,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2142,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
2143,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
2144,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2145,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2146,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
2147,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
2148,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
2149,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2150,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
2151,Bareland,Water,Shrubland,Water,Non_Wetland,Water
2152,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
2153,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
2154,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2155,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
2156,Bareland,Water,Grassland,NULL,Non_Wetland,Water
2157,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
2158,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
2159,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
2160,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
2161,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
2162,Bareland,Water,Grassland,Water,Non_Wetland,Water
2163,Bareland,Water,Wetland,NULL,NULL,Grassland
2164,Bareland,Water,Wetland,NULL,NULL,Wetland
2165,Bareland,Water,Wetland,NULL,NULL,Lichens_and_Mosses
2166,Bareland,Water,Wetland,NULL,NULL,Bareland
2167,Bareland,Water,Wetland,NULL,NULL,Water
2168,Bareland,Water,Wetland,NULL,Wetland,Grassland
2169,Bareland,Water,Wetland,NULL,Wetland,Wetland
2170,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
2171,Bareland,Water,Wetland,NULL,Wetland,Bareland
2172,Bareland,Water,Wetland,NULL,Wetland,Water
2173,Bareland,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
2174,Bareland,Water,Wetland,Non_Water,NULL,Wetland
2175,Bareland,Water,Wetland,Non_Water,NULL,Bareland
2176,Bareland,Water,Wetland,Non_Water,NULL,Water
2177,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
2178,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
2179,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2180,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
2181,Bareland,Water,Wetland,Non_Water,Wetland,Water
2182,Bareland,Water,Wetland,Water,NULL,Grassland
2183,Bareland,Water,Wetland,Water,NULL,Wetland
2184,Bareland,Water,Wetland,Water,NULL,Lichens_and_Mosses
2185,Bareland,Water,Wetland,Water,NULL,Bareland
2186,Bareland,Water,Wetland,Water,NULL,Water
2187,Bareland,Water,Wetland,Water,Wetland,Grassland
2188,Bareland,Water,Wetland,Water,Wetland,Wetland
2189,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2190,Bareland,Water,Wetland,Water,Wetland,Bareland
2191,Bareland,Water,Wetland,Water,Wetland,Built-up
2192,Bareland,Water,Wetland,Water,Wetland,Water
2193,Bareland,Water,Wetland,Water,Wetland,Permanent_ice_and_snow
2194,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2195,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2196,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2197,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2198,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2199,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2200,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2201,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2202,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2203,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2204,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2205,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2206,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2207,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2208,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2209,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
2210,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2211,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2212,Bareland,Water,Bareland,NULL,Non_Wetland,Water
2213,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2214,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
2215,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2216,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
2217,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
2218,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
2219,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
2220,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2221,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
2222,Bareland,Water,Bareland,Water,Non_Wetland,Water
2223,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
2224,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2225,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2226,Bareland,Water,Built-up,NULL,Non_Wetland,Water
2227,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
2228,Bareland,Water,Built-up,Non_Water,Non_Wetland,Wetland
2229,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
2230,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
2231,Bareland,Water,Built-up,Water,Non_Wetland,Wetland
2232,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2233,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
2234,Bareland,Water,Built-up,Water,Non_Wetland,Water
2235,Bareland,Water,Water,NULL,NULL,Wetland
2236,Bareland,Water,Water,NULL,NULL,Lichens_and_Mosses
2237,Bareland,Water,Water,NULL,NULL,Bareland
2238,Bareland,Water,Water,NULL,NULL,Water
2239,Bareland,Water,Water,NULL,Water,Grassland
2240,Bareland,Water,Water,NULL,Water,Wetland
2241,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
2242,Bareland,Water,Water,NULL,Water,Bareland
2243,Bareland,Water,Water,NULL,Water,Water
2244,Bareland,Water,Water,Non_Water,NULL,Lichens_and_Mosses
2245,Bareland,Water,Water,Non_Water,NULL,Bareland
2246,Bareland,Water,Water,Non_Water,Water,Grassland
2247,Bareland,Water,Water,Non_Water,Water,Wetland
2248,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
2249,Bareland,Water,Water,Non_Water,Water,Bareland
2250,Bareland,Water,Water,Non_Water,Water,Water
2251,Bareland,Water,Water,Water,NULL,Grassland
2252,Bareland,Water,Water,Water,NULL,Wetland
2253,Bareland,Water,Water,Water,NULL,Lichens_and_Mosses
2254,Bareland,Water,Water,Water,NULL,Bareland
2255,Bareland,Water,Water,Water,NULL,Water
2256,Bareland,Water,Water,Water,Water,Grassland
2257,Bareland,Water,Water,Water,Water,Wetland
2258,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
2259,Bareland,Water,Water,Water,Water,Bareland
2260,Bareland,Water,Water,Water,Water,Water
2261,Bareland,Water,Water,Water,Water,Permanent_ice_and_snow
2262,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
2263,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
2264,Bareland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2265,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
2266,Bareland,Water,Forest,NULL,Non_Wetland,Water
2267,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
2268,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
2269,Bareland,Water,Forest,Water,Non_Wetland,Wetland
2270,Bareland,Water,Forest,Water,Non_Wetland,Bareland
2271,Bareland,Water,Forest,Water,Non_Wetland,Water
2272,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
2273,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
2274,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
2275,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2276,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
2277,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2278,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2279,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
2280,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
2281,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2282,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
2283,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
2284,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
2285,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
2286,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2287,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
2288,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2289,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2290,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2291,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2292,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
2293,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
2294,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
2295,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
2296,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Lichens_and_Mosses
2297,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Bareland
2298,Bareland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
2299,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2300,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2301,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
2302,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
2303,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2304,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
2305,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Bareland
2306,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
2307,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2308,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
2309,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
2310,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Grassland
2311,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Wetland
2312,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Lichens_and_Mosses
2313,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
2314,Bareland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
2315,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
2316,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
2317,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
2318,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
2319,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2320,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2321,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2322,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2323,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2324,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2325,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2326,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2327,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2328,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2329,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2330,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2331,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2332,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2333,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2334,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2335,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2336,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2337,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2338,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2339,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
