Value,SIBERIA_2024_ESA_CALU_2024_43WEN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEN_M_R,SIBERIA_2024_WorldCover_2021_43WEN_M_R
2007,Bareland,Wetland,Water,Non_Water,Water,Wetland
2008,Bareland,Wetland,Water,Non_Water,Water,Water
2009,Bareland,Wetland,Water,Water,Water,Grassland
2010,Bareland,Wetland,Water,Water,Water,Wetland
2011,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
2012,Bareland,Wetland,Water,Water,Water,Bareland
2013,Bareland,Wetland,Water,Water,Water,Water
2014,Bareland,Wetland,Water,Water,Water,Forest
2015,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
2016,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
2017,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2018,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
2019,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
2020,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
2021,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2022,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2023,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2024,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
2025,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
2026,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
2027,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
2028,Bareland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2029,Bareland,Wetland,Forest,Water,Non_Wetland,Water
2030,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
2031,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2032,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
2033,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
2034,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
2035,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
2036,Bareland,Bareland,Wetland,NULL,Wetland,Water
2037,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2038,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
2039,Bareland,Bareland,Wetland,Water,Wetland,Grassland
2040,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
2041,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2042,Bareland,Bareland,Wetland,Water,Wetland,Water
2043,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2044,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2045,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2046,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
2047,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2048,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
2049,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2050,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2051,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
2052,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
2053,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
2054,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2055,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2056,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2057,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2058,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2059,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2060,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2061,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
2062,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
2063,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2064,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2065,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2066,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
2067,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
2068,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
2069,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2070,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2071,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2072,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
2073,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
2074,Bareland,Bareland,Water,NULL,Water,Wetland
2075,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
2076,Bareland,Bareland,Water,NULL,Water,Bareland
2077,Bareland,Bareland,Water,Water,Water,Grassland
2078,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
2079,Bareland,Bareland,Water,Water,Water,Bareland
2080,Bareland,Bareland,Water,Water,Water,Water
2081,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
2082,Bareland,Bareland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2083,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2084,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
2085,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
2086,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2087,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2088,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2089,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2090,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2091,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
2092,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2093,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
2094,Bareland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2095,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2096,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
2097,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2098,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
2099,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2100,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
2101,Bareland,Water,Shrubland,Water,Non_Wetland,Water
2102,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
2103,Bareland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2104,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
2105,Bareland,Water,Grassland,Water,Non_Wetland,Water
2106,Bareland,Water,Wetland,NULL,Wetland,Grassland
2107,Bareland,Water,Wetland,NULL,Wetland,Wetland
2108,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
2109,Bareland,Water,Wetland,NULL,Wetland,Bareland
2110,Bareland,Water,Wetland,NULL,Wetland,Water
2111,Bareland,Water,Wetland,NULL,Wetland,Forest
2112,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
2113,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
2114,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2115,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
2116,Bareland,Water,Wetland,Non_Water,Wetland,Water
2117,Bareland,Water,Wetland,Non_Water,Wetland,Forest
2118,Bareland,Water,Wetland,Water,Wetland,Grassland
2119,Bareland,Water,Wetland,Water,Wetland,Wetland
2120,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2121,Bareland,Water,Wetland,Water,Wetland,Bareland
2122,Bareland,Water,Wetland,Water,Wetland,Water
2123,Bareland,Water,Wetland,Water,Wetland,Forest
2124,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2125,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2126,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2127,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2128,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2129,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2130,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2131,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2132,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2133,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2134,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2135,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2136,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
2137,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
2138,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
2139,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2140,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
2141,Bareland,Water,Bareland,NULL,Non_Wetland,Water
2142,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
2143,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2144,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
2145,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2146,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
2147,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
2148,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
2149,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
2150,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
2151,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2152,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
2153,Bareland,Water,Bareland,Water,Non_Wetland,Water
2154,Bareland,Water,Bareland,Water,Non_Wetland,Forest
2155,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
2156,Bareland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2157,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
2158,Bareland,Water,Built-up,NULL,Non_Wetland,Water
2159,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
2160,Bareland,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2161,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
2162,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
2163,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
2164,Bareland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2165,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
2166,Bareland,Water,Built-up,Water,Non_Wetland,Water
2167,Bareland,Water,Water,NULL,Water,Grassland
2168,Bareland,Water,Water,NULL,Water,Wetland
2169,Bareland,Water,Water,NULL,Water,Lichens_and_Mosses
2170,Bareland,Water,Water,NULL,Water,Bareland
2171,Bareland,Water,Water,NULL,Water,Water
2172,Bareland,Water,Water,NULL,Water,Forest
2173,Bareland,Water,Water,Non_Water,Water,Grassland
2174,Bareland,Water,Water,Non_Water,Water,Wetland
2175,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
2176,Bareland,Water,Water,Non_Water,Water,Bareland
2177,Bareland,Water,Water,Non_Water,Water,Water
2178,Bareland,Water,Water,Non_Water,Water,Forest
2179,Bareland,Water,Water,Water,Water,Grassland
2180,Bareland,Water,Water,Water,Water,Wetland
2181,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
2182,Bareland,Water,Water,Water,Water,Bareland
2183,Bareland,Water,Water,Water,Water,Water
2184,Bareland,Water,Water,Water,Water,Forest
2185,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
2186,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
2187,Bareland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2188,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
2189,Bareland,Water,Forest,NULL,Non_Wetland,Water
2190,Bareland,Water,Forest,NULL,Non_Wetland,Forest
2191,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
2192,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
2193,Bareland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2194,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
2195,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
2196,Bareland,Water,Forest,Water,Non_Wetland,Grassland
2197,Bareland,Water,Forest,Water,Non_Wetland,Wetland
2198,Bareland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
2199,Bareland,Water,Forest,Water,Non_Wetland,Bareland
2200,Bareland,Water,Forest,Water,Non_Wetland,Water
2201,Bareland,Water,Forest,Water,Non_Wetland,Forest
2202,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2203,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2204,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
2205,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
2206,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
2207,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2208,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2209,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2210,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2211,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
2212,Bareland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
2213,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2214,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2215,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
2216,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
2217,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2218,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
2219,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
2220,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
2221,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
2222,Bareland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
2223,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
2224,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
2225,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
2226,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2227,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2228,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2229,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2230,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2231,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2232,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
2233,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2234,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2235,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2236,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
2237,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2238,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
2239,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
2240,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
2241,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2242,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
2243,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
2244,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2245,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
2246,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2247,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
2248,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
2249,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
2250,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
2251,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2252,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
2253,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
2254,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
2255,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
2256,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2257,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
2258,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
2259,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
2260,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Forest
2261,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
2262,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
2263,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
2264,Bareland,Permanent_ice_and_snow,Water,Water,Water,Wetland
2265,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
2266,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
2267,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
2268,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2269,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
2270,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2271,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
2272,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
2273,Bareland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
2274,Bareland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
2275,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
2276,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
2277,Bareland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2278,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
2279,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
2280,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
2281,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2282,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
2283,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
2284,Bareland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2285,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
2286,Bareland,Forest,Grassland,NULL,Non_Wetland,Water
2287,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
2288,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2289,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Forest
2290,Bareland,Forest,Grassland,Water,Non_Wetland,Wetland
2291,Bareland,Forest,Wetland,NULL,Wetland,Grassland
2292,Bareland,Forest,Wetland,NULL,Wetland,Wetland
2293,Bareland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
2294,Bareland,Forest,Wetland,NULL,Wetland,Bareland
2295,Bareland,Forest,Wetland,NULL,Wetland,Water
2296,Bareland,Forest,Wetland,NULL,Wetland,Forest
2297,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
2298,Bareland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2299,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
2300,Bareland,Forest,Wetland,Non_Water,Wetland,Water
2301,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
2302,Bareland,Forest,Wetland,Water,Wetland,Grassland
2303,Bareland,Forest,Wetland,Water,Wetland,Wetland
2304,Bareland,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
2305,Bareland,Forest,Wetland,Water,Wetland,Bareland
2306,Bareland,Forest,Wetland,Water,Wetland,Water
2307,Bareland,Forest,Wetland,Water,Wetland,Forest
2308,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2309,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2310,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2311,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2312,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2313,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2314,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
2315,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
2316,Bareland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2317,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
2318,Bareland,Forest,Bareland,NULL,Non_Wetland,Water
2319,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
2320,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2321,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2322,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2323,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2324,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
2325,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
2326,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
2327,Bareland,Forest,Bareland,Water,Non_Wetland,Wetland
2328,Bareland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2329,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
2330,Bareland,Forest,Bareland,Water,Non_Wetland,Water
2331,Bareland,Forest,Bareland,Water,Non_Wetland,Forest
2332,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
2333,Bareland,Forest,Built-up,NULL,Non_Wetland,Wetland
2334,Bareland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2335,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
2336,Bareland,Forest,Built-up,NULL,Non_Wetland,Water
2337,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
2338,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2339,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2340,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Water
2341,Bareland,Forest,Built-up,Non_Water,Non_Wetland,Forest
2342,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland
2343,Bareland,Forest,Built-up,Water,Non_Wetland,Water
2344,Bareland,Forest,Water,NULL,Water,Grassland
2345,Bareland,Forest,Water,NULL,Water,Bareland
2346,Bareland,Forest,Water,NULL,Water,Water
2347,Bareland,Forest,Water,NULL,Water,Forest
2348,Bareland,Forest,Water,Non_Water,Water,Grassland
2349,Bareland,Forest,Water,Non_Water,Water,Lichens_and_Mosses
2350,Bareland,Forest,Water,Non_Water,Water,Forest
2351,Bareland,Forest,Water,Water,Water,Grassland
2352,Bareland,Forest,Water,Water,Water,Lichens_and_Mosses
2353,Bareland,Forest,Water,Water,Water,Bareland
2354,Bareland,Forest,Water,Water,Water,Forest
2355,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
2356,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
2357,Bareland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2358,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
2359,Bareland,Forest,Forest,NULL,Non_Wetland,Water
2360,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
2361,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
2362,Bareland,Forest,Forest,Non_Water,Non_Wetland,Wetland
2363,Bareland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2364,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland
2365,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
2366,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
2367,Bareland,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
2368,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
2369,Bareland,Forest,Forest,Water,Non_Wetland,Water
2370,Water,NULL,Wetland,NULL,Wetland,Water
2371,Water,NULL,Wetland,Non_Water,Wetland,Wetland
2372,Water,NULL,Wetland,Non_Water,Wetland,Water
2373,Water,NULL,Wetland,Water,Wetland,Wetland
2374,Water,NULL,Wetland,Water,Wetland,Water
2375,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
2376,Water,NULL,Water,Non_Water,Water,Wetland
2377,Water,NULL,Water,Non_Water,Water,Water
2378,Water,NULL,Water,Water,Water,Wetland
2379,Water,NULL,Water,Water,Water,Water
2380,Water,Cropland,Water,Water,Water,Water
2381,Water,Wetland,Wetland,NULL,Wetland,Water
2382,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2383,Water,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2384,Water,Wetland,Wetland,Non_Water,Wetland,Water
2385,Water,Wetland,Wetland,Water,Wetland,Wetland
2386,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2387,Water,Wetland,Wetland,Water,Wetland,Water
2388,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2389,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2390,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2391,Water,Wetland,Bareland,NULL,Non_Wetland,Water
2392,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2393,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
2394,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2395,Water,Wetland,Bareland,Water,Non_Wetland,Water
2396,Water,Wetland,Water,NULL,Water,Wetland
2397,Water,Wetland,Water,NULL,Water,Water
