Value,SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,SIBERIA_2024_WorldCover_2021_43WEQ_M_R
1949,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1950,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1951,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1952,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1953,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1954,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1955,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1956,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1957,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1958,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1959,Wetland,Forest,Bareland,NULL,Non_Wetland,Built-up
1960,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
1961,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1962,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1963,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1964,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1965,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water
1966,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1967,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
1968,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1969,Wetland,Forest,Bareland,Water,Non_Wetland,Bareland
1970,Wetland,Forest,Bareland,Water,Non_Wetland,Water
1971,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
1972,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1973,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
1974,Wetland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1975,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1976,Wetland,Forest,Built-up,Water,Non_Wetland,Bareland
1977,Wetland,Forest,Water,NULL,Water,Grassland
1978,Wetland,Forest,Water,NULL,Water,Wetland
1979,Wetland,Forest,Water,NULL,Water,Water
1980,Wetland,Forest,Water,NULL,Water,Forest
1981,Wetland,Forest,Water,Non_Water,Water,Wetland
1982,Wetland,Forest,Water,Non_Water,Water,Water
1983,Wetland,Forest,Water,Water,Water,Grassland
1984,Wetland,Forest,Water,Water,Water,Wetland
1985,Wetland,Forest,Water,Water,Water,Water
1986,Wetland,Forest,Water,Water,Water,Forest
1987,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1988,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1989,Wetland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1990,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
1991,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1992,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1993,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1994,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1995,Wetland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1996,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1997,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
1998,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1999,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
2000,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
2001,Wetland,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
2002,Wetland,Forest,Forest,Water,Non_Wetland,Water
2003,Wetland,Forest,Forest,Water,Non_Wetland,Forest
2004,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
2005,Bareland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
2006,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
2007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
2008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
2009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
2011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
2012,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2013,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2014,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2015,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2016,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
2017,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2018,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
2019,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
2020,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
2021,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
2022,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2023,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
2024,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
2025,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
2026,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2027,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2028,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
2029,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
2030,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
2031,Bareland,NULL,Wetland,NULL,Wetland,Grassland
2032,Bareland,NULL,Wetland,NULL,Wetland,Wetland
2033,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
2034,Bareland,NULL,Wetland,NULL,Wetland,Water
2035,Bareland,NULL,Wetland,NULL,Wetland,Forest
2036,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
2037,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
2038,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2039,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
2040,Bareland,NULL,Wetland,Non_Water,Wetland,Water
2041,Bareland,NULL,Wetland,Water,Wetland,Grassland
2042,Bareland,NULL,Wetland,Water,Wetland,Wetland
2043,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
2044,Bareland,NULL,Wetland,Water,Wetland,Bareland
2045,Bareland,NULL,Wetland,Water,Wetland,Water
2046,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2047,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2048,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2049,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2050,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2051,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2052,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2053,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2054,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2055,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2056,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2057,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2058,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2059,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
2060,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
2061,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
2062,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
2063,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2064,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
2065,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
2066,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
2067,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
2068,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2069,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2070,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2071,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2072,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
2073,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
2074,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
2075,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
2076,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2077,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
2078,Bareland,NULL,Bareland,Water,Non_Wetland,Water
2079,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
2080,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
2081,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
2082,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2083,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
2084,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
2085,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
2086,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2087,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2088,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2089,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
2090,Bareland,NULL,Water,NULL,Water,Grassland
2091,Bareland,NULL,Water,NULL,Water,Wetland
2092,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
2093,Bareland,NULL,Water,NULL,Water,Water
2094,Bareland,NULL,Water,Non_Water,Water,Grassland
2095,Bareland,NULL,Water,Non_Water,Water,Wetland
2096,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
2097,Bareland,NULL,Water,Non_Water,Water,Water
2098,Bareland,NULL,Water,Water,Water,Grassland
2099,Bareland,NULL,Water,Water,Water,Wetland
2100,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
2101,Bareland,NULL,Water,Water,Water,Bareland
2102,Bareland,NULL,Water,Water,Water,Water
2103,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
2104,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
2105,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2106,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
2107,Bareland,NULL,Forest,NULL,Non_Wetland,Water
2108,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
2109,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
2110,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
2111,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2112,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
2113,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
2114,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
2115,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
2116,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
2117,Bareland,NULL,Forest,Water,Non_Wetland,Forest
2118,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
2119,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2120,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2121,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2122,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
2123,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
2124,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2125,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2126,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2127,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2128,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2129,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
2130,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2131,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
2132,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
2133,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2134,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
2135,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
2136,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
2137,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2138,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2139,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
2140,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
2141,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
2142,Bareland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
2143,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
2144,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
2145,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
2146,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
2147,Bareland,Wetland,Wetland,NULL,Wetland,Water
2148,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
2149,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
2150,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2151,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
2152,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
2153,Bareland,Wetland,Wetland,Water,Wetland,Grassland
2154,Bareland,Wetland,Wetland,Water,Wetland,Wetland
2155,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2156,Bareland,Wetland,Wetland,Water,Wetland,Bareland
2157,Bareland,Wetland,Wetland,Water,Wetland,Water
2158,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2159,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2160,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2161,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2162,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2163,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2164,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2165,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2166,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2167,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2168,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2169,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2170,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2171,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2172,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2173,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2174,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
2175,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
2176,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2177,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
2178,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
2179,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
2180,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
2181,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2182,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2183,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2184,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2185,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
2186,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2187,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
2188,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
2189,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2190,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
2191,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
2192,Bareland,Wetland,Bareland,Water,Non_Wetland,Forest
2193,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
2194,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
2195,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2196,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
2197,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
2198,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
2199,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
2200,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
2201,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
2202,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
2203,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2204,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
2205,Bareland,Wetland,Built-up,Water,Non_Wetland,Built-up
2206,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
2207,Bareland,Wetland,Water,NULL,Water,Grassland
2208,Bareland,Wetland,Water,NULL,Water,Wetland
2209,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
2210,Bareland,Wetland,Water,NULL,Water,Bareland
2211,Bareland,Wetland,Water,NULL,Water,Water
2212,Bareland,Wetland,Water,Non_Water,Water,Grassland
2213,Bareland,Wetland,Water,Non_Water,Water,Wetland
2214,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
2215,Bareland,Wetland,Water,Non_Water,Water,Water
2216,Bareland,Wetland,Water,Water,Water,Grassland
2217,Bareland,Wetland,Water,Water,Water,Wetland
2218,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
2219,Bareland,Wetland,Water,Water,Water,Bareland
2220,Bareland,Wetland,Water,Water,Water,Water
2221,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
2222,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
2223,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2224,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
2225,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
2226,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
2227,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2228,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2229,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2230,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
2231,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Forest
2232,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
2233,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
2234,Bareland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2235,Bareland,Wetland,Forest,Water,Non_Wetland,Water
2236,Bareland,Wetland,Forest,Water,Non_Wetland,Forest
2237,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2238,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2239,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2240,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
2241,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2242,Bareland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2243,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
2244,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
2245,Bareland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
2246,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
2247,Bareland,Bareland,Wetland,NULL,Wetland,Water
2248,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
2249,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
2250,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2251,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
2252,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
2253,Bareland,Bareland,Wetland,Water,Wetland,Grassland
2254,Bareland,Bareland,Wetland,Water,Wetland,Wetland
2255,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
2256,Bareland,Bareland,Wetland,Water,Wetland,Bareland
2257,Bareland,Bareland,Wetland,Water,Wetland,Water
2258,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2259,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2260,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2261,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2262,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2263,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2264,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2265,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
2266,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2267,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
2268,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2269,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2270,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
2271,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
2272,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2273,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2274,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2275,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
2276,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
2277,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2278,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
2279,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
2280,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2281,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
2282,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2283,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2284,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
2285,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2286,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2287,Bareland,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2288,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
2289,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
2290,Bareland,Bareland,Water,NULL,Water,Lichens_and_Mosses
2291,Bareland,Bareland,Water,NULL,Water,Bareland
2292,Bareland,Bareland,Water,NULL,Water,Water
2293,Bareland,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
2294,Bareland,Bareland,Water,Non_Water,Water,Bareland
2295,Bareland,Bareland,Water,Non_Water,Water,Water
2296,Bareland,Bareland,Water,Water,Water,Lichens_and_Mosses
2297,Bareland,Bareland,Water,Water,Water,Bareland
2298,Bareland,Bareland,Water,Water,Water,Water
2299,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
2300,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
2301,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2302,Bareland,Bareland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2303,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2304,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2305,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
2306,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
2307,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2308,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2309,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2310,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2311,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2312,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2313,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2314,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2315,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2316,Bareland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2317,Bareland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2318,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2319,Bareland,Built-up,Bareland,NULL,Non_Wetland,Wetland
2320,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2321,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2322,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2323,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
2324,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
2325,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2326,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
2327,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2328,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2329,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
2330,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2331,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
2332,Bareland,Built-up,Bareland,Water,Non_Wetland,Wetland
2333,Bareland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2334,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
2335,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
