Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
1432,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1433,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
1434,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1435,Shrubland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1436,Shrubland,Forest,Bareland,Water,Non_Wetland,Bareland
1437,Shrubland,Forest,Bareland,Water,Non_Wetland,Water
1438,Shrubland,Forest,Bareland,Water,Non_Wetland,Forest
1439,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
1440,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
1441,Shrubland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1442,Shrubland,Forest,Built-up,NULL,Non_Wetland,Bareland
1443,Shrubland,Forest,Built-up,NULL,Non_Wetland,Built-up
1444,Shrubland,Forest,Built-up,NULL,Non_Wetland,Water
1445,Shrubland,Forest,Built-up,NULL,Non_Wetland,Forest
1446,Shrubland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1447,Shrubland,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1448,Shrubland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1449,Shrubland,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1450,Shrubland,Forest,Built-up,Water,Non_Wetland,Water
1451,Shrubland,Forest,Built-up,Water,Non_Wetland,Forest
1452,Shrubland,Forest,Water,NULL,Water,Grassland
1453,Shrubland,Forest,Water,NULL,Water,Wetland
1454,Shrubland,Forest,Water,NULL,Water,Water
1455,Shrubland,Forest,Water,NULL,Water,Forest
1456,Shrubland,Forest,Water,Non_Water,Water,Grassland
1457,Shrubland,Forest,Water,Non_Water,Water,Wetland
1458,Shrubland,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1459,Shrubland,Forest,Water,Non_Water,Water,Water
1460,Shrubland,Forest,Water,Non_Water,Water,Forest
1461,Shrubland,Forest,Water,Water,Water,Grassland
1462,Shrubland,Forest,Water,Water,Water,Wetland
1463,Shrubland,Forest,Water,Water,Water,Water
1464,Shrubland,Forest,Water,Water,Water,Forest
1465,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1466,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1467,Shrubland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1468,Shrubland,Forest,Forest,NULL,Non_Wetland,Bareland
1469,Shrubland,Forest,Forest,NULL,Non_Wetland,Built-up
1470,Shrubland,Forest,Forest,NULL,Non_Wetland,Water
1471,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1472,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1473,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1474,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1475,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Bareland
1476,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Water
1477,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Forest
1478,Shrubland,Forest,Forest,Water,Non_Wetland,Grassland
1479,Shrubland,Forest,Forest,Water,Non_Wetland,Wetland
1480,Shrubland,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1481,Shrubland,Forest,Forest,Water,Non_Wetland,Bareland
1482,Shrubland,Forest,Forest,Water,Non_Wetland,Water
1483,Shrubland,Forest,Forest,Water,Non_Wetland,Forest
1484,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1485,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1486,Wetland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1487,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1488,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1489,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
1490,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1491,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1492,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1493,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1494,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1495,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1496,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1497,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1498,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1499,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1500,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1501,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1502,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1503,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1504,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1505,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1506,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1507,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1508,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1509,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1510,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1511,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1512,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1513,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1514,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1515,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1516,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1517,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1518,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1519,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1520,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1521,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1522,Wetland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1523,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1524,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1525,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1526,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1527,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1528,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1529,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1530,Wetland,NULL,Wetland,NULL,Wetland,Built-up
1531,Wetland,NULL,Wetland,NULL,Wetland,Water
1532,Wetland,NULL,Wetland,NULL,Wetland,Forest
1533,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1534,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1535,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1536,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
1537,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1538,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1539,Wetland,NULL,Wetland,Water,Wetland,Grassland
1540,Wetland,NULL,Wetland,Water,Wetland,Wetland
1541,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1542,Wetland,NULL,Wetland,Water,Wetland,Bareland
1543,Wetland,NULL,Wetland,Water,Wetland,Water
1544,Wetland,NULL,Wetland,Water,Wetland,Forest
1545,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1546,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1547,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1548,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1549,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1550,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1551,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1552,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1553,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1554,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1555,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1556,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1557,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1558,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1559,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1560,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1561,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1562,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
1563,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1564,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1565,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1566,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1567,Wetland,NULL,Bareland,NULL,Non_Wetland,Built-up
1568,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1569,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1570,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1571,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1572,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1573,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1574,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
1575,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1576,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1577,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1578,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1579,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1580,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1581,Wetland,NULL,Bareland,Water,Non_Wetland,Built-up
1582,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1583,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1584,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1585,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1586,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1587,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1588,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1589,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1590,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1591,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1592,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1593,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1594,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
1595,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1596,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1597,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1598,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1599,Wetland,NULL,Built-up,Water,Non_Wetland,Water
1600,Wetland,NULL,Water,NULL,Water,Grassland
1601,Wetland,NULL,Water,NULL,Water,Wetland
1602,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1603,Wetland,NULL,Water,NULL,Water,Bareland
1604,Wetland,NULL,Water,NULL,Water,Water
1605,Wetland,NULL,Water,NULL,Water,Forest
1606,Wetland,NULL,Water,Non_Water,Water,Grassland
1607,Wetland,NULL,Water,Non_Water,Water,Wetland
1608,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1609,Wetland,NULL,Water,Non_Water,Water,Bareland
1610,Wetland,NULL,Water,Non_Water,Water,Water
1611,Wetland,NULL,Water,Non_Water,Water,Forest
1612,Wetland,NULL,Water,Water,Water,Grassland
1613,Wetland,NULL,Water,Water,Water,Wetland
1614,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1615,Wetland,NULL,Water,Water,Water,Bareland
1616,Wetland,NULL,Water,Water,Water,Water
1617,Wetland,NULL,Water,Water,Water,Forest
1618,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1619,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1620,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1621,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1622,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1623,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1624,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1625,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1626,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1627,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1628,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1629,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1630,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1631,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1632,Wetland,NULL,Forest,Water,Non_Wetland,Water
1633,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1634,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1635,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1636,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1637,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1638,Wetland,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1639,Wetland,Cropland,Water,Water,Water,Water
1640,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1641,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1642,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1643,Wetland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1644,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1645,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1646,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1647,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1648,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1649,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1650,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1651,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1652,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1653,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1654,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1655,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1656,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1657,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1658,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1659,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1660,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1661,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1662,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1663,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1664,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1665,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1666,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1667,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1668,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1669,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1670,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1671,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1672,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1673,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1674,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1675,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1676,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1677,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1678,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1679,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1680,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1681,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1682,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1683,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1684,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1685,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1686,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1687,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1688,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1689,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1690,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1691,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
1692,Wetland,Wetland,Wetland,NULL,Wetland,Water
1693,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1694,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1695,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1696,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1697,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1698,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1699,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1700,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1701,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1702,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1703,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1704,Wetland,Wetland,Wetland,Water,Wetland,Built-up
1705,Wetland,Wetland,Wetland,Water,Wetland,Water
1706,Wetland,Wetland,Wetland,Water,Wetland,Forest
1707,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1708,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1709,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1710,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1711,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1712,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1713,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1714,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1715,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1716,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1717,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1718,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1719,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1720,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1721,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1722,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1723,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
1724,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1725,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1726,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1727,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1728,Wetland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1729,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1730,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1731,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1732,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1733,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1734,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1735,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
1736,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1737,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1738,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1739,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1740,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1741,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1742,Wetland,Wetland,Bareland,Water,Non_Wetland,Built-up
1743,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1744,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1745,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1746,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1747,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1748,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1749,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1750,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1751,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1752,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1753,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1754,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1755,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1756,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1757,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1758,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1759,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1760,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1761,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1762,Wetland,Wetland,Built-up,Water,Non_Wetland,Built-up
1763,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1764,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
1765,Wetland,Wetland,Water,NULL,Water,Grassland
1766,Wetland,Wetland,Water,NULL,Water,Wetland
1767,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1768,Wetland,Wetland,Water,NULL,Water,Bareland
1769,Wetland,Wetland,Water,NULL,Water,Built-up
1770,Wetland,Wetland,Water,NULL,Water,Water
1771,Wetland,Wetland,Water,NULL,Water,Forest
1772,Wetland,Wetland,Water,Non_Water,Water,Grassland
1773,Wetland,Wetland,Water,Non_Water,Water,Wetland
1774,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1775,Wetland,Wetland,Water,Non_Water,Water,Bareland
1776,Wetland,Wetland,Water,Non_Water,Water,Water
1777,Wetland,Wetland,Water,Non_Water,Water,Forest
1778,Wetland,Wetland,Water,Water,Water,Grassland
1779,Wetland,Wetland,Water,Water,Water,Wetland
1780,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1781,Wetland,Wetland,Water,Water,Water,Bareland
1782,Wetland,Wetland,Water,Water,Water,Built-up
1783,Wetland,Wetland,Water,Water,Water,Water
1784,Wetland,Wetland,Water,Water,Water,Forest
1785,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1786,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1787,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1788,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1789,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1790,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1791,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1792,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1793,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1794,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1795,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1796,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1797,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1798,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1799,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1800,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1801,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1802,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1803,Wetland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1804,Wetland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1805,Wetland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1806,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1807,Wetland,Bareland,Grassland,NULL,Non_Wetland,Water
1808,Wetland,Bareland,Grassland,NULL,Non_Wetland,Forest
1809,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
1810,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1811,Wetland,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
1812,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
1813,Wetland,Bareland,Wetland,NULL,Wetland,Water
1814,Wetland,Bareland,Wetland,NULL,Wetland,Forest
1815,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
1816,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1817,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
1818,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
1819,Wetland,Bareland,Wetland,Water,Wetland,Grassland
1820,Wetland,Bareland,Wetland,Water,Wetland,Wetland
