Value,SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,SIBERIA_2024_WorldCover_2021_42WWD_M_R
1891,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1892,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1893,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1894,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1895,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1896,Bareland,Forest,Bareland,NULL,Non_Wetland,Wetland
1897,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1898,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1899,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1900,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1901,Water,NULL,Bareland,NULL,Non_Wetland,Water
1902,Water,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1903,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1904,Water,NULL,Bareland,Water,Non_Wetland,Water
1905,Water,NULL,Water,Water,Water,Water
1906,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1907,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1908,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1909,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1910,Water,Wetland,Grassland,NULL,Non_Wetland,Water
1911,Water,Wetland,Wetland,NULL,Wetland,Wetland
1912,Water,Wetland,Wetland,NULL,Wetland,Water
1913,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1914,Water,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1915,Water,Wetland,Wetland,Non_Water,Wetland,Water
1916,Water,Wetland,Wetland,Water,Wetland,Grassland
1917,Water,Wetland,Wetland,Water,Wetland,Wetland
1918,Water,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1919,Water,Wetland,Wetland,Water,Wetland,Bareland
1920,Water,Wetland,Wetland,Water,Wetland,Water
1921,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1922,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1923,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1924,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1925,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1926,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1927,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1928,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1929,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1930,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1931,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1932,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1933,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1934,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1935,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1936,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
1937,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1938,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1939,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1940,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1941,Water,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1942,Water,Wetland,Bareland,Water,Non_Wetland,Water
1943,Water,Wetland,Built-up,Water,Non_Wetland,Water
1944,Water,Wetland,Water,NULL,Water,Grassland
1945,Water,Wetland,Water,NULL,Water,Wetland
1946,Water,Wetland,Water,NULL,Water,Water
1947,Water,Wetland,Water,Non_Water,Water,Wetland
1948,Water,Wetland,Water,Non_Water,Water,Water
1949,Water,Wetland,Water,Water,Water,Grassland
1950,Water,Wetland,Water,Water,Water,Wetland
1951,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
1952,Water,Wetland,Water,Water,Water,Bareland
1953,Water,Wetland,Water,Water,Water,Water
1954,Water,Bareland,Wetland,Water,Wetland,Water
1955,Water,Bareland,Water,Water,Water,Water
1956,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1957,Water,Water,Shrubland,NULL,Non_Wetland,Water
1958,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1959,Water,Water,Shrubland,Water,Non_Wetland,Water
1960,Water,Water,Wetland,NULL,Wetland,Water
1961,Water,Water,Wetland,Non_Water,Wetland,Grassland
1962,Water,Water,Wetland,Non_Water,Wetland,Wetland
1963,Water,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1964,Water,Water,Wetland,Non_Water,Wetland,Water
1965,Water,Water,Wetland,Water,Wetland,Grassland
1966,Water,Water,Wetland,Water,Wetland,Wetland
1967,Water,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1968,Water,Water,Wetland,Water,Wetland,Bareland
1969,Water,Water,Wetland,Water,Wetland,Water
1970,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1971,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1972,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1973,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1974,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1975,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1976,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1977,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1978,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1979,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1980,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1981,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1982,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1983,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1984,Water,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1985,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1986,Water,Water,Bareland,NULL,Non_Wetland,Water
1987,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1988,Water,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1989,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1990,Water,Water,Bareland,Water,Non_Wetland,Grassland
1991,Water,Water,Bareland,Water,Non_Wetland,Wetland
1992,Water,Water,Bareland,Water,Non_Wetland,Bareland
1993,Water,Water,Bareland,Water,Non_Wetland,Water
1994,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1995,Water,Water,Built-up,NULL,Non_Wetland,Water
1996,Water,Water,Built-up,Water,Non_Wetland,Water
1997,Water,Water,Water,NULL,Water,Grassland
1998,Water,Water,Water,NULL,Water,Wetland
1999,Water,Water,Water,NULL,Water,Bareland
2000,Water,Water,Water,NULL,Water,Water
2001,Water,Water,Water,Non_Water,Water,Wetland
2002,Water,Water,Water,Non_Water,Water,Water
2003,Water,Water,Water,Water,Water,Grassland
2004,Water,Water,Water,Water,Water,Wetland
2005,Water,Water,Water,Water,Water,Lichens_and_Mosses
2006,Water,Water,Water,Water,Water,Bareland
2007,Water,Water,Water,Water,Water,Water
2008,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2009,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
2010,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
2011,Water,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2012,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2013,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2014,Water,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2015,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2016,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2017,Water,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
2018,Water,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
2019,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
2020,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2021,Water,Permanent_ice_and_snow,Water,Water,Water,Water
2022,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Bareland
2023,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water
2024,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2025,Permanent_ice_and_snow,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2026,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water
2027,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
2028,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
2029,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
2030,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2031,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
2032,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2033,Permanent_ice_and_snow,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2034,Permanent_ice_and_snow,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2035,Permanent_ice_and_snow,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2036,Permanent_ice_and_snow,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2037,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2038,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2039,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2040,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
2041,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
2042,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Bareland
2043,Permanent_ice_and_snow,Water,Water,NULL,Water,Lichens_and_Mosses
2044,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
2045,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
2046,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
2047,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2048,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,Water,Water
2049,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2050,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2051,Forest,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2052,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2053,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2054,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2055,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2056,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2057,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2058,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2059,Forest,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2060,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2061,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2062,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2063,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2064,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2065,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2066,Forest,NULL,Wetland,NULL,Wetland,Wetland
2067,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2068,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2069,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
2070,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2071,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2072,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2073,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2074,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2075,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2076,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2077,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2078,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2079,Forest,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2080,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2081,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2082,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2083,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2084,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2085,Forest,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2086,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2087,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2088,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2089,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
2090,Forest,NULL,Water,Water,Water,Wetland
2091,Forest,NULL,Water,Water,Water,Water
2092,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2093,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2094,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2095,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2096,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2097,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2098,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2099,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2100,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2101,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2102,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
2103,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2104,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2105,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2106,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2107,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2108,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2109,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
2110,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2111,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2112,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2113,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2114,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
2115,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2116,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2117,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2118,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland
2119,Forest,Wetland,Grassland,Water,Non_Wetland,Water
2120,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2121,Forest,Wetland,Wetland,NULL,Wetland,Bareland
2122,Forest,Wetland,Wetland,NULL,Wetland,Water
2123,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2124,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2125,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
2126,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2127,Forest,Wetland,Wetland,Water,Wetland,Grassland
2128,Forest,Wetland,Wetland,Water,Wetland,Wetland
2129,Forest,Wetland,Wetland,Water,Wetland,Bareland
2130,Forest,Wetland,Wetland,Water,Wetland,Water
2131,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2132,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2133,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2134,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2135,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2136,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2137,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2138,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2139,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2140,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2141,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2142,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2143,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2144,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2145,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2146,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2147,Forest,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2148,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
2149,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2150,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2151,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2152,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2153,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2154,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2155,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
2156,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2157,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
2158,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2159,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
2160,Forest,Wetland,Water,NULL,Water,Wetland
2161,Forest,Wetland,Water,NULL,Water,Bareland
2162,Forest,Wetland,Water,NULL,Water,Water
2163,Forest,Wetland,Water,Non_Water,Water,Wetland
2164,Forest,Wetland,Water,Non_Water,Water,Water
2165,Forest,Wetland,Water,Water,Water,Grassland
2166,Forest,Wetland,Water,Water,Water,Wetland
2167,Forest,Wetland,Water,Water,Water,Bareland
2168,Forest,Wetland,Water,Water,Water,Water
2169,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2170,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2171,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2172,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2173,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2174,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2175,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2176,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2177,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2178,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2179,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2180,Forest,Water,Shrubland,Water,Non_Wetland,Water
2181,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2182,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2183,Forest,Water,Grassland,NULL,Non_Wetland,Water
2184,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
2185,Forest,Water,Wetland,NULL,Wetland,Wetland
2186,Forest,Water,Wetland,NULL,Wetland,Water
2187,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2188,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2189,Forest,Water,Wetland,Non_Water,Wetland,Water
2190,Forest,Water,Wetland,Water,Wetland,Wetland
2191,Forest,Water,Wetland,Water,Wetland,Water
2192,Forest,Water,Wetland,Water,Wetland,Forest
2193,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2194,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2195,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2196,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2197,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2198,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2199,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2200,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2201,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
2202,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2203,Forest,Water,Bareland,NULL,Non_Wetland,Water
2204,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2205,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
2206,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2207,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2208,Forest,Water,Bareland,Water,Non_Wetland,Wetland
2209,Forest,Water,Bareland,Water,Non_Wetland,Water
2210,Forest,Water,Water,NULL,Water,Wetland
2211,Forest,Water,Water,NULL,Water,Bareland
2212,Forest,Water,Water,NULL,Water,Water
2213,Forest,Water,Water,Non_Water,Water,Wetland
2214,Forest,Water,Water,Non_Water,Water,Water
2215,Forest,Water,Water,Water,Water,Wetland
2216,Forest,Water,Water,Water,Water,Bareland
2217,Forest,Water,Water,Water,Water,Water
2218,Forest,Water,Forest,Water,Non_Wetland,Wetland
2219,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2220,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
2221,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
2222,Forest,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
2223,Forest,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
2224,Forest,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
2225,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2226,Forest,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2227,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
2228,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
2229,Forest,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
2230,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2231,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2232,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
2233,Forest,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
2234,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
2235,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2236,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2237,Forest,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
2238,Forest,Permanent_ice_and_snow,Water,NULL,Water,Wetland
2239,Forest,Permanent_ice_and_snow,Water,Non_Water,Water,Water
2240,Forest,Permanent_ice_and_snow,Water,Water,Water,Wetland
2241,Forest,Permanent_ice_and_snow,Water,Water,Water,Water
2242,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2243,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2244,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2245,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2246,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2247,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2248,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2249,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2250,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2251,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2252,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2253,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2254,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2255,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
2256,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2257,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2258,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2259,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
