Value,SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,SIBERIA_2024_WorldCover_2021_41WPS_M_R
1964,Water,Water,Wetland,Non_Water,Wetland,Water
1965,Water,Water,Wetland,Water,NULL,Bareland
1966,Water,Water,Wetland,Water,NULL,Water
1967,Water,Water,Wetland,Water,Wetland,Bareland
1968,Water,Water,Wetland,Water,Wetland,Water
1969,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1970,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1971,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1972,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1973,Water,Water,Bareland,NULL,Non_Wetland,Water
1974,Water,Water,Bareland,Water,Non_Wetland,Bareland
1975,Water,Water,Bareland,Water,Non_Wetland,Water
1976,Water,Water,Water,NULL,NULL,Water
1977,Water,Water,Water,NULL,Water,Wetland
1978,Water,Water,Water,NULL,Water,Water
1979,Water,Water,Water,Non_Water,Water,Wetland
1980,Water,Water,Water,Non_Water,Water,Water
1981,Water,Water,Water,Water,NULL,Bareland
1982,Water,Water,Water,Water,NULL,Water
1983,Water,Water,Water,Water,Water,Wetland
1984,Water,Water,Water,Water,Water,Water
1985,Water,Water,Forest,NULL,Non_Wetland,Water
1986,Water,Water,Forest,Non_Water,Non_Wetland,Water
1987,Water,Water,Forest,Water,Non_Wetland,Water
1988,Water,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1989,Water,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1990,Water,Permanent_ice_and_snow,Water,Water,Water,Wetland
1991,Water,Permanent_ice_and_snow,Water,Water,Water,Water
1992,Water,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1993,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Bareland
1994,Permanent_ice_and_snow,Bareland,Water,Water,NULL,Water
1995,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1996,Permanent_ice_and_snow,Water,Wetland,NULL,NULL,Bareland
1997,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Bareland
1998,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1999,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2000,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2001,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
2002,Permanent_ice_and_snow,Water,Water,Water,NULL,Bareland
2003,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
2004,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2005,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
2006,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,NULL,Bareland
2007,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
2008,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Water,NULL,Bareland
2009,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2010,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2011,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2013,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2014,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2015,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2016,Forest,NULL,Wetland,NULL,Wetland,Wetland
2017,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2018,Forest,NULL,Wetland,Water,Wetland,Wetland
2019,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2020,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2021,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2022,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2023,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2024,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2025,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2026,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2027,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2028,Forest,NULL,Forest,NULL,Non_Wetland,Water
2029,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2030,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2031,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2032,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2033,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
2034,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2035,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2036,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2037,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2038,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2039,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2040,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
2041,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2042,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2043,Forest,Wetland,Wetland,NULL,Wetland,Water
2044,Forest,Wetland,Wetland,NULL,Wetland,Forest
2045,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2046,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2047,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2048,Forest,Wetland,Wetland,Water,Wetland,Grassland
2049,Forest,Wetland,Wetland,Water,Wetland,Wetland
2050,Forest,Wetland,Wetland,Water,Wetland,Water
2051,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2052,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2053,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2054,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2055,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2056,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
2057,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
2058,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2059,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
2060,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2061,Forest,Wetland,Water,NULL,Water,Wetland
2062,Forest,Wetland,Water,Water,Water,Wetland
2063,Forest,Wetland,Water,Water,Water,Water
2064,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2065,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2066,Forest,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2067,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2068,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2069,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2070,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2071,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2072,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2073,Forest,Wetland,Forest,Water,Non_Wetland,Water
2074,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
2075,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2076,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2077,Forest,Water,Wetland,NULL,Wetland,Water
2078,Forest,Water,Wetland,Water,Wetland,Water
2079,Forest,Water,Bareland,Water,Non_Wetland,Water
2080,Forest,Water,Water,Water,Water,Water
2081,Forest,Water,Forest,Water,Non_Wetland,Grassland
2082,Forest,Water,Forest,Water,Non_Wetland,Water
2083,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
2084,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
2085,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
2086,Forest,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
2087,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
2088,Forest,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
2089,Forest,Permanent_ice_and_snow,Water,Water,Water,Wetland
2090,Forest,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
2091,Forest,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
2092,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2093,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2094,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
